url_id,url_length,subdomain_count,shannon_entropy,has_ip_in_host,has_https,suspicious_keyword_count,is_phishing
URL-10631,109,2,4.773,0,0,1,1
URL-10632,61,2,3.258,0,1,0,0
URL-10633,42,0,3.472,0,0,0,0
URL-10634,57,0,3.511,0,1,0,0
URL-10635,31,2,3.11,0,1,0,0
URL-10636,28,0,3.662,0,1,0,0
URL-10637,38,3,3.386,0,1,0,0
URL-10638,43,0,3.604,0,1,0,0
URL-10639,33,1,3.489,0,1,0,0
URL-10640,44,2,3.004,0,1,0,0
URL-10641,41,0,3.955,0,1,0,0
URL-10642,26,0,3.496,0,1,0,0
URL-10643,44,1,3.371,0,0,1,0
URL-10644,48,1,3.704,0,1,0,0
URL-10645,79,2,4.035,0,1,1,1
URL-10646,51,1,2.949,0,1,0,0
URL-10647,23,1,3.695,0,1,0,0
URL-10648,86,2,4.637,0,1,0,1
URL-10649,23,0,3.6,0,1,0,0
URL-10650,24,1,3.782,0,1,0,0
URL-10651,30,0,3.057,0,1,0,0
URL-10652,26,2,3.374,0,1,0,0
URL-10653,31,2,3.27,0,1,0,0
URL-10654,35,2,3.86,0,1,0,0
URL-10655,48,0,3.673,0,1,0,0
URL-10656,34,1,3.861,0,1,0,0
URL-10657,18,1,3.284,0,1,1,0
URL-10658,51,0,3.104,0,1,1,0
URL-10659,27,0,3.965,0,0,0,0
URL-10660,37,0,3.509,0,1,0,0
URL-10661,111,1,4.526,0,1,2,1
URL-10662,40,3,3.477,0,1,0,0
URL-10663,51,5,4.271,0,1,0,0
URL-10664,43,2,3.912,0,1,0,0
URL-10665,27,1,3.444,0,1,0,0
URL-10666,64,0,3.507,0,1,0,0
URL-10667,40,1,3.508,0,1,0,0
URL-10668,36,2,3.102,0,0,0,0
URL-10669,49,1,3.331,0,1,0,0
URL-10670,40,1,3.305,0,0,0,0
URL-10671,66,3,4.748,0,0,1,1
URL-10672,67,1,3.215,0,1,1,0
URL-10673,34,1,3.447,0,1,0,0
URL-10674,34,1,3.372,0,1,0,0
URL-10675,68,2,3.872,1,0,0,1
URL-10676,50,3,4.014,0,1,0,0
URL-10677,19,0,3.883,0,1,0,0
URL-10678,65,8,4.609,0,1,1,1
URL-10679,78,3,5.037,0,0,1,1
URL-10680,15,5,4.304,0,0,3,1
URL-10681,32,2,3.274,0,1,0,0
URL-10682,44,1,4.254,0,1,0,0
URL-10683,27,0,3.316,0,1,0,0
URL-10684,79,1,4.079,0,0,0,1
URL-10685,38,0,4.114,0,1,0,0
URL-10686,48,3,3.839,0,1,0,0
URL-10687,17,0,3.345,0,1,0,0
URL-10688,53,2,4.436,0,1,1,1
URL-10689,47,1,3.416,0,1,0,0
URL-10690,49,1,3.44,0,1,0,0
URL-10691,52,0,3.218,0,1,0,0
URL-10692,64,1,2.648,0,1,0,0
URL-10693,33,1,3.001,0,1,0,0
URL-10694,39,0,3.113,0,1,0,0
URL-10695,33,2,3.647,0,1,0,0
URL-10696,38,3,3.554,0,1,1,0
URL-10697,56,0,3.88,0,1,0,0
URL-10698,21,0,3.079,0,1,0,0
URL-10699,27,2,4.125,0,0,0,0
URL-10700,54,1,4.093,0,1,0,0
URL-10701,50,1,3.512,0,1,0,0
URL-10702,33,0,3.26,0,1,0,0
URL-10703,48,1,3.278,0,1,1,0
URL-10704,42,0,3.569,0,1,0,0
URL-10705,56,2,4.501,0,1,0,1
URL-10706,38,0,3.467,0,1,0,0
URL-10707,83,1,4.087,0,0,1,1
URL-10708,69,0,4.163,0,1,0,0
URL-10709,45,1,3.36,0,1,0,0
URL-10710,85,1,4.483,0,0,0,1
URL-10711,46,1,3.719,0,1,0,0
URL-10712,33,0,3.448,0,1,0,0
URL-10713,66,2,3.838,0,1,0,0
URL-10714,40,0,3.243,0,1,0,0
URL-10715,86,3,4.705,0,0,0,1
URL-10716,121,3,3.826,0,1,1,1
URL-10717,78,2,4.292,0,1,3,1
URL-10718,48,0,3.692,0,1,0,0
URL-10719,32,0,3.689,0,1,0,0
URL-10720,46,2,4.631,0,1,2,1
URL-10721,19,2,3.313,0,1,0,0
URL-10722,40,2,3.373,0,1,0,0
URL-10723,43,1,3.705,0,1,0,0
URL-10724,58,1,3.01,0,1,0,0
URL-10725,123,1,5.477,0,0,1,1
URL-10726,22,0,3.106,0,1,1,0
URL-10727,91,4,3.982,0,0,3,1
URL-10728,21,1,3.89,0,1,0,0
URL-10729,54,3,3.071,0,1,0,0
URL-10730,56,0,3.585,0,1,0,0
URL-10731,81,5,4.157,0,1,1,1
URL-10732,52,0,3.158,0,1,0,0
URL-10733,39,2,3.071,0,1,0,0
URL-10734,36,1,3.252,0,1,0,0
URL-10735,85,2,4.401,0,1,0,1
URL-10736,34,1,3.428,0,1,0,0
URL-10737,108,3,4.091,0,1,2,1
URL-10738,41,0,3.648,0,1,0,0
URL-10739,37,1,3.783,0,1,0,0
URL-10740,46,3,2.965,0,1,0,0
URL-10741,39,0,3.412,0,1,0,0
URL-10742,36,1,3.168,0,0,0,0
URL-10743,27,2,3.12,0,1,0,0
URL-10744,38,0,2.951,0,0,0,0
URL-10745,109,5,4.672,0,0,3,1
URL-10746,24,1,3.318,0,1,0,0
URL-10747,39,0,3.638,0,1,1,0
URL-10748,74,1,5.09,0,0,2,1
URL-10749,29,1,3.132,0,1,1,0
URL-10750,30,1,3.096,0,1,0,0
URL-10751,99,5,4.576,0,0,0,1
URL-10752,24,1,3.349,0,1,0,0
URL-10753,42,1,3.811,0,1,0,0
URL-10754,27,0,3.111,0,1,0,0
URL-10755,87,4,4.027,0,0,2,1
URL-10756,66,2,3.714,0,1,0,0
URL-10757,27,3,2.838,0,1,0,0
URL-10758,89,3,4.61,0,1,0,1
URL-10759,31,1,4.369,0,1,1,1
URL-10760,50,0,3.4,0,1,0,0
URL-10761,22,4,3.711,0,1,0,0
URL-10762,43,0,3.145,0,1,0,0
URL-10763,27,2,3.961,0,1,0,0
URL-10764,35,0,2.969,0,0,0,0
URL-10765,25,0,3.37,0,1,1,0
URL-10766,73,8,4.422,0,0,2,1
URL-10767,59,4,4.121,0,1,2,1
URL-10768,44,2,2.466,0,1,0,0
URL-10769,119,1,4.447,0,0,2,1
URL-10770,36,0,3.387,0,1,1,0
URL-10771,62,2,5.052,0,1,2,1
URL-10772,28,2,3.383,0,1,0,0
URL-10773,40,0,4.247,0,1,0,0
URL-10774,74,1,4.812,0,1,0,1
URL-10775,28,0,4.238,0,1,0,0
URL-10776,52,1,3.666,0,1,0,0
URL-10777,55,1,3.819,0,1,0,0
URL-10778,28,0,3.134,0,1,0,0
URL-10779,20,2,3.407,0,1,0,0
URL-10780,41,3,3.82,0,1,0,0
URL-10781,31,1,3.611,0,1,0,0
URL-10782,60,3,3.537,0,1,0,0
URL-10783,38,0,3.229,0,0,0,0
URL-10784,28,0,3.908,0,1,0,0
URL-10785,89,5,4.769,0,1,1,1
URL-10786,51,0,3.865,0,0,0,0
URL-10787,31,1,3.602,0,1,0,0
URL-10788,38,2,3.504,0,1,0,0
URL-10789,71,2,4.328,0,1,0,1
URL-10790,32,1,3.828,0,1,0,0
URL-10791,37,1,3.188,0,1,0,0
URL-10792,37,1,3.611,0,1,0,0
URL-10793,46,0,3.73,0,1,0,0
URL-10794,45,1,3.264,0,1,0,0
URL-10795,89,8,4.105,0,1,1,1
URL-10796,60,1,4.867,0,0,1,1
URL-10797,33,2,3.354,0,1,0,0
URL-10798,20,1,3.025,0,1,0,0
URL-10799,55,0,3.884,0,0,5,1
URL-10800,60,1,4.188,0,1,1,0
URL-10801,27,1,3.589,0,1,0,0
URL-10802,28,2,3.724,0,1,0,0
URL-10803,27,4,3.092,0,1,0,0
URL-10804,46,3,3.483,0,1,0,0
URL-10805,43,2,3.461,0,1,0,0
URL-10806,47,3,5.122,0,0,1,1
URL-10807,80,2,4.199,1,1,3,1
URL-10808,39,1,3.64,0,1,0,0
URL-10809,19,2,3.397,0,1,0,0
URL-10810,62,1,4.752,0,0,4,1
URL-10811,89,1,5.251,0,1,2,1
URL-10812,22,2,3.283,0,1,0,0
URL-10813,60,0,4.878,1,0,2,1
URL-10814,49,1,4.126,1,1,3,1
URL-10815,30,1,3.587,0,1,0,0
URL-10816,51,0,2.609,0,1,0,0
URL-10817,36,1,3.321,0,1,0,0
URL-10818,36,0,3.161,0,1,0,0
URL-10819,43,1,3.48,0,1,1,0
URL-10820,54,3,3.99,0,1,2,1
URL-10821,39,4,3.621,0,1,0,0
URL-10822,33,2,3.715,0,1,0,0
URL-10823,22,0,3.9,0,1,0,0
URL-10824,42,2,3.376,0,1,1,0
URL-10825,59,1,4.014,1,1,2,1
URL-10826,36,0,3.798,0,1,0,0
URL-10827,23,2,2.919,0,1,0,0
URL-10828,57,1,3.765,0,0,0,0
URL-10829,48,2,3.55,0,1,0,0
URL-10830,49,0,3.657,0,1,1,0
URL-10831,34,0,3.628,0,1,0,0
URL-10832,17,0,3.548,0,1,1,0
URL-10833,61,1,3.562,0,0,0,0
URL-10834,37,0,3.111,0,1,0,0
URL-10835,29,1,3.272,0,1,0,0
URL-10836,48,4,4.463,0,1,5,1
URL-10837,52,0,3.736,0,1,0,0
URL-10838,37,2,3.871,0,1,1,0
URL-10839,53,1,3.379,0,1,0,0
URL-10840,50,0,3.528,0,1,0,0
URL-10841,25,3,3.684,0,1,0,0
URL-10842,29,1,3.922,0,1,0,0
URL-10843,62,4,4.094,0,0,2,1
URL-10844,12,0,3.667,0,1,0,0
URL-10845,36,0,3.749,0,1,0,0
URL-10846,20,1,3.827,0,0,1,0
URL-10847,30,3,4.257,0,0,2,1
URL-10848,34,2,3.949,0,1,0,0
URL-10849,33,2,3.002,0,1,0,0
URL-10850,31,2,3.105,0,1,0,0
URL-10851,24,1,3.668,0,1,0,0
URL-10852,65,2,3.659,0,1,0,0
URL-10853,109,3,4.562,1,1,1,1
URL-10854,24,1,3.345,0,1,1,0
URL-10855,56,0,3.35,0,1,0,0
URL-10856,33,1,3.185,0,1,0,0
URL-10857,39,2,3.484,0,1,0,0
URL-10858,37,1,2.955,0,1,0,0
URL-10859,30,1,3.896,0,1,0,0
URL-10860,107,1,4.453,0,0,0,1
URL-10861,39,2,3.953,0,1,1,0
URL-10862,32,0,3.556,0,1,0,0
URL-10863,22,0,3.487,0,1,0,0
URL-10864,27,1,3.544,0,1,0,0
URL-10865,18,0,3.255,0,1,0,0
URL-10866,38,2,3.065,0,1,0,0
URL-10867,23,3,3.155,0,1,1,0
URL-10868,59,2,4.246,0,1,0,1
URL-10869,96,1,3.826,0,0,3,1
URL-10870,52,1,3.972,0,1,0,0
URL-10871,37,0,3.253,0,1,0,0
URL-10872,36,2,3.638,0,1,0,0
URL-10873,60,2,3.705,0,1,0,0
URL-10874,44,1,3.933,0,1,0,0
URL-10875,34,1,3.739,0,1,0,0
URL-10876,20,1,3.439,0,1,0,0
URL-10877,42,0,4.097,0,1,1,0
URL-10878,47,1,3.065,0,1,0,0
URL-10879,30,0,3.171,0,1,0,0
URL-10880,41,0,3.577,0,1,0,0
URL-10881,33,2,3.53,0,1,0,0
URL-10882,35,1,3.786,0,1,0,0
URL-10883,12,3,3.556,0,1,0,0
URL-10884,45,5,3.887,0,1,3,1
URL-10885,49,0,3.849,0,1,0,0
URL-10886,30,0,3.549,0,1,0,0
URL-10887,38,2,3.738,0,1,0,0
URL-10888,28,1,3.236,0,1,0,0
URL-10889,42,0,3.259,0,1,1,0
URL-10890,35,1,3.808,0,0,0,0
URL-10891,149,2,3.556,0,0,1,1
URL-10892,36,5,4.517,0,1,2,1
URL-10893,49,2,3.257,0,1,0,0
URL-10894,30,0,3.357,0,1,0,0
URL-10895,43,1,3.6,0,1,0,0
URL-10896,44,0,3.395,0,1,0,0
URL-10897,59,1,4.542,0,1,1,1
URL-10898,17,0,3.202,0,1,0,0
URL-10899,50,0,3.277,0,1,0,0
URL-10900,31,2,3.381,0,1,0,0
URL-10901,33,1,3.403,0,1,0,0
URL-10902,69,0,4.049,0,1,0,0
URL-10903,41,2,3.823,0,1,0,0
URL-10904,33,0,3.604,0,1,0,0
URL-10905,81,8,4.981,0,0,3,1
URL-10906,55,1,4.228,0,0,2,1
URL-10907,21,1,3.666,0,1,0,0
URL-10908,25,1,3.615,0,1,0,0
URL-10909,34,1,3.665,0,1,0,0
URL-10910,54,2,3.238,0,1,0,0
URL-10911,47,2,3.393,0,1,0,0
URL-10912,36,3,3.216,0,1,0,0
URL-10913,41,0,3.643,0,1,0,0
URL-10914,30,0,3.501,0,1,0,0
URL-10915,39,0,2.841,0,1,1,0
URL-10916,38,1,3.68,0,1,0,0
URL-10917,68,6,4.221,0,1,0,1
URL-10918,83,5,4.136,0,1,0,1
URL-10919,43,2,3.824,0,1,0,0
URL-10920,72,3,4.403,0,1,1,1
URL-10921,46,0,3.105,0,1,0,0
URL-10922,100,6,4.475,1,1,3,1
URL-10923,96,2,4.265,0,1,3,1
URL-10924,33,2,3.258,0,1,0,0
URL-10925,39,3,2.679,0,1,0,0
URL-10926,48,2,3.96,0,1,0,0
URL-10927,35,1,3.4,0,1,1,0
URL-10928,23,0,3.457,0,1,0,0
URL-10929,38,1,3.612,0,1,0,0
URL-10930,39,0,4.152,0,1,0,0
URL-10931,78,2,3.813,0,1,1,1
URL-10932,24,1,5.02,0,0,0,1
URL-10933,50,0,3.839,0,1,0,0
URL-10934,30,0,3.402,0,1,0,0
URL-10935,30,1,3.209,0,1,0,0
URL-10936,25,0,2.734,0,1,0,0
URL-10937,72,3,4.858,0,0,2,1
URL-10938,55,1,3.584,0,1,0,0
URL-10939,34,3,3.691,0,1,0,0
URL-10940,35,2,3.33,0,0,0,0
URL-10941,55,1,3.738,0,1,0,0
URL-10942,44,1,3.296,0,1,0,0
URL-10943,86,4,5.249,1,0,1,1
URL-10944,23,0,3.538,0,1,0,0
URL-10945,46,2,3.895,0,1,0,0
URL-10946,26,1,3.726,0,1,0,0
URL-10947,54,4,4.666,0,0,1,1
URL-10948,49,2,4.648,0,0,2,1
URL-10949,30,0,3.372,0,1,0,0
URL-10950,35,2,3.216,0,1,0,0
URL-10951,20,1,3.693,0,0,0,0
URL-10952,49,3,3.568,0,0,0,0
URL-10953,52,3,4.177,0,0,2,1
URL-10954,14,2,3.32,0,1,0,0
URL-10955,49,0,3.761,0,1,0,0
URL-10956,28,2,3.636,0,1,0,0
URL-10957,48,0,3.651,0,1,0,0
URL-10958,37,2,4.146,0,1,0,0
URL-10959,38,1,3.849,0,1,0,0
URL-10960,35,2,3.459,0,1,0,0
URL-10961,52,4,3.359,0,1,0,0
URL-10962,23,1,3.262,0,1,1,0
URL-10963,45,0,3.339,0,0,0,0
URL-10964,51,0,2.94,0,1,0,0
URL-10965,46,1,3.074,0,1,0,0
URL-10966,65,1,3.73,0,1,0,0
URL-10967,31,1,4.037,0,1,0,0
URL-10968,49,1,3.519,0,1,0,0
URL-10969,36,0,3.254,0,0,0,0
URL-10970,52,0,2.308,0,1,1,0
URL-10971,55,3,4.455,1,1,0,1
URL-10972,33,1,3.032,0,1,1,0
URL-10973,53,1,2.985,0,1,0,0
URL-10974,32,2,3.396,0,1,0,0
URL-10975,21,2,3.485,0,1,0,0
URL-10976,31,3,3.504,0,1,0,0
URL-10977,45,1,3.201,0,1,0,0
URL-10978,54,0,3.645,0,1,0,0
URL-10979,39,2,3.317,0,1,0,0
URL-10980,53,2,3.326,0,1,0,0
URL-10981,39,5,5.018,0,0,2,1
URL-10982,32,2,3.263,0,1,0,0
URL-10983,34,3,3.061,0,1,0,0
URL-10984,36,2,3.084,0,1,0,0
URL-10985,39,2,3.113,0,1,0,0
URL-10986,46,1,3.66,0,1,1,0
URL-10987,32,0,3.64,0,1,0,0
URL-10988,39,0,3.406,0,1,0,0
URL-10989,122,3,4.605,0,0,2,1
URL-10990,95,4,4.135,0,1,2,1
URL-10991,36,1,3.68,0,1,0,0
URL-10992,36,2,4.048,0,1,0,0
URL-10993,36,1,3.298,0,1,0,0
URL-10994,38,1,3.092,0,1,0,0
URL-10995,38,2,3.849,0,1,0,0
URL-10996,70,3,5.052,0,1,3,1
URL-10997,53,3,3.219,0,1,0,0
URL-10998,94,8,4.203,0,0,0,1
URL-10999,29,1,3.253,0,1,0,0
URL-11000,71,1,3.741,0,1,0,0
URL-11001,25,0,3.67,0,1,0,0
URL-11002,88,5,4.509,0,1,2,1
URL-11003,46,2,2.91,0,1,0,0
URL-11004,63,3,4.494,0,0,2,1
URL-11005,35,2,4.031,0,1,0,0
URL-11006,63,2,4.111,0,0,0,0
URL-11007,24,2,3.68,0,1,0,1
URL-11008,14,2,3.64,0,1,0,0
URL-11009,20,0,3.118,0,1,0,0
URL-11010,48,1,3.969,0,1,0,0
URL-11011,35,2,4.515,0,1,4,1
URL-11012,33,6,4.835,0,0,1,1
URL-11013,46,0,3.617,0,1,0,0
URL-11014,54,2,4.164,0,1,0,0
URL-11015,126,3,4.996,1,1,0,1
URL-11016,35,1,3.506,0,1,0,0
URL-11017,12,2,2.964,0,1,0,0
URL-11018,88,4,3.783,1,1,2,1
URL-11019,32,0,3.733,0,1,0,0
URL-11020,34,0,3.469,0,1,0,0
URL-11021,35,3,3.495,0,1,0,0
URL-11022,114,4,4.492,1,1,0,1
URL-11023,123,2,5.135,0,1,0,1
URL-11024,35,2,4.7,0,1,1,1
URL-11025,51,3,3.464,0,1,0,0
URL-11026,71,1,5.131,1,0,2,1
URL-11027,53,4,4.257,0,1,1,1
URL-11028,48,0,4.339,0,1,0,0
URL-11029,59,4,4.889,1,0,1,1
URL-11030,62,1,2.78,0,1,0,0
URL-11031,20,2,4.382,0,0,0,0
URL-11032,31,0,3.732,0,1,0,0
URL-11033,36,0,3.407,0,1,0,0
URL-11034,43,0,4.017,0,1,0,0
URL-11035,53,0,2.606,0,1,0,0
URL-11036,37,0,3.309,0,1,0,0
URL-11037,20,0,3.569,0,1,0,0
URL-11038,48,2,3.524,0,1,0,0
URL-11039,47,1,4.03,0,1,0,0
URL-11040,14,3,3.913,0,1,0,0
URL-11041,57,4,3.891,0,1,1,1
URL-11042,18,0,3.403,0,1,0,0
URL-11043,30,2,3.836,0,1,0,0
URL-11044,127,5,4.367,0,1,2,1
URL-11045,47,0,3.77,0,0,0,0
URL-11046,39,1,3.245,0,1,0,0
URL-11047,22,0,3.603,0,1,0,0
URL-11048,134,1,4.4,1,0,4,1
URL-11049,20,2,3.862,0,0,0,0
URL-11050,90,2,4.856,0,0,4,1
URL-11051,28,2,3.021,0,1,0,0
URL-11052,82,3,4.346,0,1,1,1
URL-11053,75,3,3.64,0,0,2,1
URL-11054,88,4,3.974,0,1,1,1
URL-11055,54,1,3.752,0,1,0,0
URL-11056,95,6,4.936,1,1,0,1
URL-11057,41,2,3.827,0,1,0,0
URL-11058,32,1,3.401,0,1,1,0
URL-11059,40,1,3.751,0,1,0,0
URL-11060,61,4,4.815,0,1,2,1
URL-11061,67,2,4.853,0,1,1,1
URL-11062,127,1,4.17,0,1,2,1
URL-11063,41,1,3.524,0,1,0,0
URL-11064,42,1,3.757,0,1,0,0
URL-11065,29,3,3.259,0,1,0,0
URL-11066,22,0,3.496,0,1,0,0
URL-11067,55,0,3.307,0,1,0,0
URL-11068,43,0,4.178,0,1,0,0
URL-11069,35,1,3.609,0,0,0,0
URL-11070,24,3,3.531,0,1,0,0
URL-11071,28,2,3.33,0,1,0,0
URL-11072,53,1,3.809,0,1,0,0
URL-11073,39,4,3.5,0,1,0,0
URL-11074,33,0,4.125,0,1,2,1
URL-11075,44,0,3.474,0,1,0,0
URL-11076,28,0,3.113,0,1,0,0
URL-11077,56,0,4.024,0,1,0,0
URL-11078,54,1,3.822,0,1,0,0
URL-11079,105,4,4.229,1,0,1,1
URL-11080,89,2,4.035,0,0,2,1
URL-11081,12,1,3.191,0,1,0,0
URL-11082,20,0,2.983,0,1,0,0
URL-11083,75,2,4.671,0,1,3,1
URL-11084,134,2,4.591,0,1,1,1
URL-11085,34,0,3.365,0,1,0,0
URL-11086,21,2,3.879,0,1,0,0
URL-11087,34,0,3.489,0,1,0,0
URL-11088,45,3,4.915,0,0,4,1
URL-11089,44,0,3.243,0,1,0,0
URL-11090,81,1,4.478,0,1,1,1
URL-11091,36,1,2.933,0,1,0,0
URL-11092,21,0,3.232,0,1,0,0
URL-11093,48,0,3.341,0,0,0,0
URL-11094,47,1,3.787,0,1,0,0
URL-11095,27,2,3.599,0,1,0,0
URL-11096,28,0,3.566,0,1,1,0
URL-11097,32,0,3.662,0,1,0,0
URL-11098,68,2,3.845,1,0,1,1
URL-11099,42,2,3.518,0,1,0,0
URL-11100,34,2,3.138,0,1,0,0
URL-11101,46,4,3.826,0,1,4,1
URL-11102,74,3,4.58,0,0,2,1
URL-11103,63,1,4.619,1,1,0,1
URL-11104,12,3,4.283,1,0,3,1
URL-11105,25,0,3.681,0,1,0,0
URL-11106,23,0,3.621,0,1,0,0
URL-11107,68,4,4.718,0,1,2,1
URL-11108,29,1,3.89,0,1,0,0
URL-11109,39,1,3.161,0,1,0,0
URL-11110,120,4,4.975,0,0,0,1
URL-11111,22,0,3.05,0,1,0,0
URL-11112,35,2,3.657,0,1,0,0
URL-11113,45,0,3.93,0,1,1,0
URL-11114,23,0,3.309,0,1,0,0
URL-11115,47,0,3.753,0,1,0,0
URL-11116,27,2,3.231,0,1,1,0
URL-11117,81,0,4.63,0,1,2,1
URL-11118,44,1,2.718,0,1,0,0
URL-11119,30,0,4.033,0,1,0,0
URL-11120,75,8,4.418,0,1,2,1
URL-11121,75,4,4.108,0,0,2,1
URL-11122,79,4,3.865,0,1,2,1
URL-11123,51,2,4.492,1,0,0,1
URL-11124,16,1,4.116,0,1,0,0
URL-11125,45,2,4.236,0,1,0,0
URL-11126,50,3,3.741,0,1,0,0
URL-11127,27,1,3.506,0,1,1,0
URL-11128,35,2,3.435,0,1,0,0
URL-11129,41,0,3.701,0,1,0,0
URL-11130,46,2,3.761,0,1,0,0
URL-11131,13,2,2.795,0,1,0,0
URL-11132,27,0,3.4,0,1,0,0
URL-11133,34,2,3.295,0,1,1,0
URL-11134,46,0,3.245,0,1,0,0
URL-11135,67,1,3.252,0,1,0,0
URL-11136,116,2,4.244,0,0,1,1
URL-11137,21,2,4.042,0,1,0,0
URL-11138,42,1,3.294,0,1,0,0
URL-11139,53,0,3.449,0,1,0,0
URL-11140,69,3,3.951,1,0,0,1
URL-11141,27,1,3.308,0,1,0,0
URL-11142,49,1,3.646,0,1,1,0
URL-11143,45,1,3.391,0,0,1,0
URL-11144,25,0,3.712,0,1,0,0
URL-11145,126,4,3.858,0,1,1,1
URL-11146,98,6,4.742,0,0,0,1
URL-11147,52,1,3.613,0,1,0,0
URL-11148,73,4,3.975,0,0,5,1
URL-11149,69,4,4.488,0,0,2,1
URL-11150,52,2,3.726,0,1,0,0
URL-11151,62,3,4.478,0,1,3,1
URL-11152,43,2,4.053,0,1,0,0
URL-11153,21,3,3.85,0,1,0,0
URL-11154,50,1,3.5,0,1,0,0
URL-11155,43,1,4.157,0,1,2,1
URL-11156,53,0,4.106,0,1,0,0
URL-11157,76,3,4.902,0,0,0,1
URL-11158,90,4,4.971,0,1,1,1
URL-11159,55,2,3.477,0,1,0,0
URL-11160,108,4,4.31,0,1,0,1
URL-11161,48,0,3.945,0,1,0,0
URL-11162,28,1,3.69,0,1,0,0
URL-11163,34,1,3.315,0,1,0,0
URL-11164,39,1,3.445,0,1,0,0
URL-11165,89,5,4.747,0,0,2,1
URL-11166,58,3,5.285,0,0,3,1
URL-11167,39,3,3.218,0,1,0,0
URL-11168,12,2,4.284,0,1,0,0
URL-11169,42,0,3.308,0,1,0,0
URL-11170,33,1,3.859,0,1,0,0
URL-11171,15,3,4.819,1,1,2,1
URL-11172,33,1,3.79,0,1,0,0
URL-11173,47,1,3.323,0,1,0,0
URL-11174,51,1,3.298,0,1,0,0
URL-11175,41,2,4.53,0,0,0,0
URL-11176,73,4,4.417,0,1,0,1
URL-11177,37,1,3.606,0,1,0,0
URL-11178,32,5,4.964,0,0,1,1
URL-11179,28,0,3.195,0,1,2,0
URL-11180,115,5,5.026,0,1,3,1
URL-11181,43,3,3.749,0,1,0,0
URL-11182,56,3,4.31,0,1,0,0
URL-11183,47,8,4.736,0,0,2,1
URL-11184,29,1,3.919,0,1,0,0
URL-11185,117,2,4.944,0,0,1,1
URL-11186,26,2,3.398,0,1,1,0
URL-11187,46,0,3.85,0,1,0,0
URL-11188,31,1,3.861,0,1,0,0
URL-11189,25,0,3.821,0,1,0,0
URL-11190,41,0,3.356,0,1,0,0
URL-11191,12,0,3.751,0,1,0,0
URL-11192,16,2,3.916,0,1,0,0
URL-11193,35,2,3.835,0,1,0,0
URL-11194,38,2,3.877,0,1,0,0
URL-11195,85,5,4.098,0,0,3,1
URL-11196,95,4,4.393,0,1,1,1
URL-11197,114,7,4.203,0,1,1,1
URL-11198,42,1,3.34,0,0,0,0
URL-11199,44,0,3.016,0,1,0,0
URL-11200,64,3,4.411,0,1,1,1
URL-11201,51,2,3.338,0,0,0,0
URL-11202,42,0,3.24,0,1,0,0
URL-11203,29,1,3.574,0,1,0,0
URL-11204,34,0,3.406,0,1,0,0
URL-11205,77,3,4.526,0,0,1,1
URL-11206,36,2,3.812,0,1,0,0
URL-11207,51,2,3.803,0,1,0,0
URL-11208,46,0,3.139,0,1,0,0
URL-11209,45,6,4.43,0,0,2,1
URL-11210,34,1,3.144,0,1,0,0
URL-11211,54,2,3.199,0,1,0,0
URL-11212,35,1,3.289,0,1,0,0
URL-11213,107,4,4.801,0,1,1,1
URL-11214,37,0,4.204,0,1,0,0
URL-11215,46,2,3.355,0,1,0,0
URL-11216,55,1,3.794,0,1,0,0
URL-11217,35,6,3.779,0,1,0,0
URL-11218,40,2,2.755,0,1,0,0
URL-11219,53,0,3.015,0,1,0,0
URL-11220,70,2,4.057,0,1,0,1
URL-11221,22,0,3.323,0,1,0,0
URL-11222,63,1,3.659,0,1,0,0
URL-11223,82,3,4.424,0,0,3,1
URL-11224,39,1,2.755,0,1,0,0
URL-11225,51,1,3.261,0,1,0,0
URL-11226,30,1,3.754,0,1,0,0
URL-11227,25,2,3.172,0,1,0,0
URL-11228,57,1,4.427,0,0,1,1
URL-11229,16,0,3.079,0,1,0,0
URL-11230,131,2,4.262,1,1,2,1
URL-11231,40,3,3.316,0,1,0,0
URL-11232,34,1,2.849,0,1,0,0
URL-11233,19,3,3.91,0,1,1,0
URL-11234,57,0,3.014,0,1,0,0
URL-11235,39,1,3.44,0,1,0,0
URL-11236,60,1,4.217,0,1,1,1
URL-11237,34,2,3.877,0,1,0,0
URL-11238,108,3,4.543,0,1,2,1
URL-11239,41,2,3.226,0,1,0,0
URL-11240,104,4,4.439,0,1,3,1
URL-11241,93,2,4.639,1,1,1,1
URL-11242,135,3,4.207,0,0,2,1
URL-11243,41,2,4.678,0,1,0,1
URL-11244,109,3,3.896,0,0,2,1
URL-11245,53,0,3.784,0,1,0,0
URL-11246,31,2,3.538,0,1,0,0
URL-11247,30,2,3.345,0,1,0,0
URL-11248,86,1,4.661,0,1,2,1
URL-11249,58,0,3.323,0,0,0,0
URL-11250,57,3,3.853,0,1,2,1
URL-11251,38,0,3.373,0,0,0,0
URL-11252,48,0,3.458,0,1,1,0
URL-11253,43,0,3.723,0,1,0,0
URL-11254,37,0,4.318,0,1,0,0
URL-11255,17,1,3.142,0,1,0,0
URL-11256,28,3,3.074,0,1,0,0
URL-11257,40,0,3.414,0,1,0,0
URL-11258,28,2,3.238,0,1,0,0
URL-11259,40,0,3.745,0,1,2,0
URL-11260,46,0,3.569,0,1,0,0
URL-11261,80,5,4.025,0,1,2,1
URL-11262,23,0,3.762,0,1,0,0
URL-11263,64,0,4.147,0,1,0,0
