zone_id,latitude,longitude,registered_ev_count,daily_traffic_flow,median_household_income,commercial_poi_count,power_grid_capacity_mw,existing_chargers
ZN-5408,37.78452,-122.39355,154,25142,91699,13,11.45,5
ZN-5409,37.81606,-122.43959,131,27432,75294,23,9.76,12
ZN-5410,37.83183,-122.44274,158,24134,46782,9,17.56,9
ZN-5411,37.68493,-122.54446,200,14799,110294,19,14.13,5
ZN-5412,37.65217,-122.34875,205,3012,116882,9,13.84,9
ZN-5413,37.87711,-122.42563,136,19877,128550,13,2.0,10
ZN-5414,37.80149,-122.43384,135,30549,124412,15,10.71,9
ZN-5415,37.71502,-122.16395,202,17787,75707,21,9.28,0
ZN-5416,37.89899,-122.3955,142,6061,127267,6,17.25,5
ZN-5417,37.78415,-122.47954,156,13950,129908,15,5.65,10
ZN-5418,37.86924,-122.45351,205,16897,88500,12,5.87,2
ZN-5419,37.7803,-122.32752,156,11412,95710,13,8.32,8
ZN-5420,37.93976,-122.41034,145,3000,71646,16,5.41,0
ZN-5421,37.91533,-122.53446,193,17412,132022,14,3.43,3
ZN-5422,37.75498,-122.34586,144,13290,57205,16,16.03,8
ZN-5423,37.85263,-122.47285,174,28636,108374,19,10.86,6
ZN-5424,37.82653,-122.26954,178,18606,80079,13,16.1,0
ZN-5425,37.88439,-122.333,183,20817,67303,13,15.58,5
ZN-5426,37.69771,-122.45519,179,17285,48131,19,6.08,1
ZN-5427,37.82978,-122.31692,168,18562,89614,20,10.68,5
ZN-5428,37.85957,-122.41397,153,8086,63385,13,2.64,3
ZN-5429,37.6342,-122.35118,145,11759,96410,15,17.03,0
ZN-5430,37.68024,-122.38062,162,24531,139233,17,8.19,7
ZN-5431,37.61176,-122.48711,169,19256,99987,11,8.01,1
ZN-5432,37.75335,-122.47088,213,15608,144932,14,6.44,11
ZN-5433,37.8323,-122.337,209,20917,70443,15,9.17,4
ZN-5434,37.89509,-122.44618,158,21035,62976,14,5.56,6
ZN-5435,37.78083,-122.45169,168,29945,69324,11,7.68,6
ZN-5436,37.90519,-122.49581,155,18978,93372,17,15.04,3
ZN-5437,37.66449,-122.38551,148,11624,163073,14,15.63,12
ZN-5438,37.63863,-122.2544,173,17305,53447,12,6.46,2
ZN-5439,37.77046,-122.5048,157,21645,110491,17,9.31,3
ZN-5440,37.80563,-122.41746,126,23973,77500,10,16.32,3
ZN-5441,37.77228,-122.30642,180,8309,89404,21,2.11,1
ZN-5442,37.6095,-122.42577,137,19522,63549,23,16.58,0
ZN-5443,37.76777,-122.38321,181,12616,116978,18,4.99,14
ZN-5444,37.67054,-122.50439,144,14600,93901,17,12.94,0
ZN-5445,37.82847,-122.38514,175,23075,122186,13,11.28,12
ZN-5446,37.80423,-122.43437,135,22477,99381,20,10.77,5
ZN-5447,37.69971,-122.34054,121,13931,46709,16,16.07,3
ZN-5448,37.73379,-122.32441,170,17052,122413,14,2.96,11
ZN-5449,37.69016,-122.21223,202,14783,44674,13,7.2,0
ZN-5450,37.76989,-122.37303,143,35350,48252,11,10.51,13
ZN-5451,37.85131,-122.39334,147,19670,72069,17,15.24,4
ZN-5452,37.69604,-122.40385,150,12963,72403,13,4.94,2
ZN-5453,37.81522,-122.44765,122,25933,129900,18,15.09,13
ZN-5454,37.73248,-122.39232,166,26144,90721,15,8.11,2
ZN-5455,37.71147,-122.44303,170,28750,126184,11,4.47,9
ZN-5456,37.76634,-122.40592,154,30527,80802,16,14.33,10
ZN-5457,37.69208,-122.31399,229,22246,102941,16,2.77,7
ZN-5458,37.73061,-122.49992,162,15900,106851,17,10.11,1
ZN-5459,37.67907,-122.32821,139,16784,112401,17,2.31,9
ZN-5460,37.93208,-122.31403,165,16247,83376,10,7.37,0
ZN-5461,37.77772,-122.42885,174,15577,85553,16,11.6,4
ZN-5462,37.71892,-122.58915,156,25439,87546,12,10.82,6
ZN-5463,37.79202,-122.46803,150,18004,53689,13,8.2,8
ZN-5464,37.76591,-122.31564,175,23828,92902,23,8.62,5
ZN-5465,37.75722,-122.42123,189,22059,85407,14,5.12,7
ZN-5466,37.82403,-122.49934,164,11408,109501,21,9.09,7
ZN-5467,37.8355,-122.45978,189,7696,97282,12,17.69,8
ZN-5468,37.73246,-122.35215,183,10580,128409,14,15.91,7
ZN-5469,37.72883,-122.37566,189,15439,96752,17,3.71,9
ZN-5470,37.7529,-122.43851,178,18805,80944,12,1.72,6
ZN-5471,37.59075,-122.44875,161,14110,96442,17,17.35,0
ZN-5472,37.65368,-122.45074,180,22218,113104,14,10.31,12
ZN-5473,37.88425,-122.49319,146,14833,50669,14,10.5,0
ZN-5474,37.9065,-122.29017,123,19541,77118,21,14.71,0
ZN-5475,37.75498,-122.44519,196,18705,77645,14,6.64,5
ZN-5476,37.82102,-122.32203,121,28406,105274,23,9.54,2
ZN-5477,37.7998,-122.29769,176,12148,108182,14,17.96,2
ZN-5478,38.02121,-122.33954,149,31250,97530,16,12.83,0
ZN-5479,37.86447,-122.45393,185,14433,35000,16,3.86,6
ZN-5480,37.76467,-122.3871,167,9959,53702,15,3.5,7
ZN-5481,37.69846,-122.42134,168,16698,89026,20,4.73,6
ZN-5482,37.64638,-122.4917,164,37440,82463,12,14.46,0
ZN-5483,37.79118,-122.39345,183,23371,95134,20,6.31,7
ZN-5484,37.71439,-122.51372,167,21617,83265,14,1.57,5
ZN-5485,37.66112,-122.32439,172,22771,133291,18,17.53,8
ZN-5486,37.72317,-122.45657,154,13382,37651,13,4.14,4
ZN-5487,37.68838,-122.40331,140,19956,102565,20,1.37,2
ZN-5488,37.90987,-122.39674,160,18015,115700,21,5.3,10
ZN-5489,37.84543,-122.44011,179,28854,112538,24,5.27,7
ZN-5490,37.77426,-122.37246,175,17347,114681,13,8.5,13
ZN-5491,37.8933,-122.45739,135,15730,118277,12,17.12,7
ZN-5492,37.78109,-122.3497,168,11011,79900,13,16.41,8
ZN-5493,37.706,-122.52708,175,18840,67462,14,9.1,1
ZN-5494,37.89675,-122.40929,136,19757,44132,21,8.31,2
ZN-5495,37.81801,-122.26429,193,10790,85934,12,10.8,3
ZN-5496,37.69192,-122.49943,198,20718,75561,9,5.41,2
ZN-5497,37.75967,-122.47362,143,19399,124040,9,2.1,6
ZN-5498,37.70485,-122.37829,133,24080,87811,13,17.45,7
ZN-5499,37.66428,-122.40503,155,25274,69239,16,4.43,7
ZN-5500,37.84899,-122.39135,178,18565,65286,18,4.63,5
ZN-5501,37.92765,-122.38027,152,11781,144720,13,9.37,4
ZN-5502,37.66301,-122.36862,168,13016,94447,17,9.7,9
ZN-5503,37.81994,-122.33062,159,28572,75462,13,1.52,8
ZN-5504,37.72285,-122.38661,138,18992,98101,18,3.76,2
ZN-5505,37.73593,-122.4387,143,28476,142422,10,7.74,8
ZN-5506,37.72751,-122.36559,202,20991,85257,11,13.03,3
ZN-5507,37.70578,-122.26741,134,22522,112175,11,5.15,2
ZN-5508,37.77878,-122.43001,157,23632,124661,9,8.52,12
ZN-5509,37.70842,-122.49736,142,10661,47714,10,10.84,0
ZN-5510,37.79654,-122.33083,150,19841,79039,8,16.57,4
ZN-5511,37.77088,-122.42903,177,10578,121527,15,6.84,16
ZN-5512,37.75578,-122.59321,185,16290,77517,18,3.51,3
ZN-5513,37.70229,-122.35161,135,21841,105365,14,9.66,8
ZN-5514,37.72876,-122.46223,198,11847,76037,23,14.12,4
ZN-5515,37.83533,-122.42664,171,21356,83861,16,3.1,1
ZN-5516,37.81497,-122.39284,177,9009,80815,13,8.55,12
ZN-5517,37.6967,-122.40416,179,24859,110916,18,1.51,12
ZN-5518,37.78285,-122.36264,176,14013,100039,16,1.78,2
ZN-5519,37.83501,-122.45424,126,11837,97471,11,9.56,6
ZN-5520,37.64135,-122.37835,180,9387,157687,14,6.36,9
ZN-5521,37.81837,-122.44016,121,14523,138492,11,15.82,11
ZN-5522,37.72189,-122.3603,154,6554,45468,20,11.62,1
ZN-5523,37.82055,-122.37017,126,14709,83914,10,9.05,5
ZN-5524,37.71384,-122.49424,161,24596,155661,20,8.26,9
ZN-5525,37.63051,-122.33252,186,16867,80635,16,9.8,7
ZN-5526,37.6447,-122.46228,165,10934,147193,10,1.9,11
ZN-5527,37.77875,-122.35476,184,19357,84341,16,16.65,10
ZN-5528,37.79568,-122.39002,184,18827,89150,14,18.47,11
ZN-5529,37.70255,-122.27235,133,29739,116589,13,4.34,7
ZN-5530,37.82599,-122.43728,136,22744,92744,18,3.28,9
ZN-5531,37.64198,-122.44735,173,19833,107365,12,3.68,0
ZN-5532,37.76961,-122.42095,177,23430,134373,14,12.64,12
ZN-5533,37.67802,-122.44365,195,17193,113970,14,12.64,8
ZN-5534,37.72275,-122.3554,155,17547,98538,15,15.87,8
ZN-5535,37.77869,-122.5487,131,27953,136838,11,14.21,6
ZN-5536,37.70607,-122.50369,185,8186,116917,18,8.98,10
ZN-5537,37.74414,-122.50482,193,23807,76661,17,11.8,8
ZN-5538,37.8554,-122.34338,181,17335,144501,15,13.11,2
ZN-5539,37.72875,-122.28255,151,16251,111059,14,10.07,9
ZN-5540,37.84176,-122.42776,151,14682,89658,11,9.43,5
ZN-5541,37.68452,-122.43291,182,18922,44479,16,12.36,3
ZN-5542,37.81728,-122.4138,158,17738,60560,12,10.84,5
ZN-5543,37.89023,-122.32645,130,15511,137503,17,12.34,0
ZN-5544,37.57717,-122.49359,154,13784,138491,15,11.8,0
ZN-5545,37.71115,-122.40033,145,6568,97132,14,13.64,7
ZN-5546,37.82107,-122.34138,192,13657,50743,14,12.32,2
ZN-5547,37.75866,-122.37931,196,14926,67825,16,10.19,2
ZN-5548,37.80459,-122.40423,153,18907,54405,16,13.0,9
ZN-5549,37.72658,-122.33932,146,29778,53497,14,8.98,7
ZN-5550,37.78183,-122.63566,168,14304,145670,14,5.38,2
ZN-5551,37.76245,-122.36517,131,11857,146497,9,1.22,10
ZN-5552,37.86832,-122.47173,164,13713,66978,13,10.89,2
ZN-5553,37.79525,-122.56585,139,18920,94781,13,11.42,2
ZN-5554,37.80191,-122.3785,148,21531,62880,15,18.02,10
ZN-5555,37.74195,-122.30951,146,22370,94619,15,7.45,1
ZN-5556,37.73589,-122.4304,150,22966,135982,13,8.02,15
ZN-5557,37.7403,-122.34317,158,23815,121967,17,4.69,5
ZN-5558,37.80646,-122.29042,194,16326,115216,15,2.42,5
ZN-5559,37.74122,-122.31421,137,30318,90145,15,14.57,3
ZN-5560,37.79808,-122.2882,152,15871,126549,15,5.52,2
ZN-5561,37.94093,-122.36003,169,18656,111166,19,11.73,2
ZN-5562,37.84459,-122.41337,182,25774,105097,15,13.1,8
ZN-5563,37.74882,-122.54756,173,21398,92114,14,9.35,5
ZN-5564,37.871,-122.43908,168,4554,102959,14,16.36,11
ZN-5565,37.74225,-122.48686,186,18033,102206,20,8.88,3
ZN-5566,37.61185,-122.24572,193,23171,81464,16,6.13,0
ZN-5567,37.69425,-122.43347,146,9939,75627,9,16.7,3
ZN-5568,37.62524,-122.40954,175,22504,70077,13,16.11,3
ZN-5569,37.74678,-122.37528,128,20340,71678,20,4.04,5
ZN-5570,37.77637,-122.41591,162,25103,90297,8,1.65,5
ZN-5571,37.90901,-122.2838,150,13848,86182,13,2.76,5
ZN-5572,37.80105,-122.46921,160,23975,79481,17,6.16,13
ZN-5573,37.75737,-122.40383,132,18957,77630,20,18.02,7
ZN-5574,37.84125,-122.4788,137,28596,102297,14,10.86,6
ZN-5575,37.59801,-122.525,148,34716,129440,11,7.66,6
ZN-5576,37.79375,-122.46834,180,27229,94727,18,16.57,6
ZN-5577,37.83657,-122.42236,127,20883,93091,19,9.04,8
ZN-5578,37.65661,-122.45374,147,31926,71627,14,6.65,8
ZN-5579,37.8664,-122.47479,161,21620,89423,16,17.48,2
ZN-5580,37.80198,-122.53191,176,12552,124758,14,15.9,8
ZN-5581,37.74168,-122.42605,120,17764,120936,14,15.8,12
ZN-5582,37.82552,-122.53978,156,22570,119199,12,10.06,4
ZN-5583,37.95656,-122.3586,172,22955,118396,19,14.86,2
ZN-5584,37.78945,-122.4128,205,11248,105918,15,4.3,9
ZN-5585,37.79476,-122.536,153,11438,105030,14,11.12,9
ZN-5586,37.73815,-122.44414,161,15952,101118,20,18.22,4
ZN-5587,37.70691,-122.47957,174,21207,84577,13,6.23,5
ZN-5588,37.84133,-122.39387,137,21975,97092,10,14.94,3
ZN-5589,37.70641,-122.31216,192,18847,100389,13,9.69,1
ZN-5590,37.78063,-122.56941,167,12993,110829,16,1.89,12
ZN-5591,37.73669,-122.4102,158,28421,97506,14,14.4,8
ZN-5592,37.81322,-122.43221,146,11567,147629,16,4.12,12
ZN-5593,37.80159,-122.36569,144,25814,64754,10,12.12,6
ZN-5594,37.8579,-122.40234,132,22432,113861,8,2.68,14
ZN-5595,37.7341,-122.47956,167,25681,93968,18,17.58,0
ZN-5596,37.75331,-122.44492,167,15333,95053,19,6.25,5
ZN-5597,37.6966,-122.48308,177,17144,74685,10,5.12,1
ZN-5598,37.73936,-122.33332,182,18330,120483,15,3.43,5
ZN-5599,37.80508,-122.4177,186,15141,111321,17,17.57,11
ZN-5600,37.83546,-122.2673,151,19351,115840,10,13.52,6
ZN-5601,37.70113,-122.42425,136,27474,99231,15,14.03,12
ZN-5602,37.84447,-122.47607,140,10218,86877,14,9.84,4
ZN-5603,37.88335,-122.5405,134,14056,93335,23,9.41,5
ZN-5604,37.80797,-122.56365,200,13405,105836,24,3.1,6
ZN-5605,37.92504,-122.54613,189,17433,44860,17,10.89,0
ZN-5606,37.713,-122.39803,146,17186,116823,16,5.47,6
ZN-5607,37.67533,-122.3787,122,22633,155654,19,18.1,12
ZN-5608,37.6326,-122.5459,147,18202,107008,20,14.98,0
ZN-5609,37.89458,-122.3478,135,19817,87976,12,8.34,0
ZN-5610,37.82725,-122.45804,199,20390,90969,14,3.82,6
ZN-5611,37.77045,-122.40766,202,19472,112688,12,14.79,15
ZN-5612,37.7973,-122.29042,189,22219,88542,15,3.31,0
ZN-5613,37.68486,-122.34765,172,17266,116716,18,4.48,6
ZN-5614,37.97056,-122.44088,148,27878,90646,14,4.86,0
ZN-5615,37.78524,-122.4907,199,33249,137854,12,10.83,4
ZN-5616,37.78365,-122.59155,123,22237,137164,10,14.82,8
ZN-5617,37.83296,-122.47693,139,19367,86745,19,6.64,3
ZN-5618,37.81338,-122.43629,185,21747,92974,12,2.66,6
ZN-5619,37.79281,-122.49837,165,11393,94440,18,9.24,5
ZN-5620,37.71166,-122.4299,169,19080,94775,17,14.14,6
ZN-5621,37.81262,-122.41325,166,13612,71314,17,5.03,12
ZN-5622,37.92546,-122.43739,165,21059,67818,21,5.0,6
ZN-5623,37.88253,-122.4714,152,13641,126243,19,17.59,4
ZN-5624,37.90235,-122.40591,170,15931,122244,10,17.71,8
ZN-5625,37.734,-122.38404,175,6768,121813,17,18.34,9
ZN-5626,37.69573,-122.50663,175,10960,93265,19,15.17,4
ZN-5627,37.76484,-122.30653,171,20129,142300,19,4.46,10
ZN-5628,37.77936,-122.42729,191,12786,94438,11,4.87,14
ZN-5629,37.86244,-122.41789,144,24382,116571,14,7.09,6
ZN-5630,37.6395,-122.36274,178,12276,60284,12,6.7,0
ZN-5631,37.89726,-122.40074,178,20719,89256,26,17.75,2
ZN-5632,37.76226,-122.34315,136,13428,91104,19,14.85,4
ZN-5633,37.74075,-122.39643,198,20312,93362,10,13.73,9
ZN-5634,37.69393,-122.46839,135,8791,61862,12,4.42,4
ZN-5635,37.64251,-122.39048,155,15280,112597,6,16.93,7
ZN-5636,37.84075,-122.5109,145,12922,120715,8,15.52,10
ZN-5637,37.78077,-122.41072,175,23299,76403,15,4.03,13
ZN-5638,37.6717,-122.42206,160,20773,66316,14,16.27,3
ZN-5639,37.67129,-122.43605,135,10604,75776,21,5.91,4
ZN-5640,37.74804,-122.42968,202,16780,107387,20,2.6,11
ZN-5641,37.90842,-122.56995,155,13366,80084,14,12.56,0
ZN-5642,37.75413,-122.4633,158,23701,91648,16,12.51,12
ZN-5643,37.65465,-122.41197,176,25629,68163,19,2.84,7
ZN-5644,37.75524,-122.40661,180,9350,144482,18,6.72,8
ZN-5645,37.75308,-122.50161,182,22960,96829,9,18.38,5
ZN-5646,37.55915,-122.31814,190,13060,123742,14,12.94,5
ZN-5647,37.77056,-122.48869,176,16482,107329,19,13.83,2
ZN-5648,37.75643,-122.34184,173,18193,93952,16,4.88,4
ZN-5649,37.8306,-122.38522,149,28899,92658,11,2.56,8
ZN-5650,37.92282,-122.4711,129,11976,76868,13,5.99,0
ZN-5651,37.86503,-122.27738,137,23008,83738,19,5.51,0
ZN-5652,37.75339,-122.51489,204,10970,69804,10,5.26,1
ZN-5653,37.68638,-122.34587,212,10556,67078,21,4.53,0
ZN-5654,37.98077,-122.33935,163,18170,147159,11,11.14,0
ZN-5655,37.77964,-122.47305,162,18130,101972,16,6.88,11
ZN-5656,37.77601,-122.308,151,3000,131642,11,15.39,12
ZN-5657,37.77297,-122.4394,190,24957,75148,12,4.38,15
ZN-5658,37.79075,-122.3963,184,5165,63709,15,9.24,9
ZN-5659,37.76335,-122.39857,139,17124,70555,18,1.44,7
ZN-5660,37.72901,-122.43014,188,25965,84448,17,9.53,6
ZN-5661,37.73115,-122.35454,168,31255,95912,16,2.17,4
ZN-5662,37.77228,-122.35592,193,15821,91226,22,18.11,9
ZN-5663,37.73143,-122.55928,167,9402,75670,13,14.88,0
ZN-5664,37.71787,-122.31505,144,25743,97192,9,9.68,1
ZN-5665,37.78341,-122.5524,142,23190,99384,15,2.7,1
ZN-5666,37.7545,-122.3368,168,15066,112556,13,11.45,11
ZN-5667,37.89522,-122.32926,191,14305,131760,16,14.33,5
ZN-5668,37.56282,-122.50668,174,13695,85902,14,4.5,0
ZN-5669,37.86222,-122.45227,178,15932,125387,14,11.03,8
ZN-5670,37.87459,-122.50786,170,19896,96648,17,15.29,2
ZN-5671,37.60903,-122.43659,178,14603,56817,13,14.49,0
ZN-5672,37.74748,-122.44404,139,15362,139581,20,15.09,12
ZN-5673,37.74518,-122.35703,147,21847,151813,16,16.41,5
ZN-5674,37.6623,-122.31458,181,9105,110477,14,17.42,3
ZN-5675,37.71267,-122.30775,119,15744,97244,18,8.22,11
ZN-5676,37.68605,-122.46437,196,7944,88214,9,11.04,7
ZN-5677,37.91508,-122.43614,173,18650,83401,11,14.88,2
ZN-5678,37.84975,-122.55408,163,6363,125267,15,13.26,4
ZN-5679,37.87662,-122.48387,193,23340,94568,17,18.42,2
ZN-5680,37.83263,-122.34221,148,10112,136848,17,1.44,3
ZN-5681,37.68458,-122.29015,183,7364,95871,12,7.34,0
ZN-5682,37.73294,-122.51815,145,15818,84691,14,6.06,5
ZN-5683,37.81405,-122.4668,129,28266,79967,10,5.74,5
ZN-5684,37.67713,-122.42151,166,22267,76407,6,5.05,9
ZN-5685,37.83194,-122.39699,127,6466,107853,9,13.47,7
ZN-5686,37.75567,-122.48417,164,9941,62637,11,2.67,7
ZN-5687,37.74491,-122.38548,158,15626,74541,15,14.03,5
ZN-5688,37.83178,-122.45731,197,31430,128112,15,13.2,9
ZN-5689,37.81044,-122.42056,182,12366,71136,9,5.54,13
ZN-5690,37.74602,-122.3757,180,12414,116567,12,5.57,9
ZN-5691,37.86765,-122.41889,150,27164,43424,17,12.08,7
ZN-5692,37.68841,-122.45431,175,19169,131252,7,14.39,14
ZN-5693,37.82417,-122.42817,182,24318,63244,9,16.36,8
ZN-5694,37.82235,-122.42647,148,13637,73090,13,15.94,7
ZN-5695,37.75014,-122.449,169,17390,112008,15,17.89,15
ZN-5696,37.80099,-122.4401,174,25893,101760,17,11.26,6
ZN-5697,37.67481,-122.29151,190,17130,117374,16,16.92,0
ZN-5698,37.84882,-122.37453,138,24738,63043,18,15.19,4
ZN-5699,37.76011,-122.44304,172,20323,87829,16,16.68,9
ZN-5700,37.73308,-122.36364,120,11762,79573,11,1.4,5
ZN-5701,37.85882,-122.44611,144,17902,67245,20,17.91,5
ZN-5702,37.71855,-122.32555,185,23888,109897,15,9.39,11
ZN-5703,37.66222,-122.38983,175,22016,118576,14,15.01,13
ZN-5704,37.65037,-122.42798,181,17758,86578,13,3.4,6
ZN-5705,37.82338,-122.38358,164,6649,133067,7,8.05,8
ZN-5706,37.67247,-122.54507,191,7224,75357,23,5.9,1
ZN-5707,37.91528,-122.50954,152,8500,132461,10,6.25,11
ZN-5708,37.60835,-122.51491,165,14937,109055,15,3.33,2
ZN-5709,37.91062,-122.40796,172,15737,64410,11,15.14,4
ZN-5710,37.79178,-122.2808,142,9147,144538,13,1.36,4
ZN-5711,37.76716,-122.2409,196,24135,83888,17,6.61,0
ZN-5712,37.73131,-122.36836,157,10417,125127,12,4.22,12
ZN-5713,37.80683,-122.37933,123,9776,98641,22,11.39,0
ZN-5714,37.77189,-122.56348,196,18529,104361,6,5.6,1
ZN-5715,37.86316,-122.46281,166,23843,117530,22,5.68,6
ZN-5716,37.78404,-122.48242,194,30329,116146,9,9.65,5
ZN-5717,37.78692,-122.46907,188,21495,86446,18,12.49,9
ZN-5718,37.74581,-122.43285,155,27478,108291,11,3.3,9
ZN-5719,37.77034,-122.45717,190,10727,106414,16,4.24,9
ZN-5720,37.79952,-122.57774,163,30958,100339,19,5.48,0
ZN-5721,37.63809,-122.35957,192,6831,89917,27,18.05,3
ZN-5722,37.66705,-122.50522,158,14976,100289,18,8.07,0
ZN-5723,37.83436,-122.40026,208,21363,144188,10,11.56,10
ZN-5724,37.78857,-122.25347,184,8368,87624,13,5.38,2
ZN-5725,37.76018,-122.49295,191,12437,125164,10,9.68,10
ZN-5726,37.77637,-122.62182,186,11484,79509,14,2.48,0
ZN-5727,37.80271,-122.44228,164,16138,72967,16,1.8,5
ZN-5728,37.73172,-122.33132,185,26529,176909,22,9.31,13
ZN-5729,37.71264,-122.26273,149,18100,108500,14,8.1,0
ZN-5730,37.79057,-122.51776,144,15221,109187,20,3.57,10
ZN-5731,37.69663,-122.37966,212,3000,109880,11,13.1,6
ZN-5732,37.80756,-122.45662,143,20800,130182,9,18.38,12
ZN-5733,37.63869,-122.42788,132,22740,105195,12,8.04,1
ZN-5734,37.85723,-122.20785,137,7799,115405,14,12.0,3
ZN-5735,37.81271,-122.53964,140,17598,68535,7,17.86,0
ZN-5736,37.79538,-122.3991,190,19158,119598,15,15.59,11
ZN-5737,37.85352,-122.38198,201,23787,89080,12,9.22,10
ZN-5738,37.90814,-122.33254,172,13651,111793,21,13.96,3
ZN-5739,37.85605,-122.41156,185,12747,52122,10,3.42,5
ZN-5740,37.62763,-122.39476,156,15261,110754,14,10.06,8
ZN-5741,37.67253,-122.45073,141,25706,38952,18,6.03,1
ZN-5742,37.72491,-122.39787,190,24263,88102,15,3.99,13
ZN-5743,37.77699,-122.44686,174,17871,52361,16,8.57,9
ZN-5744,37.81631,-122.36967,168,24118,110825,12,3.47,16
ZN-5745,37.71684,-122.44897,189,3787,96731,20,13.29,15
ZN-5746,37.78984,-122.38923,137,22749,75730,12,9.09,6
ZN-5747,37.71447,-122.42174,149,11287,130860,16,10.39,9
ZN-5748,37.72598,-122.32932,122,28602,72583,10,3.73,6
ZN-5749,37.66237,-122.42351,113,11614,35000,11,3.62,6
ZN-5750,37.70104,-122.56124,135,12883,107840,14,11.29,2
ZN-5751,37.66677,-122.31845,162,21374,50835,15,18.24,0
ZN-5752,37.69683,-122.49186,135,21953,73374,10,2.87,7
ZN-5753,37.85919,-122.4717,128,15322,82066,19,6.14,13
ZN-5754,37.69895,-122.46705,148,20228,59400,12,16.24,6
ZN-5755,37.98549,-122.30944,172,20972,82656,10,2.45,2
ZN-5756,37.81437,-122.59025,153,20358,59867,17,16.35,0
ZN-5757,37.78969,-122.16838,147,15572,99059,24,10.27,0
ZN-5758,37.70623,-122.33492,161,21031,64281,20,8.26,1
ZN-5759,37.83092,-122.40154,196,26438,95753,11,6.56,10
ZN-5760,37.72885,-122.42379,141,10647,124050,14,6.34,10
ZN-5761,37.78466,-122.39656,163,12959,114559,9,6.49,9
ZN-5762,37.97971,-122.37771,163,18163,92957,18,16.51,0
ZN-5763,37.76722,-122.36778,161,11662,70281,13,13.72,14
ZN-5764,37.86684,-122.37495,151,7179,98979,16,12.79,5
ZN-5765,37.71865,-122.41223,133,24558,77607,20,15.02,7
ZN-5766,37.7721,-122.43519,133,4627,100028,21,5.65,6
ZN-5767,37.91656,-122.4315,154,15585,52117,12,11.89,4
ZN-5768,37.72474,-122.43499,189,22553,115181,9,9.16,9
ZN-5769,37.9199,-122.3287,161,19600,95830,16,14.74,0
ZN-5770,37.83152,-122.37192,180,15676,150212,11,6.55,10
ZN-5771,37.7299,-122.65463,143,11415,127651,23,12.33,12
ZN-5772,37.82549,-122.36693,158,20063,109154,13,16.46,13
ZN-5773,37.8527,-122.40382,106,12069,91900,13,8.16,9
ZN-5774,37.82464,-122.4209,151,19595,76759,8,2.35,6
ZN-5775,37.64928,-122.45048,141,18845,118560,18,10.13,12
ZN-5776,37.71673,-122.32947,220,18906,89263,22,7.19,1
ZN-5777,37.7551,-122.3436,201,14158,124209,20,12.83,15
ZN-5778,37.76895,-122.48123,186,30210,105020,13,17.65,7
ZN-5779,37.82455,-122.38684,196,20149,105199,20,9.6,10
ZN-5780,37.78912,-122.49713,128,16327,109863,16,9.27,7
ZN-5781,37.66807,-122.52977,161,19585,72009,19,12.52,0
ZN-5782,37.80532,-122.46954,152,13353,69446,8,2.99,4
ZN-5783,37.82375,-122.35041,166,15682,68582,16,5.59,7
ZN-5784,37.81968,-122.34315,141,32351,121187,16,17.1,11
ZN-5785,37.86136,-122.37835,172,13395,71356,13,12.79,6
ZN-5786,37.84161,-122.36139,174,17533,74471,13,1.43,6
ZN-5787,37.81163,-122.37811,175,15263,108437,15,4.74,4
ZN-5788,37.76929,-122.47072,186,11762,88698,15,13.01,9
ZN-5789,37.64202,-122.38485,189,20526,85505,20,14.42,5
ZN-5790,37.80927,-122.35537,194,18218,83336,11,15.73,5
ZN-5791,37.79152,-122.35906,162,23466,36859,13,6.25,3
ZN-5792,37.79663,-122.32429,163,22863,70827,14,17.31,7
ZN-5793,37.67276,-122.36274,140,23404,124539,9,10.77,14
ZN-5794,37.68842,-122.39128,182,12490,81515,10,13.25,4
ZN-5795,37.85915,-122.33379,160,21845,47487,13,11.52,0
ZN-5796,37.77174,-122.42152,138,21991,69800,18,3.32,12
ZN-5797,37.82942,-122.48995,190,11873,103996,15,17.86,8
ZN-5798,37.77717,-122.43245,122,16088,103500,14,3.33,11
ZN-5799,37.77728,-122.47899,164,9263,87642,19,5.61,11
ZN-5800,37.84996,-122.47341,171,22017,77769,14,15.28,7
ZN-5801,37.73362,-122.43096,185,21990,59945,13,11.9,1
ZN-5802,37.78259,-122.48279,188,26582,104204,14,15.7,3
ZN-5803,37.73792,-122.44404,192,16627,115946,24,10.12,12
ZN-5804,37.74014,-122.57089,200,20708,127222,20,7.72,5
ZN-5805,37.75017,-122.40234,182,23926,67235,15,17.15,4
ZN-5806,37.79267,-122.4193,183,13476,129138,18,1.83,11
ZN-5807,37.7366,-122.48477,184,12564,93584,16,16.01,6
ZN-5808,37.87536,-122.36666,190,13662,95664,11,5.19,7
ZN-5809,37.70333,-122.34439,190,15904,117339,12,15.88,7
ZN-5810,37.75995,-122.548,142,12776,81476,16,3.61,1
ZN-5811,37.73972,-122.48042,139,13921,40904,16,11.24,2
ZN-5812,37.89066,-122.48093,139,23285,112621,12,16.56,5
ZN-5813,37.79062,-122.49459,200,17421,103714,20,9.39,5
ZN-5814,37.85745,-122.35304,168,19840,85993,11,14.12,0
ZN-5815,37.65606,-122.43491,158,14695,110563,20,15.12,12
ZN-5816,37.79626,-122.44056,174,14301,115673,17,13.94,14
ZN-5817,37.84607,-122.57971,176,19713,57199,19,17.21,0
