sku_id,base_price,offered_price,unit_cost_cogs,units_demanded,promo_discount_active
SKU-3605,66.08,64.76,29.74,1,0
SKU-3606,40.63,29.66,18.28,3,1
SKU-3607,56.43,47.97,25.39,1,1
SKU-3608,70.34,76.67,31.65,1,0
SKU-3609,89.04,65.0,40.07,1,1
SKU-3610,23.93,27.76,10.77,2,0
SKU-3611,99.94,69.96,44.97,1,1
SKU-3612,82.79,69.54,37.26,1,1
SKU-3613,28.18,31.28,12.68,2,0
SKU-3614,107.36,93.4,48.31,1,1
SKU-3615,112.09,85.19,50.44,1,1
SKU-3616,26.11,23.5,11.75,2,0
SKU-3617,47.69,40.54,21.46,2,1
SKU-3618,100.62,116.72,45.28,1,0
SKU-3619,94.83,82.5,42.67,1,1
SKU-3620,38.45,43.45,17.3,1,0
SKU-3621,40.93,48.71,18.42,1,0
SKU-3622,57.05,53.63,25.67,1,0
SKU-3623,68.45,82.14,30.8,1,0
SKU-3624,81.83,74.47,36.82,1,0
SKU-3625,56.89,69.97,25.6,1,0
SKU-3626,66.25,49.69,29.81,1,1
SKU-3627,94.75,102.33,42.64,1,0
SKU-3628,23.67,22.96,10.65,3,0
SKU-3629,45.24,41.17,20.36,1,0
SKU-3630,91.33,95.9,41.1,1,0
SKU-3631,109.52,119.38,49.28,1,0
SKU-3632,71.17,49.82,32.03,1,1
SKU-3633,73.21,57.84,32.94,1,1
SKU-3634,30.72,33.48,13.82,2,0
SKU-3635,64.74,69.27,29.13,1,0
SKU-3636,73.26,90.11,32.97,1,0
SKU-3637,44.25,49.56,19.91,1,0
SKU-3638,46.92,57.24,21.11,1,0
SKU-3639,57.73,62.93,25.98,1,0
SKU-3640,22.01,18.93,9.9,6,1
SKU-3641,52.21,39.68,23.49,1,1
SKU-3642,41.14,46.49,18.51,1,0
SKU-3643,52.75,55.39,23.74,1,0
SKU-3644,31.98,23.35,14.39,4,1
SKU-3645,109.05,98.14,49.07,1,0
SKU-3646,79.36,97.61,35.71,1,0
SKU-3647,87.91,86.15,39.56,1,0
SKU-3648,98.92,92.98,44.51,1,0
SKU-3649,69.84,66.35,31.43,1,0
SKU-3650,28.69,23.24,12.91,5,1
SKU-3651,73.71,66.34,33.17,1,0
SKU-3652,78.68,70.81,35.41,1,0
SKU-3653,94.54,69.01,42.54,1,1
SKU-3654,63.17,70.75,28.43,1,0
SKU-3655,32.76,30.47,14.74,2,0
SKU-3656,48.38,55.64,21.77,1,0
SKU-3657,56.31,65.88,25.34,1,0
SKU-3658,84.59,69.36,38.07,1,1
SKU-3659,77.08,81.7,34.69,1,0
SKU-3660,55.61,53.39,25.02,1,0
SKU-3661,118.65,140.01,53.39,1,0
SKU-3662,80.58,66.08,36.26,1,1
SKU-3663,43.72,46.78,19.67,1,0
SKU-3664,30.18,31.09,13.58,2,0
SKU-3665,35.29,30.35,15.88,3,1
SKU-3666,44.6,34.79,20.07,2,1
SKU-3667,36.07,38.23,16.23,1,0
SKU-3668,38.66,42.91,17.4,1,0
SKU-3669,48.51,42.2,21.83,1,1
SKU-3670,37.34,39.21,16.8,1,0
SKU-3671,109.68,100.91,49.36,1,0
SKU-3672,28.02,30.54,12.61,2,0
SKU-3673,72.45,58.68,32.6,1,1
SKU-3674,61.04,72.64,27.47,1,0
SKU-3675,118.24,101.69,53.21,1,1
SKU-3676,31.2,28.08,14.04,2,0
SKU-3677,59.79,43.65,26.91,1,1
SKU-3678,116.95,88.88,52.63,1,1
SKU-3679,106.55,104.42,47.95,1,0
SKU-3680,101.71,86.45,45.77,1,1
SKU-3681,45.79,53.12,20.61,1,0
SKU-3682,37.09,26.33,16.69,3,1
SKU-3683,86.86,79.04,39.09,1,0
SKU-3684,112.94,100.52,50.82,1,1
SKU-3685,75.68,53.73,34.06,1,1
SKU-3686,77.16,59.41,34.72,1,1
SKU-3687,48.0,44.64,21.6,1,0
SKU-3688,96.95,94.04,43.63,1,0
SKU-3689,38.7,35.6,17.42,1,0
SKU-3690,52.37,51.85,23.57,1,0
SKU-3691,62.54,64.42,28.14,1,0
SKU-3692,70.76,50.24,31.84,1,1
SKU-3693,44.24,42.47,19.91,1,0
SKU-3694,31.48,38.72,14.17,1,0
SKU-3695,81.06,80.25,36.48,1,0
SKU-3696,48.86,52.28,21.99,1,0
SKU-3697,78.12,67.96,35.15,1,1
SKU-3698,35.44,40.05,15.95,1,0
SKU-3699,68.11,76.96,30.65,1,0
SKU-3700,73.26,72.53,32.97,1,0
SKU-3701,25.18,31.22,11.33,2,0
SKU-3702,53.66,41.32,24.15,1,1
SKU-3703,33.44,23.74,15.05,4,1
SKU-3704,26.34,29.5,11.85,2,0
SKU-3705,119.0,135.66,53.55,1,0
SKU-3706,52.24,40.22,23.51,1,1
SKU-3707,100.99,85.84,45.45,1,1
SKU-3708,45.46,32.28,20.46,3,1
SKU-3709,88.15,75.81,39.67,1,1
SKU-3710,96.02,108.5,43.21,1,0
SKU-3711,79.56,77.97,35.8,1,0
SKU-3712,67.16,59.77,30.22,1,1
SKU-3713,61.18,55.06,27.53,1,0
SKU-3714,54.89,38.42,24.7,1,1
SKU-3715,112.95,97.14,50.83,1,1
SKU-3716,103.06,109.24,46.38,1,0
SKU-3717,116.5,144.46,52.42,1,0
SKU-3718,32.43,37.94,14.59,1,0
SKU-3719,93.09,66.09,41.89,1,1
SKU-3720,113.83,135.46,51.22,1,0
SKU-3721,38.12,43.08,17.15,1,0
SKU-3722,26.65,30.11,11.99,2,0
SKU-3723,94.11,89.4,42.35,1,0
SKU-3724,77.45,71.25,34.85,1,0
SKU-3725,104.18,90.64,46.88,1,1
SKU-3726,33.98,25.15,15.29,4,1
SKU-3727,99.53,82.61,44.79,1,1
SKU-3728,40.16,33.73,18.07,1,1
SKU-3729,36.37,35.28,16.37,1,0
SKU-3730,36.43,40.44,16.39,1,0
SKU-3731,101.46,97.4,45.66,1,0
SKU-3732,86.52,63.16,38.93,1,1
SKU-3733,72.31,88.94,32.54,1,0
SKU-3734,55.88,68.17,25.15,1,0
SKU-3735,107.72,121.72,48.47,1,0
SKU-3736,59.24,74.05,26.66,1,0
SKU-3737,101.66,101.66,45.75,1,0
SKU-3738,63.91,78.61,28.76,1,0
SKU-3739,57.69,42.69,25.96,1,1
SKU-3740,66.27,59.64,29.82,1,0
SKU-3741,50.14,41.11,22.56,2,1
SKU-3742,94.76,76.76,42.64,1,1
SKU-3743,70.27,54.81,31.62,1,1
SKU-3744,43.22,44.95,19.45,1,0
SKU-3745,109.96,124.25,49.48,1,0
SKU-3746,58.39,59.56,26.28,1,0
SKU-3747,74.36,58.0,33.46,1,1
SKU-3748,110.65,127.25,49.79,1,0
SKU-3749,82.42,86.54,37.09,1,0
SKU-3750,31.69,28.84,14.26,2,0
SKU-3751,113.98,121.96,51.29,1,0
SKU-3752,82.77,69.53,37.25,1,1
SKU-3753,53.49,47.61,24.07,1,1
SKU-3754,33.93,40.72,15.27,1,0
SKU-3755,99.4,85.48,44.73,1,1
SKU-3756,82.01,78.73,36.9,1,0
SKU-3757,73.35,87.29,33.01,1,0
SKU-3758,109.39,119.24,49.23,1,0
SKU-3759,98.86,72.17,44.49,1,1
SKU-3760,35.17,27.43,15.83,4,1
SKU-3761,51.17,35.82,23.03,2,1
SKU-3762,44.85,47.09,20.18,1,0
SKU-3763,94.39,89.67,42.48,1,0
SKU-3764,23.35,17.98,10.51,7,1
SKU-3765,76.99,94.7,34.65,1,0
SKU-3766,96.25,95.29,43.31,1,0
SKU-3767,107.68,89.37,48.46,1,1
SKU-3768,54.21,53.13,24.39,1,0
SKU-3769,102.13,109.28,45.96,1,0
SKU-3770,31.06,22.98,13.98,4,1
SKU-3771,104.65,88.95,47.09,1,1
SKU-3772,32.75,37.33,14.74,1,0
SKU-3773,59.73,56.74,26.88,1,0
SKU-3774,99.73,99.73,44.88,1,0
SKU-3775,34.99,32.89,15.75,2,0
SKU-3776,42.93,30.91,19.32,3,1
SKU-3777,92.23,72.86,41.5,1,1
SKU-3778,92.0,87.4,41.4,1,0
SKU-3779,84.11,68.97,37.85,1,1
SKU-3780,89.39,65.25,40.23,1,1
SKU-3781,74.27,86.15,33.42,1,0
SKU-3782,45.18,56.02,20.33,1,0
SKU-3783,54.57,62.21,24.56,1,0
SKU-3784,38.16,44.65,17.17,1,0
SKU-3785,110.85,92.01,49.88,1,1
SKU-3786,78.34,96.36,35.25,1,0
SKU-3787,60.09,48.67,27.04,1,1
SKU-3788,66.2,80.76,29.79,1,0
SKU-3789,114.73,143.41,51.63,1,0
SKU-3790,35.34,38.52,15.9,1,0
SKU-3791,78.62,97.49,35.38,1,0
SKU-3792,70.59,71.3,31.77,1,0
SKU-3793,81.15,68.17,36.52,1,1
SKU-3794,21.81,20.5,9.81,6,0
SKU-3795,107.21,110.43,48.24,1,0
SKU-3796,113.21,83.78,50.94,1,1
SKU-3797,76.51,79.57,34.43,1,0
SKU-3798,89.67,111.19,40.35,1,0
SKU-3799,112.25,89.8,50.51,1,1
SKU-3800,90.72,103.42,40.82,1,0
SKU-3801,35.25,42.3,15.86,1,0
SKU-3802,77.63,94.71,34.93,1,0
SKU-3803,80.67,99.22,36.3,1,0
SKU-3804,62.41,61.79,28.08,1,0
SKU-3805,93.64,116.11,42.14,1,0
SKU-3806,113.44,127.05,51.05,1,0
SKU-3807,112.56,88.92,50.65,1,1
SKU-3808,65.08,62.48,29.29,1,0
SKU-3809,31.32,34.45,14.09,1,0
SKU-3810,118.48,99.52,53.32,1,1
SKU-3811,103.89,109.08,46.75,1,0
SKU-3812,32.47,34.74,14.61,1,0
SKU-3813,112.08,88.54,50.44,1,1
SKU-3814,106.99,108.06,48.15,1,0
SKU-3815,71.88,80.51,32.35,1,0
SKU-3816,79.13,76.76,35.61,1,0
SKU-3817,59.9,42.53,26.96,1,1
SKU-3818,25.48,17.84,11.47,8,1
SKU-3819,53.52,48.17,24.08,1,0
SKU-3820,100.29,121.35,45.13,1,0
SKU-3821,20.46,16.98,9.21,7,1
SKU-3822,53.35,56.02,24.01,1,0
SKU-3823,59.82,49.05,26.92,1,1
SKU-3824,73.74,64.89,33.18,1,1
SKU-3825,111.99,131.03,50.4,1,0
SKU-3826,54.63,60.09,24.58,1,0
SKU-3827,54.7,41.03,24.62,1,1
SKU-3828,93.75,88.12,42.19,1,0
SKU-3829,65.22,46.96,29.35,1,1
SKU-3830,42.46,40.76,19.11,1,0
SKU-3831,65.24,69.15,29.36,1,0
SKU-3832,34.09,26.25,15.34,3,1
SKU-3833,37.64,32.37,16.94,2,1
SKU-3834,69.84,64.25,31.43,1,0
SKU-3835,61.89,74.89,27.85,1,0
SKU-3836,111.48,139.35,50.17,1,0
SKU-3837,56.24,40.49,25.31,1,1
SKU-3838,78.06,87.43,35.13,1,0
SKU-3839,83.23,74.91,37.45,1,0
SKU-3840,21.31,19.61,9.59,6,0
SKU-3841,86.35,95.85,38.86,1,0
SKU-3842,37.8,45.74,17.01,1,0
SKU-3843,116.11,141.65,52.25,1,0
SKU-3844,34.87,35.57,15.69,1,0
SKU-3845,61.46,55.31,27.66,1,0
SKU-3846,28.53,32.24,12.84,1,0
SKU-3847,119.69,100.54,53.86,1,1
SKU-3848,70.22,70.92,31.6,1,0
SKU-3849,79.54,71.59,35.79,1,0
SKU-3850,26.71,28.31,12.02,2,0
SKU-3851,95.0,78.85,42.75,1,1
SKU-3852,40.99,33.2,18.45,2,1
SKU-3853,109.81,132.87,49.41,1,0
SKU-3854,40.51,30.79,18.23,2,1
SKU-3855,39.07,38.29,17.58,1,0
SKU-3856,23.65,19.39,10.64,7,1
SKU-3857,67.21,48.39,30.24,1,1
SKU-3858,76.48,55.07,34.42,1,1
SKU-3859,26.57,21.26,11.96,6,1
SKU-3860,97.55,115.11,43.9,1,0
SKU-3861,65.33,56.18,29.4,1,1
SKU-3862,72.44,88.38,32.6,1,0
SKU-3863,64.08,65.36,28.84,1,0
SKU-3864,60.08,56.48,27.04,1,0
SKU-3865,75.96,77.48,34.18,1,0
SKU-3866,35.52,34.81,15.98,1,0
SKU-3867,38.19,42.77,17.19,1,0
SKU-3868,106.18,91.31,47.78,1,1
SKU-3869,114.61,102.0,51.57,1,1
SKU-3870,57.33,68.22,25.8,1,0
SKU-3871,47.07,57.43,21.18,1,0
SKU-3872,84.4,100.44,37.98,1,0
SKU-3873,60.87,56.61,27.39,1,0
SKU-3874,22.54,25.47,10.14,2,0
SKU-3875,35.62,34.2,16.03,1,0
SKU-3876,91.6,88.85,41.22,1,0
SKU-3877,85.89,69.57,38.65,1,1
SKU-3878,22.71,23.39,10.22,3,0
SKU-3879,42.2,33.76,18.99,2,1
SKU-3880,43.11,37.94,19.4,2,1
SKU-3881,87.19,102.01,39.24,1,0
SKU-3882,21.97,17.8,9.89,8,1
SKU-3883,30.41,22.5,13.68,6,1
SKU-3884,99.99,73.99,45.0,1,1
SKU-3885,37.85,46.18,17.03,1,0
SKU-3886,85.27,83.56,38.37,1,0
SKU-3887,43.82,40.75,19.72,1,0
SKU-3888,29.94,34.43,13.47,2,0
SKU-3889,44.32,51.41,19.94,1,0
SKU-3890,92.23,81.16,41.5,1,1
SKU-3891,105.57,114.02,47.51,1,0
SKU-3892,103.02,115.38,46.36,1,0
SKU-3893,59.72,63.3,26.87,1,0
SKU-3894,86.81,67.71,39.06,1,1
SKU-3895,40.5,47.79,18.23,1,0
SKU-3896,49.31,49.31,22.19,1,0
SKU-3897,109.63,94.28,49.33,1,1
SKU-3898,21.3,19.81,9.59,6,0
SKU-3899,28.55,20.56,12.85,6,1
SKU-3900,40.79,31.41,18.36,3,1
SKU-3901,22.65,25.37,10.19,3,0
SKU-3902,38.14,26.7,17.16,4,1
SKU-3903,78.3,72.82,35.24,1,0
SKU-3904,62.14,61.52,27.96,1,0
SKU-3905,109.27,79.77,49.17,1,1
SKU-3906,101.74,126.16,45.78,1,0
SKU-3907,54.18,44.43,24.38,1,1
SKU-3908,45.94,39.97,20.67,2,1
SKU-3909,57.97,50.43,26.09,1,1
SKU-3910,79.03,65.59,35.56,1,1
SKU-3911,46.81,32.77,21.06,3,1
SKU-3912,82.41,90.65,37.08,1,0
SKU-3913,60.94,74.96,27.42,1,0
SKU-3914,75.2,61.66,33.84,1,1
SKU-3915,63.61,67.43,28.62,1,0
SKU-3916,49.45,54.89,22.25,1,0
SKU-3917,114.85,134.37,51.68,1,0
SKU-3918,96.36,89.61,43.36,1,0
SKU-3919,34.01,29.59,15.3,2,1
SKU-3920,106.85,94.03,48.08,1,1
SKU-3921,68.74,74.93,30.93,1,0
SKU-3922,109.46,125.88,49.26,1,0
SKU-3923,99.99,79.99,45.0,1,1
SKU-3924,62.52,56.27,28.13,1,0
SKU-3925,22.25,26.7,10.01,2,0
SKU-3926,46.87,53.43,21.09,1,0
SKU-3927,74.16,91.96,33.37,1,0
SKU-3928,83.35,92.52,37.51,1,0
SKU-3929,45.79,42.13,20.61,1,0
SKU-3930,33.94,34.62,15.27,2,0
SKU-3931,103.49,109.7,46.57,1,0
SKU-3932,118.44,87.65,53.3,1,1
SKU-3933,72.57,72.57,32.66,1,0
SKU-3934,37.17,40.52,16.73,1,0
SKU-3935,47.23,37.31,21.25,2,1
SKU-3936,21.84,24.68,9.83,3,0
SKU-3937,111.43,113.66,50.14,1,0
SKU-3938,31.78,38.77,14.3,1,0
SKU-3939,77.65,55.91,34.94,1,1
SKU-3940,47.41,40.3,21.33,1,1
SKU-3941,75.42,77.68,33.94,1,0
SKU-3942,85.14,73.22,38.31,1,1
SKU-3943,102.97,112.24,46.34,1,0
SKU-3944,40.64,45.52,18.29,1,0
SKU-3945,21.1,16.04,9.5,11,1
SKU-3946,33.69,33.02,15.16,1,0
SKU-3947,110.0,107.8,49.5,1,0
SKU-3948,107.39,96.65,48.33,1,0
SKU-3949,79.74,96.49,35.88,1,0
SKU-3950,80.05,92.86,36.02,1,0
SKU-3951,86.5,93.42,38.93,1,0
SKU-3952,37.54,40.92,16.89,1,0
SKU-3953,111.44,105.87,50.15,1,0
SKU-3954,61.88,74.87,27.85,1,0
SKU-3955,58.31,62.97,26.24,1,0
SKU-3956,71.89,79.08,32.35,1,0
SKU-3957,24.7,28.9,11.12,2,0
SKU-3958,36.63,31.14,16.48,2,1
SKU-3959,93.8,106.93,42.21,1,0
SKU-3960,28.28,22.91,12.73,4,1
SKU-3961,80.32,71.48,36.14,1,1
SKU-3962,44.53,39.19,20.04,1,1
SKU-3963,58.93,73.07,26.52,1,0
SKU-3964,48.87,57.18,21.99,1,0
SKU-3965,55.57,60.57,25.01,1,0
SKU-3966,91.9,101.09,41.36,1,0
SKU-3967,49.71,50.21,22.37,1,0
SKU-3968,76.64,93.5,34.49,1,0
SKU-3969,67.61,65.58,30.42,1,0
SKU-3970,86.37,78.6,38.87,1,0
SKU-3971,113.68,89.81,51.16,1,1
SKU-3972,93.26,105.38,41.97,1,0
SKU-3973,41.49,45.64,18.67,1,0
SKU-3974,23.12,21.04,10.4,5,0
SKU-3975,46.23,32.82,20.8,3,1
SKU-3976,79.51,92.23,35.78,1,0
SKU-3977,25.14,17.85,11.31,7,1
SKU-3978,69.64,75.91,31.34,1,0
SKU-3979,79.68,98.01,35.86,1,0
SKU-3980,53.42,50.21,24.04,1,0
SKU-3981,97.09,80.58,43.69,1,1
SKU-3982,30.66,33.42,13.8,2,0
SKU-3983,27.51,31.64,12.38,2,0
SKU-3984,92.82,92.82,41.77,1,0
SKU-3985,69.55,85.55,31.3,1,0
SKU-3986,88.84,64.85,39.98,1,1
SKU-3987,63.48,62.21,28.57,1,0
SKU-3988,44.64,49.1,20.09,1,0
SKU-3989,101.91,119.23,45.86,1,0
SKU-3990,99.94,79.95,44.97,1,1
SKU-3991,89.47,102.0,40.26,1,0
SKU-3992,47.21,47.21,21.24,1,0
SKU-3993,79.02,72.7,35.56,1,0
SKU-3994,56.1,43.2,25.24,1,1
SKU-3995,29.16,34.41,13.12,1,0
SKU-3996,111.73,88.27,50.28,1,1
SKU-3997,33.68,29.3,15.16,3,1
SKU-3998,115.02,98.92,51.76,1,1
SKU-3999,64.6,76.23,29.07,1,0
SKU-4000,38.51,41.21,17.33,1,0
SKU-4001,74.19,84.58,33.39,1,0
SKU-4002,107.29,90.12,48.28,1,1
SKU-4003,93.22,96.95,41.95,1,0
SKU-4004,100.66,101.67,45.3,1,0
SKU-4005,85.88,99.62,38.65,1,0
SKU-4006,89.23,107.08,40.15,1,0
SKU-4007,104.92,74.49,47.21,1,1
SKU-4008,44.97,48.12,20.24,1,0
SKU-4009,68.94,50.33,31.02,1,1
SKU-4010,42.12,42.12,18.95,1,0
SKU-4011,118.77,102.14,53.45,1,1
SKU-4012,114.41,99.54,51.48,1,1
SKU-4013,23.94,21.31,10.77,5,1
SKU-4014,90.56,94.18,40.75,1,0
SKU-4015,112.52,99.02,50.63,1,1
SKU-4016,38.06,41.87,17.13,1,0
SKU-4017,76.79,70.65,34.56,1,0
SKU-4018,111.55,82.55,50.2,1,1
SKU-4019,23.39,26.43,10.53,3,0
SKU-4020,89.74,77.18,40.38,1,1
SKU-4021,49.73,46.75,22.38,1,0
SKU-4022,112.44,121.44,50.6,1,0
SKU-4023,117.11,103.06,52.7,1,1
SKU-4024,114.43,83.53,51.49,1,1
SKU-4025,67.42,61.35,30.34,1,0
SKU-4026,106.2,129.56,47.79,1,0
SKU-4027,104.45,109.67,47.0,1,0
SKU-4028,51.91,55.54,23.36,1,0
SKU-4029,102.89,108.03,46.3,1,0
SKU-4030,23.7,19.2,10.66,6,1
SKU-4031,79.63,74.06,35.83,1,0
SKU-4032,43.0,47.73,19.35,1,0
SKU-4033,32.06,24.37,14.43,4,1
SKU-4034,27.7,23.54,12.46,6,1
SKU-4035,89.63,76.19,40.33,1,1
SKU-4036,53.99,50.75,24.3,1,0
SKU-4037,92.48,114.68,41.62,1,0
SKU-4038,26.54,19.64,11.94,8,1
SKU-4039,51.53,51.01,23.19,1,0
SKU-4040,73.95,59.16,33.28,1,1
SKU-4041,99.07,121.86,44.58,1,0
SKU-4042,51.88,39.43,23.35,2,1
SKU-4043,82.59,75.98,37.17,1,0
SKU-4044,108.6,120.55,48.87,1,0
SKU-4045,81.59,88.93,36.72,1,0
SKU-4046,43.3,40.27,19.48,1,0
SKU-4047,22.44,19.97,10.1,6,1
SKU-4048,107.01,98.45,48.15,1,0
SKU-4049,22.13,18.81,9.96,4,1
SKU-4050,107.47,87.05,48.36,1,1
SKU-4051,72.89,70.7,32.8,1,0
SKU-4052,113.91,96.82,51.26,1,1
SKU-4053,99.88,85.9,44.95,1,1
SKU-4054,119.79,126.98,53.91,1,0
SKU-4055,55.07,67.74,24.78,1,0
SKU-4056,96.72,99.62,43.52,1,0
SKU-4057,60.19,44.54,27.09,1,1
SKU-4058,67.99,50.31,30.6,1,1
SKU-4059,82.75,100.96,37.24,1,0
SKU-4060,107.37,92.34,48.32,1,1
SKU-4061,118.41,88.81,53.28,1,1
SKU-4062,96.83,99.73,43.57,1,0
SKU-4063,61.78,64.25,27.8,1,0
SKU-4064,62.14,65.87,27.96,1,0
SKU-4065,93.76,79.7,42.19,1,1
SKU-4066,43.88,31.15,19.75,2,1
SKU-4067,31.05,38.19,13.97,1,0
SKU-4068,55.46,46.59,24.96,2,1
SKU-4069,48.72,52.13,21.92,1,0
SKU-4070,49.63,54.1,22.33,1,0
SKU-4071,43.36,45.09,19.51,1,0
SKU-4072,24.21,21.06,10.89,4,1
SKU-4073,21.79,18.52,9.81,9,1
SKU-4074,118.77,122.33,53.45,1,0
SKU-4075,62.78,74.08,28.25,1,0
SKU-4076,58.43,71.28,26.29,1,0
SKU-4077,87.96,66.85,39.58,1,1
SKU-4078,41.83,33.05,18.82,3,1
SKU-4079,115.0,140.3,51.75,1,0
SKU-4080,98.63,109.48,44.38,1,0
SKU-4081,28.94,34.44,13.02,1,0
SKU-4082,61.76,50.03,27.79,1,1
SKU-4083,107.91,110.07,48.56,1,0
SKU-4084,114.47,124.77,51.51,1,0
SKU-4085,66.74,71.41,30.03,1,0
SKU-4086,81.34,74.83,36.6,1,0
SKU-4087,36.7,26.06,16.52,3,1
SKU-4088,119.12,121.5,53.6,1,0
SKU-4089,43.17,36.26,19.43,3,1
SKU-4090,114.27,108.56,51.42,1,0
SKU-4091,84.96,104.5,38.23,1,0
SKU-4092,80.77,74.31,36.35,1,0
SKU-4093,71.27,82.67,32.07,1,0
SKU-4094,43.07,34.46,19.38,2,1
SKU-4095,37.65,40.29,16.94,1,0
SKU-4096,42.05,52.14,18.92,1,0
SKU-4097,38.64,29.37,17.39,4,1
SKU-4098,97.96,68.57,44.08,1,1
SKU-4099,55.01,51.71,24.75,1,0
SKU-4100,25.78,19.34,11.6,7,1
SKU-4101,116.91,129.77,52.61,1,0
SKU-4102,108.38,130.06,48.77,1,0
SKU-4103,112.78,106.01,50.75,1,0
SKU-4104,119.49,100.37,53.77,1,1
SKU-4105,37.39,35.15,16.83,1,0
SKU-4106,59.62,65.58,26.83,1,0
SKU-4107,95.82,67.07,43.12,1,1
SKU-4108,89.6,91.39,40.32,1,0
SKU-4109,35.39,36.81,15.93,1,0
SKU-4110,101.58,106.66,45.71,1,0
SKU-4111,42.44,35.23,19.1,2,1
SKU-4112,42.38,46.19,19.07,1,0
SKU-4113,73.7,55.28,33.16,1,1
SKU-4114,79.29,64.22,35.68,1,1
SKU-4115,78.01,92.05,35.1,1,0
SKU-4116,29.15,32.36,13.12,1,0
SKU-4117,107.75,76.5,48.49,1,1
SKU-4118,46.56,39.11,20.95,1,1
SKU-4119,32.95,27.02,14.83,3,1
SKU-4120,108.87,92.54,48.99,1,1
SKU-4121,115.57,97.08,52.01,1,1
SKU-4122,106.21,77.53,47.79,1,1
SKU-4123,100.95,95.9,45.43,1,0
SKU-4124,85.52,94.07,38.48,1,0
SKU-4125,75.09,77.34,33.79,1,0
SKU-4126,28.7,30.71,12.92,1,0
SKU-4127,60.85,45.03,27.38,1,1
SKU-4128,57.27,69.87,25.77,1,0
SKU-4129,45.98,53.34,20.69,1,0
SKU-4130,92.34,105.27,41.55,1,0
SKU-4131,69.59,80.03,31.32,1,0
SKU-4132,28.1,34.0,12.65,2,0
SKU-4133,42.02,42.02,18.91,1,0
SKU-4134,88.33,71.55,39.75,1,1
SKU-4135,27.61,28.71,12.42,2,0
SKU-4136,105.12,116.68,47.3,1,0
SKU-4137,69.51,77.16,31.28,1,0
SKU-4138,68.06,67.38,30.63,1,0
SKU-4139,79.24,58.64,35.66,1,1
SKU-4140,102.47,92.22,46.11,1,0
SKU-4141,54.78,66.28,24.65,1,0
SKU-4142,87.8,89.56,39.51,1,0
SKU-4143,76.57,76.57,34.46,1,0
SKU-4144,46.7,39.7,21.02,1,1
SKU-4145,107.86,97.07,48.54,1,0
SKU-4146,99.74,118.69,44.88,1,0
SKU-4147,85.85,91.86,38.63,1,0
SKU-4148,105.06,118.72,47.28,1,0
SKU-4149,106.73,101.39,48.03,1,0
SKU-4150,90.84,95.38,40.88,1,0
SKU-4151,103.7,87.11,46.66,1,1
SKU-4152,89.75,97.83,40.39,1,0
SKU-4153,88.01,82.73,39.6,1,0
SKU-4154,81.86,76.95,36.84,1,0
SKU-4155,95.27,100.99,42.87,1,0
SKU-4156,35.86,43.39,16.14,1,0
SKU-4157,108.09,79.99,48.64,1,1
SKU-4158,107.18,123.26,48.23,1,0
SKU-4159,22.92,19.71,10.31,8,1
SKU-4160,102.58,96.43,46.16,1,0
SKU-4161,32.89,23.35,14.8,4,1
SKU-4162,53.51,46.55,24.08,1,1
SKU-4163,94.35,92.46,42.46,1,0
SKU-4164,36.08,26.34,16.24,4,1
SKU-4165,101.8,98.75,45.81,1,0
SKU-4166,103.21,124.88,46.44,1,0
SKU-4167,70.75,53.77,31.84,1,1
SKU-4168,20.64,23.12,9.29,3,0
SKU-4169,48.7,45.29,21.92,1,0
SKU-4170,81.69,86.59,36.76,1,0
SKU-4171,118.12,99.22,53.15,1,1
SKU-4172,83.18,65.71,37.43,1,1
SKU-4173,45.98,36.32,20.69,1,1
SKU-4174,83.4,61.72,37.53,1,1
SKU-4175,74.0,59.2,33.3,1,1
SKU-4176,97.98,104.84,44.09,1,0
SKU-4177,30.7,36.23,13.82,1,0
SKU-4178,96.1,110.51,43.24,1,0
SKU-4179,74.13,80.06,33.36,1,0
SKU-4180,116.3,88.39,52.34,1,1
SKU-4181,54.19,46.6,24.39,1,1
SKU-4182,83.26,72.44,37.47,1,1
SKU-4183,113.2,95.09,50.94,1,1
SKU-4184,30.25,29.64,13.61,3,0
SKU-4185,113.72,112.58,51.17,1,0
SKU-4186,88.79,79.91,39.96,1,0
SKU-4187,26.78,23.83,12.05,4,1
SKU-4188,50.1,58.12,22.54,1,0
SKU-4189,90.82,102.63,40.87,1,0
SKU-4190,26.74,23.26,12.03,4,1
SKU-4191,78.22,93.86,35.2,1,0
SKU-4192,54.59,66.6,24.57,1,0
SKU-4193,82.09,72.24,36.94,1,1
SKU-4194,24.57,21.87,11.06,5,1
SKU-4195,107.15,105.01,48.22,1,0
SKU-4196,117.35,143.17,52.81,1,0
SKU-4197,116.89,137.93,52.6,1,0
SKU-4198,94.97,72.18,42.74,1,1
SKU-4199,33.01,30.37,14.85,2,0
SKU-4200,95.83,95.83,43.12,1,0
SKU-4201,22.46,22.01,10.11,4,0
SKU-4202,22.21,17.99,9.99,8,1
SKU-4203,52.36,61.26,23.56,1,0
SKU-4204,68.86,73.68,30.99,1,0
SKU-4205,97.04,112.57,43.67,1,0
SKU-4206,88.33,103.35,39.75,1,0
SKU-4207,64.59,71.69,29.07,1,0
SKU-4208,47.36,44.52,21.31,1,0
SKU-4209,119.71,124.5,53.87,1,0
SKU-4210,62.62,49.47,28.18,1,1
SKU-4211,65.14,69.7,29.31,1,0
