user_id,item_id,rating
USR-151,ITM-81,3
USR-348,ITM-25,4
USR-265,ITM-68,4
USR-324,ITM-40,5
USR-315,ITM-51,4
USR-178,ITM-83,2
USR-129,ITM-41,3
USR-346,ITM-68,5
USR-205,ITM-43,4
USR-150,ITM-18,4
USR-232,ITM-19,4
USR-128,ITM-26,1
USR-231,ITM-77,4
USR-237,ITM-57,5
USR-283,ITM-61,5
USR-244,ITM-34,4
USR-173,ITM-30,4
USR-116,ITM-74,5
USR-183,ITM-72,4
USR-315,ITM-60,2
USR-168,ITM-45,4
USR-133,ITM-75,3
USR-105,ITM-24,4
USR-152,ITM-48,4
USR-293,ITM-79,4
USR-304,ITM-10,3
USR-225,ITM-32,3
USR-334,ITM-48,4
USR-142,ITM-66,5
USR-339,ITM-43,4
USR-302,ITM-50,3
USR-214,ITM-82,5
USR-210,ITM-22,5
USR-348,ITM-79,3
USR-250,ITM-15,1
USR-282,ITM-61,4
USR-179,ITM-12,5
USR-194,ITM-72,5
USR-302,ITM-58,5
USR-217,ITM-85,4
USR-243,ITM-56,4
USR-107,ITM-64,1
USR-231,ITM-73,3
USR-203,ITM-74,4
USR-231,ITM-76,4
USR-283,ITM-24,4
USR-124,ITM-41,4
USR-294,ITM-77,3
USR-195,ITM-27,4
USR-294,ITM-52,2
USR-254,ITM-44,4
USR-192,ITM-87,5
USR-259,ITM-67,4
USR-277,ITM-42,5
USR-160,ITM-23,3
USR-221,ITM-43,4
USR-150,ITM-70,3
USR-246,ITM-13,4
USR-120,ITM-68,5
USR-104,ITM-38,4
USR-309,ITM-15,5
USR-191,ITM-58,3
USR-269,ITM-49,5
USR-160,ITM-74,2
USR-121,ITM-78,5
USR-248,ITM-36,3
USR-169,ITM-89,3
USR-232,ITM-22,5
USR-332,ITM-73,1
USR-189,ITM-28,5
USR-145,ITM-85,3
USR-133,ITM-89,3
USR-276,ITM-52,4
USR-177,ITM-83,3
USR-317,ITM-29,5
USR-144,ITM-77,5
USR-254,ITM-53,4
USR-172,ITM-32,5
USR-125,ITM-11,4
USR-348,ITM-31,2
USR-146,ITM-66,3
USR-220,ITM-81,4
USR-313,ITM-16,3
USR-338,ITM-87,5
USR-155,ITM-65,5
USR-193,ITM-76,3
USR-206,ITM-25,4
USR-162,ITM-60,4
USR-147,ITM-89,5
USR-160,ITM-81,5
USR-180,ITM-21,4
USR-125,ITM-62,5
USR-135,ITM-84,4
USR-100,ITM-14,4
USR-107,ITM-36,2
USR-212,ITM-21,2
USR-198,ITM-26,4
USR-279,ITM-15,3
USR-306,ITM-14,1
USR-226,ITM-37,1
USR-155,ITM-87,4
USR-313,ITM-78,4
USR-113,ITM-68,5
USR-317,ITM-42,4
USR-127,ITM-71,2
USR-314,ITM-59,4
USR-177,ITM-28,5
USR-315,ITM-78,5
USR-229,ITM-75,4
USR-208,ITM-56,3
USR-253,ITM-48,5
USR-113,ITM-77,3
USR-286,ITM-42,4
USR-155,ITM-22,4
USR-214,ITM-63,1
USR-106,ITM-16,3
USR-102,ITM-88,3
USR-210,ITM-23,4
USR-250,ITM-28,5
USR-337,ITM-63,3
USR-206,ITM-29,5
USR-338,ITM-38,2
USR-336,ITM-33,4
USR-117,ITM-72,2
USR-349,ITM-83,5
USR-137,ITM-66,5
USR-326,ITM-17,4
USR-214,ITM-71,5
USR-114,ITM-38,4
USR-291,ITM-83,5
USR-316,ITM-26,4
USR-218,ITM-75,5
USR-127,ITM-67,2
USR-301,ITM-78,4
USR-138,ITM-37,2
USR-284,ITM-71,4
USR-116,ITM-50,4
USR-330,ITM-78,4
USR-185,ITM-50,1
USR-317,ITM-58,3
USR-225,ITM-58,4
USR-143,ITM-85,5
USR-124,ITM-80,3
USR-112,ITM-19,4
USR-311,ITM-44,4
USR-124,ITM-89,3
USR-167,ITM-11,4
USR-237,ITM-33,3
USR-166,ITM-83,5
USR-332,ITM-47,2
USR-208,ITM-31,3
USR-245,ITM-35,1
USR-210,ITM-52,3
USR-327,ITM-64,5
USR-210,ITM-48,3
USR-313,ITM-38,2
USR-133,ITM-29,4
USR-210,ITM-50,1
USR-107,ITM-63,2
USR-267,ITM-29,5
USR-212,ITM-28,5
USR-335,ITM-75,5
USR-182,ITM-39,5
USR-141,ITM-62,4
USR-268,ITM-43,2
USR-200,ITM-31,5
USR-105,ITM-76,5
USR-125,ITM-88,4
USR-163,ITM-36,3
USR-325,ITM-19,5
USR-286,ITM-82,4
USR-283,ITM-57,5
USR-158,ITM-79,3
USR-208,ITM-68,3
USR-297,ITM-68,3
USR-328,ITM-11,5
USR-220,ITM-38,3
USR-132,ITM-77,2
USR-280,ITM-74,5
USR-249,ITM-35,1
USR-120,ITM-19,5
USR-297,ITM-62,3
USR-169,ITM-88,5
USR-211,ITM-31,5
USR-103,ITM-60,5
USR-193,ITM-57,1
USR-174,ITM-30,2
USR-289,ITM-31,3
USR-161,ITM-39,4
USR-193,ITM-34,5
USR-194,ITM-37,4
USR-251,ITM-74,4
USR-154,ITM-54,3
USR-346,ITM-16,5
USR-230,ITM-58,3
USR-342,ITM-18,4
USR-130,ITM-45,2
USR-139,ITM-10,4
USR-328,ITM-19,4
USR-135,ITM-45,2
USR-322,ITM-55,3
USR-105,ITM-41,4
USR-165,ITM-41,4
USR-311,ITM-15,1
USR-319,ITM-57,5
USR-174,ITM-47,4
USR-103,ITM-26,3
USR-233,ITM-36,5
USR-217,ITM-63,5
USR-212,ITM-59,3
USR-193,ITM-44,3
USR-347,ITM-34,3
USR-329,ITM-37,4
USR-278,ITM-24,3
USR-161,ITM-13,3
USR-284,ITM-82,4
USR-293,ITM-36,4
USR-178,ITM-35,3
USR-302,ITM-28,4
USR-235,ITM-26,4
USR-125,ITM-52,1
USR-278,ITM-50,2
USR-272,ITM-51,5
USR-143,ITM-59,2
USR-169,ITM-48,5
USR-253,ITM-32,3
USR-217,ITM-61,3
USR-167,ITM-56,4
USR-118,ITM-72,5
USR-311,ITM-78,5
USR-119,ITM-57,2
USR-212,ITM-43,4
USR-239,ITM-49,4
USR-146,ITM-84,4
USR-100,ITM-70,1
USR-189,ITM-59,3
USR-241,ITM-76,5
USR-163,ITM-71,4
USR-137,ITM-67,3
USR-136,ITM-42,3
USR-225,ITM-84,5
USR-238,ITM-25,4
USR-199,ITM-57,3
USR-176,ITM-19,2
USR-334,ITM-47,3
USR-102,ITM-28,5
USR-260,ITM-45,4
USR-233,ITM-68,4
USR-277,ITM-72,4
USR-347,ITM-86,3
USR-109,ITM-55,5
USR-104,ITM-12,4
USR-250,ITM-83,2
USR-237,ITM-74,2
USR-271,ITM-17,4
USR-112,ITM-82,3
USR-267,ITM-15,5
USR-229,ITM-48,5
USR-183,ITM-69,3
USR-164,ITM-37,1
USR-162,ITM-63,2
USR-200,ITM-46,4
USR-172,ITM-18,3
USR-108,ITM-68,4
USR-302,ITM-11,4
USR-242,ITM-70,2
USR-251,ITM-67,4
USR-137,ITM-69,4
USR-346,ITM-49,4
USR-262,ITM-45,5
USR-193,ITM-46,3
USR-194,ITM-88,5
USR-148,ITM-27,4
USR-168,ITM-72,4
USR-161,ITM-31,4
USR-287,ITM-20,4
USR-335,ITM-67,2
USR-277,ITM-66,4
USR-177,ITM-86,4
USR-216,ITM-13,4
USR-219,ITM-16,3
USR-302,ITM-70,5
USR-236,ITM-63,4
USR-261,ITM-77,2
USR-175,ITM-88,4
USR-326,ITM-10,5
USR-134,ITM-64,5
USR-100,ITM-12,4
USR-139,ITM-87,5
USR-163,ITM-47,3
USR-249,ITM-10,4
USR-159,ITM-47,5
USR-163,ITM-38,5
USR-192,ITM-14,4
USR-171,ITM-83,5
USR-110,ITM-30,2
USR-204,ITM-80,5
USR-328,ITM-76,3
USR-113,ITM-56,3
USR-159,ITM-44,3
USR-129,ITM-77,4
USR-134,ITM-78,3
USR-312,ITM-10,3
USR-264,ITM-77,2
USR-104,ITM-21,3
USR-182,ITM-69,4
USR-222,ITM-36,4
USR-177,ITM-65,3
USR-161,ITM-34,5
USR-231,ITM-30,5
USR-188,ITM-70,3
USR-336,ITM-72,4
USR-141,ITM-61,3
USR-188,ITM-34,2
USR-245,ITM-64,3
USR-139,ITM-55,5
USR-171,ITM-41,3
USR-203,ITM-14,2
USR-113,ITM-45,5
USR-224,ITM-48,4
USR-265,ITM-89,4
USR-196,ITM-70,4
USR-122,ITM-18,3
USR-162,ITM-15,5
USR-242,ITM-44,3
USR-324,ITM-48,4
USR-252,ITM-31,1
USR-324,ITM-14,3
USR-346,ITM-85,2
USR-293,ITM-89,5
USR-305,ITM-76,3
USR-152,ITM-39,4
USR-203,ITM-82,4
USR-278,ITM-38,4
USR-138,ITM-46,4
USR-278,ITM-22,3
USR-297,ITM-41,5
USR-166,ITM-32,4
USR-234,ITM-54,4
USR-278,ITM-26,3
USR-299,ITM-75,3
USR-141,ITM-15,4
USR-291,ITM-27,5
USR-343,ITM-31,5
USR-114,ITM-42,4
USR-210,ITM-39,4
USR-256,ITM-41,5
USR-132,ITM-51,2
USR-343,ITM-87,3
USR-321,ITM-19,4
USR-330,ITM-45,5
USR-254,ITM-43,5
USR-263,ITM-82,4
USR-256,ITM-37,2
USR-137,ITM-20,4
USR-284,ITM-87,3
USR-196,ITM-48,3
USR-328,ITM-56,5
USR-254,ITM-28,2
USR-282,ITM-24,5
USR-132,ITM-37,4
USR-295,ITM-33,4
USR-185,ITM-81,2
USR-109,ITM-56,2
USR-104,ITM-42,5
USR-222,ITM-71,5
USR-173,ITM-28,4
USR-196,ITM-76,3
USR-217,ITM-83,5
USR-137,ITM-49,3
USR-240,ITM-56,3
USR-258,ITM-74,4
USR-146,ITM-38,5
USR-327,ITM-59,1
USR-315,ITM-10,5
USR-279,ITM-43,3
USR-114,ITM-86,4
USR-256,ITM-57,5
USR-235,ITM-58,4
USR-104,ITM-73,5
USR-256,ITM-70,4
USR-167,ITM-48,5
USR-175,ITM-35,4
USR-272,ITM-26,3
USR-229,ITM-80,4
USR-254,ITM-22,3
USR-194,ITM-78,2
USR-214,ITM-35,1
USR-342,ITM-58,4
USR-263,ITM-76,5
USR-135,ITM-16,4
USR-125,ITM-67,5
USR-142,ITM-58,3
USR-126,ITM-62,3
USR-168,ITM-74,3
USR-247,ITM-71,3
USR-110,ITM-26,3
USR-173,ITM-52,5
USR-203,ITM-34,5
USR-137,ITM-12,5
USR-233,ITM-88,3
USR-299,ITM-38,5
USR-122,ITM-41,3
USR-146,ITM-35,2
USR-189,ITM-25,5
USR-145,ITM-34,4
USR-206,ITM-63,3
USR-317,ITM-82,3
USR-240,ITM-65,4
USR-289,ITM-89,5
USR-309,ITM-50,2
USR-316,ITM-60,3
USR-324,ITM-80,4
USR-210,ITM-87,4
USR-203,ITM-38,3
USR-270,ITM-75,5
USR-303,ITM-50,5
USR-335,ITM-54,5
USR-199,ITM-24,5
USR-339,ITM-12,4
USR-167,ITM-20,5
USR-232,ITM-62,3
USR-219,ITM-55,3
USR-136,ITM-39,3
USR-226,ITM-27,3
USR-205,ITM-60,5
USR-340,ITM-57,3
USR-191,ITM-75,2
USR-130,ITM-17,4
USR-221,ITM-31,2
USR-236,ITM-15,2
USR-345,ITM-85,3
USR-150,ITM-66,4
USR-128,ITM-45,4
USR-305,ITM-88,5
USR-139,ITM-66,4
USR-140,ITM-58,4
USR-313,ITM-54,3
USR-110,ITM-75,3
USR-250,ITM-86,5
USR-100,ITM-54,2
USR-145,ITM-88,1
USR-200,ITM-29,5
USR-248,ITM-73,4
USR-189,ITM-76,2
USR-209,ITM-12,3
USR-263,ITM-63,5
USR-281,ITM-87,5
USR-314,ITM-73,4
USR-156,ITM-49,4
USR-100,ITM-68,4
USR-162,ITM-64,5
USR-281,ITM-71,5
USR-154,ITM-13,3
USR-214,ITM-69,5
USR-267,ITM-84,3
USR-242,ITM-39,3
USR-248,ITM-11,4
USR-274,ITM-71,4
USR-152,ITM-18,2
USR-236,ITM-40,4
USR-301,ITM-70,5
USR-279,ITM-88,5
USR-156,ITM-57,3
USR-216,ITM-34,3
USR-253,ITM-45,4
USR-268,ITM-17,3
USR-134,ITM-82,5
USR-162,ITM-67,5
USR-343,ITM-54,3
USR-124,ITM-71,2
USR-189,ITM-48,2
USR-174,ITM-67,5
USR-137,ITM-73,3
USR-229,ITM-53,4
USR-234,ITM-38,4
USR-309,ITM-68,4
USR-318,ITM-80,2
USR-261,ITM-18,3
USR-190,ITM-15,5
USR-116,ITM-38,5
USR-227,ITM-67,5
USR-270,ITM-26,1
USR-286,ITM-25,3
USR-207,ITM-12,4
USR-278,ITM-30,3
USR-281,ITM-73,5
USR-251,ITM-45,4
USR-298,ITM-51,5
USR-279,ITM-85,5
USR-297,ITM-51,2
USR-344,ITM-70,4
USR-187,ITM-22,3
USR-276,ITM-63,3
USR-162,ITM-17,5
USR-334,ITM-68,4
USR-249,ITM-66,2
USR-253,ITM-49,4
USR-255,ITM-68,3
USR-213,ITM-11,5
USR-312,ITM-85,4
USR-148,ITM-19,3
USR-298,ITM-53,3
USR-183,ITM-88,3
USR-204,ITM-89,5
USR-276,ITM-11,3
USR-247,ITM-59,3
USR-217,ITM-21,4
USR-185,ITM-32,5
USR-319,ITM-27,5
USR-162,ITM-71,3
USR-288,ITM-71,3
USR-203,ITM-47,2
USR-148,ITM-76,4
USR-170,ITM-47,4
USR-100,ITM-76,5
USR-323,ITM-70,5
USR-240,ITM-10,3
USR-321,ITM-54,4
USR-314,ITM-37,5
USR-222,ITM-22,1
USR-283,ITM-36,3
USR-310,ITM-16,4
USR-131,ITM-83,3
USR-257,ITM-62,1
USR-128,ITM-88,4
USR-148,ITM-88,3
USR-272,ITM-13,2
USR-320,ITM-32,3
USR-129,ITM-79,5
USR-243,ITM-85,5
USR-267,ITM-42,4
USR-118,ITM-37,4
USR-117,ITM-17,5
USR-177,ITM-46,3
USR-214,ITM-72,3
USR-274,ITM-31,3
USR-341,ITM-79,3
USR-293,ITM-30,5
USR-345,ITM-44,4
USR-319,ITM-88,4
USR-212,ITM-14,5
USR-213,ITM-69,1
USR-321,ITM-55,3
USR-265,ITM-59,4
USR-278,ITM-57,4
USR-231,ITM-65,4
USR-228,ITM-68,4
USR-107,ITM-38,4
USR-256,ITM-80,4
USR-154,ITM-86,3
USR-202,ITM-27,2
USR-230,ITM-11,4
USR-131,ITM-17,2
USR-109,ITM-84,5
USR-301,ITM-63,4
USR-310,ITM-47,3
USR-209,ITM-57,5
USR-261,ITM-36,4
USR-223,ITM-29,3
USR-324,ITM-21,5
USR-186,ITM-52,5
USR-154,ITM-70,4
USR-319,ITM-40,1
USR-131,ITM-70,4
USR-277,ITM-83,5
USR-234,ITM-76,2
USR-192,ITM-44,3
USR-107,ITM-24,5
USR-164,ITM-25,1
USR-156,ITM-22,5
USR-346,ITM-44,4
USR-166,ITM-84,4
USR-315,ITM-68,1
USR-314,ITM-30,5
USR-286,ITM-63,3
USR-171,ITM-84,4
USR-153,ITM-39,4
USR-348,ITM-57,4
USR-338,ITM-44,5
USR-166,ITM-40,3
USR-150,ITM-87,5
USR-196,ITM-33,4
USR-338,ITM-41,2
USR-261,ITM-88,3
USR-134,ITM-67,4
USR-195,ITM-12,4
USR-187,ITM-89,3
USR-177,ITM-78,4
USR-131,ITM-19,2
USR-219,ITM-34,4
USR-145,ITM-77,4
USR-334,ITM-70,4
USR-243,ITM-38,4
USR-295,ITM-28,5
USR-343,ITM-52,5
USR-264,ITM-75,1
USR-281,ITM-83,3
USR-312,ITM-70,4
USR-241,ITM-52,5
USR-322,ITM-34,5
USR-154,ITM-29,5
USR-309,ITM-33,4
USR-106,ITM-20,4
USR-173,ITM-64,3
USR-106,ITM-37,1
USR-260,ITM-78,5
USR-250,ITM-72,3
USR-184,ITM-68,3
USR-246,ITM-14,2
USR-224,ITM-30,4
USR-135,ITM-59,5
USR-128,ITM-13,3
USR-287,ITM-51,4
USR-181,ITM-47,1
USR-101,ITM-34,3
USR-228,ITM-23,5
USR-296,ITM-41,3
USR-333,ITM-27,1
USR-294,ITM-64,3
USR-314,ITM-63,3
USR-218,ITM-84,5
USR-239,ITM-30,3
USR-119,ITM-53,3
USR-104,ITM-14,4
USR-136,ITM-50,5
USR-321,ITM-63,2
USR-236,ITM-83,3
USR-325,ITM-31,4
USR-152,ITM-74,4
USR-271,ITM-73,5
USR-198,ITM-80,5
USR-343,ITM-13,5
USR-349,ITM-74,4
USR-185,ITM-24,4
USR-207,ITM-85,1
USR-123,ITM-31,5
USR-180,ITM-56,3
USR-301,ITM-55,3
USR-257,ITM-23,4
USR-219,ITM-59,3
USR-158,ITM-29,4
USR-337,ITM-59,4
USR-314,ITM-42,4
USR-227,ITM-68,5
USR-323,ITM-52,3
USR-308,ITM-88,4
USR-213,ITM-21,4
USR-214,ITM-49,4
USR-308,ITM-29,5
USR-113,ITM-47,3
USR-108,ITM-12,4
USR-139,ITM-37,3
USR-293,ITM-65,5
USR-336,ITM-22,3
USR-124,ITM-86,4
USR-300,ITM-46,3
USR-345,ITM-58,4
USR-121,ITM-75,5
USR-334,ITM-45,4
USR-103,ITM-35,4
USR-253,ITM-84,4
USR-285,ITM-81,2
USR-128,ITM-49,5
USR-208,ITM-52,3
USR-197,ITM-31,5
USR-314,ITM-29,5
USR-136,ITM-17,5
USR-169,ITM-49,4
USR-245,ITM-39,5
USR-184,ITM-25,4
USR-141,ITM-55,1
USR-199,ITM-71,4
USR-140,ITM-16,3
USR-133,ITM-54,3
USR-116,ITM-68,4
USR-264,ITM-65,4
USR-252,ITM-57,2
USR-329,ITM-36,4
USR-221,ITM-62,3
USR-175,ITM-82,4
USR-186,ITM-44,4
USR-216,ITM-60,4
USR-205,ITM-46,4
USR-185,ITM-66,3
USR-312,ITM-17,5
USR-126,ITM-88,4
USR-156,ITM-29,4
USR-130,ITM-62,4
USR-233,ITM-21,1
USR-318,ITM-58,4
USR-267,ITM-26,4
USR-197,ITM-73,3
USR-111,ITM-51,2
USR-336,ITM-38,2
USR-348,ITM-28,5
USR-152,ITM-20,4
USR-298,ITM-59,2
USR-237,ITM-80,3
USR-272,ITM-67,4
USR-244,ITM-43,5
USR-253,ITM-29,1
USR-312,ITM-59,3
USR-319,ITM-19,5
USR-289,ITM-41,1
USR-221,ITM-61,3
USR-145,ITM-24,5
USR-163,ITM-12,4
USR-229,ITM-46,3
USR-153,ITM-49,2
USR-206,ITM-81,1
USR-292,ITM-49,3
USR-150,ITM-65,5
USR-280,ITM-32,4
USR-214,ITM-73,5
USR-125,ITM-17,4
USR-128,ITM-65,3
USR-248,ITM-69,4
USR-110,ITM-19,5
USR-139,ITM-48,5
USR-110,ITM-37,2
USR-263,ITM-58,4
USR-286,ITM-22,5
USR-138,ITM-45,2
USR-331,ITM-35,4
USR-326,ITM-13,5
USR-153,ITM-73,4
USR-197,ITM-47,4
USR-154,ITM-31,2
USR-210,ITM-11,3
USR-251,ITM-40,3
USR-345,ITM-20,5
USR-249,ITM-55,3
USR-168,ITM-71,4
USR-155,ITM-78,4
USR-132,ITM-73,3
USR-135,ITM-49,4
USR-338,ITM-33,5
USR-247,ITM-53,4
USR-310,ITM-69,4
USR-326,ITM-71,2
USR-343,ITM-26,5
USR-334,ITM-74,2
USR-180,ITM-66,5
USR-289,ITM-64,3
USR-208,ITM-62,5
USR-334,ITM-65,4
USR-325,ITM-18,5
USR-300,ITM-31,3
USR-253,ITM-22,4
USR-293,ITM-57,4
USR-344,ITM-27,5
USR-172,ITM-85,2
USR-300,ITM-49,5
USR-139,ITM-26,5
USR-116,ITM-24,3
USR-228,ITM-24,5
USR-316,ITM-88,4
USR-160,ITM-72,4
USR-270,ITM-48,3
USR-203,ITM-22,4
USR-141,ITM-41,4
USR-124,ITM-18,4
USR-138,ITM-49,4
USR-134,ITM-29,4
USR-230,ITM-86,4
USR-341,ITM-89,2
USR-328,ITM-82,5
USR-278,ITM-53,3
USR-201,ITM-69,5
USR-197,ITM-80,3
USR-111,ITM-57,4
USR-118,ITM-27,2
USR-200,ITM-25,4
USR-143,ITM-64,5
USR-286,ITM-48,5
USR-148,ITM-77,3
USR-288,ITM-68,4
USR-116,ITM-71,3
USR-173,ITM-22,4
USR-156,ITM-15,5
USR-340,ITM-69,3
USR-146,ITM-23,5
USR-179,ITM-48,4
USR-315,ITM-81,4
USR-182,ITM-34,4
USR-107,ITM-86,4
USR-322,ITM-41,4
USR-248,ITM-68,3
USR-180,ITM-72,5
USR-314,ITM-47,4
USR-328,ITM-62,2
USR-217,ITM-76,5
USR-307,ITM-37,5
USR-297,ITM-12,5
USR-299,ITM-89,3
USR-124,ITM-31,2
USR-309,ITM-47,4
USR-188,ITM-81,2
USR-242,ITM-71,3
USR-158,ITM-66,3
USR-253,ITM-15,4
USR-332,ITM-87,3
USR-208,ITM-41,5
USR-125,ITM-19,4
USR-146,ITM-12,3
USR-131,ITM-68,3
USR-109,ITM-85,4
USR-115,ITM-58,2
USR-298,ITM-68,4
USR-244,ITM-40,4
USR-250,ITM-78,4
USR-125,ITM-71,5
USR-312,ITM-61,5
USR-234,ITM-31,2
USR-113,ITM-13,3
USR-178,ITM-22,5
USR-216,ITM-54,5
USR-106,ITM-51,5
USR-236,ITM-58,2
USR-275,ITM-86,4
USR-171,ITM-63,1
USR-341,ITM-45,4
USR-158,ITM-10,1
USR-314,ITM-24,4
USR-320,ITM-86,3
USR-181,ITM-26,4
USR-322,ITM-33,4
USR-321,ITM-67,5
USR-215,ITM-81,4
USR-266,ITM-32,4
USR-245,ITM-81,5
USR-286,ITM-17,2
USR-333,ITM-68,4
USR-202,ITM-68,3
USR-116,ITM-22,1
USR-113,ITM-48,4
USR-258,ITM-37,5
USR-251,ITM-70,3
USR-326,ITM-25,5
USR-207,ITM-11,5
USR-287,ITM-26,5
USR-144,ITM-39,3
USR-197,ITM-22,5
USR-230,ITM-22,3
USR-136,ITM-52,4
USR-270,ITM-30,2
USR-267,ITM-64,1
USR-317,ITM-49,4
USR-314,ITM-82,3
USR-207,ITM-61,3
USR-138,ITM-83,4
USR-114,ITM-62,1
USR-219,ITM-61,5
USR-340,ITM-39,2
USR-103,ITM-42,3
USR-192,ITM-66,3
USR-313,ITM-61,4
USR-252,ITM-18,3
USR-240,ITM-63,3
USR-309,ITM-10,5
USR-260,ITM-53,4
USR-115,ITM-84,1
USR-336,ITM-89,4
USR-269,ITM-18,5
USR-207,ITM-41,3
USR-225,ITM-24,2
USR-293,ITM-21,5
USR-154,ITM-87,4
USR-326,ITM-66,4
USR-269,ITM-17,2
USR-133,ITM-81,2
USR-257,ITM-36,4
USR-112,ITM-21,4
USR-240,ITM-74,4
USR-117,ITM-51,3
USR-259,ITM-71,5
USR-195,ITM-20,5
USR-326,ITM-52,4
USR-222,ITM-26,2
USR-138,ITM-41,2
USR-145,ITM-49,4
USR-343,ITM-32,3
USR-289,ITM-15,3
USR-340,ITM-59,4
USR-320,ITM-46,3
USR-161,ITM-73,4
USR-344,ITM-63,2
USR-335,ITM-81,4
USR-284,ITM-58,3
USR-115,ITM-20,5
USR-283,ITM-58,1
USR-335,ITM-30,5
USR-338,ITM-75,5
USR-220,ITM-72,3
USR-109,ITM-37,5
USR-257,ITM-26,1
USR-252,ITM-15,5
USR-202,ITM-28,4
USR-164,ITM-75,2
USR-276,ITM-46,1
USR-272,ITM-58,4
USR-219,ITM-45,3
USR-257,ITM-67,4
USR-341,ITM-22,4
USR-167,ITM-61,4
USR-245,ITM-67,2
USR-136,ITM-69,3
USR-252,ITM-67,4
USR-275,ITM-65,3
USR-292,ITM-37,4
USR-280,ITM-10,3
USR-337,ITM-51,5
USR-306,ITM-57,5
USR-172,ITM-49,4
USR-148,ITM-85,3
USR-295,ITM-13,4
USR-239,ITM-47,4
USR-286,ITM-36,5
USR-349,ITM-18,3
USR-136,ITM-25,4
USR-160,ITM-65,4
USR-328,ITM-85,4
USR-270,ITM-40,3
USR-223,ITM-23,4
USR-297,ITM-34,4
USR-138,ITM-43,4
USR-283,ITM-76,5
USR-162,ITM-33,3
USR-145,ITM-82,1
USR-187,ITM-35,4
USR-325,ITM-76,5
USR-252,ITM-33,5
USR-298,ITM-14,3
USR-151,ITM-76,5
USR-103,ITM-67,4
USR-158,ITM-36,4
USR-171,ITM-89,4
USR-247,ITM-24,5
USR-162,ITM-85,3
USR-153,ITM-62,4
USR-216,ITM-53,4
USR-342,ITM-35,3
USR-336,ITM-56,5
USR-209,ITM-43,4
USR-173,ITM-59,4
USR-206,ITM-21,2
USR-325,ITM-13,4
USR-317,ITM-64,2
USR-268,ITM-10,4
USR-340,ITM-75,4
USR-102,ITM-12,2
USR-219,ITM-30,4
USR-105,ITM-58,3
USR-104,ITM-71,5
USR-153,ITM-24,4
USR-146,ITM-61,3
USR-314,ITM-88,2
USR-276,ITM-55,5
USR-108,ITM-34,3
USR-198,ITM-30,4
USR-119,ITM-14,4
USR-221,ITM-79,1
USR-340,ITM-56,5
USR-160,ITM-77,4
USR-222,ITM-27,3
USR-333,ITM-30,2
USR-262,ITM-32,3
USR-277,ITM-73,5
USR-181,ITM-76,4
USR-161,ITM-49,3
USR-244,ITM-19,2
USR-315,ITM-61,4
USR-102,ITM-81,4
USR-259,ITM-84,4
USR-326,ITM-70,3
USR-329,ITM-73,3
USR-219,ITM-62,5
USR-224,ITM-64,3
USR-188,ITM-65,4
USR-172,ITM-68,4
USR-167,ITM-78,3
USR-241,ITM-82,5
USR-200,ITM-68,4
USR-197,ITM-11,4
USR-110,ITM-74,3
USR-204,ITM-69,3
USR-283,ITM-60,2
USR-166,ITM-39,4
USR-222,ITM-20,3
USR-319,ITM-85,4
USR-128,ITM-48,3
USR-236,ITM-86,4
USR-294,ITM-81,4
USR-252,ITM-72,3
USR-325,ITM-73,2
USR-175,ITM-70,3
USR-269,ITM-63,4
USR-108,ITM-82,4
USR-306,ITM-67,3
USR-139,ITM-65,4
USR-124,ITM-43,3
USR-104,ITM-40,3
USR-238,ITM-61,1
USR-286,ITM-85,5
USR-325,ITM-10,3
USR-315,ITM-64,3
USR-223,ITM-31,3
USR-306,ITM-49,2
USR-137,ITM-10,4
USR-171,ITM-74,2
USR-232,ITM-72,2
USR-275,ITM-63,4
USR-189,ITM-51,3
USR-245,ITM-30,4
USR-297,ITM-88,4
USR-136,ITM-31,3
USR-275,ITM-89,2
USR-304,ITM-17,4
USR-304,ITM-26,4
USR-180,ITM-26,5
USR-213,ITM-22,5
USR-144,ITM-47,4
USR-323,ITM-87,3
USR-161,ITM-54,3
USR-192,ITM-15,4
USR-214,ITM-44,3
USR-285,ITM-23,5
USR-166,ITM-81,3
USR-155,ITM-70,3
USR-139,ITM-24,3
USR-197,ITM-63,5
USR-139,ITM-36,4
USR-190,ITM-22,4
USR-304,ITM-40,3
USR-132,ITM-69,1
USR-105,ITM-15,5
USR-246,ITM-67,3
USR-179,ITM-58,4
USR-267,ITM-32,4
USR-191,ITM-43,1
USR-196,ITM-35,5
USR-158,ITM-56,4
USR-158,ITM-14,3
USR-147,ITM-29,2
USR-268,ITM-15,4
USR-112,ITM-79,4
USR-206,ITM-68,4
USR-144,ITM-73,4
USR-188,ITM-27,4
USR-280,ITM-13,5
USR-269,ITM-26,4
USR-199,ITM-23,5
USR-265,ITM-16,3
USR-106,ITM-24,5
USR-232,ITM-28,2
USR-334,ITM-72,2
USR-144,ITM-44,5
USR-157,ITM-44,3
USR-342,ITM-29,4
USR-130,ITM-44,5
USR-269,ITM-57,2
USR-237,ITM-53,4
USR-259,ITM-33,5
USR-206,ITM-70,4
USR-280,ITM-26,3
USR-257,ITM-80,4
USR-138,ITM-59,5
USR-181,ITM-41,5
USR-199,ITM-45,1
USR-101,ITM-22,2
USR-305,ITM-79,4
USR-176,ITM-67,5
USR-320,ITM-23,3
USR-111,ITM-46,3
USR-138,ITM-88,5
