player_id,age,nominal_position,minutes_played,expected_goals_xg,expected_assists_xa,pass_completion_pct,progressive_carries_p90,tackles_p90,sprint_speed_kmh,market_value_eur_mil
PLY-8310,22,Forward,1913,0.62,0.1,81.9,4.9,1.1,30.8,31.05
PLY-8311,24,Forward,2692,0.38,0.01,73.9,5.0,2.4,31.9,26.78
PLY-8312,21,Forward,2730,0.75,0.05,87.7,1.3,2.0,33.1,40.47
PLY-8313,23,Defender,1746,0.03,0.08,76.5,6.1,5.0,29.7,29.3
PLY-8314,30,Forward,957,0.65,0.1,83.3,3.4,2.2,35.4,27.88
PLY-8315,32,Forward,2151,0.48,0.68,78.5,4.4,0.4,28.8,14.42
PLY-8316,20,Forward,1689,0.53,0.3,81.6,3.6,2.5,32.8,37.77
PLY-8317,25,Forward,2280,0.93,0.24,72.4,4.8,0.2,31.7,52.1
PLY-8318,33,Midfielder,3022,0.55,0.14,92.0,5.6,1.1,29.6,13.73
PLY-8319,30,Defender,761,0.43,0.33,76.2,2.5,4.0,31.6,33.06
PLY-8320,35,Midfielder,2969,0.18,0.07,79.6,5.0,1.7,27.9,0.5
PLY-8321,27,Midfielder,1049,0.33,0.22,95.0,3.6,0.2,30.6,26.9
PLY-8322,34,Defender,2097,0.18,0.8,85.3,7.1,6.0,27.1,12.2
PLY-8323,22,Forward,1636,0.86,0.07,87.8,2.3,4.2,30.3,43.09
PLY-8324,26,Midfielder,2831,0.13,0.2,88.8,2.5,4.9,30.5,22.21
PLY-8325,29,Winger,2758,0.88,0.55,79.3,6.3,3.6,33.4,66.89
PLY-8326,18,Midfielder,2550,0.67,0.45,78.2,2.6,1.7,30.8,34.92
PLY-8327,18,Midfielder,3155,0.34,0.23,84.2,4.1,1.7,30.5,24.85
PLY-8328,32,Midfielder,1913,0.08,0.06,80.1,3.4,1.6,30.5,0.5
PLY-8329,19,Midfielder,2942,0.04,0.07,80.5,4.7,4.6,31.9,13.3
PLY-8330,33,Midfielder,1838,0.48,0.01,76.5,6.5,2.1,28.7,6.93
PLY-8331,25,Forward,1573,0.4,0.26,82.7,4.6,3.7,32.4,37.4
PLY-8332,30,Forward,1231,0.83,0.01,91.4,4.8,3.6,31.1,37.44
PLY-8333,18,Forward,2190,0.52,0.36,85.3,2.4,2.4,30.2,24.29
PLY-8334,33,Winger,1650,0.13,0.24,81.4,6.7,0.5,28.9,0.5
PLY-8335,24,Defender,2188,0.58,0.03,81.8,3.7,4.3,33.6,40.24
PLY-8336,22,Forward,2968,0.58,0.12,63.7,5.9,2.4,30.5,44.25
PLY-8337,20,Forward,2293,0.56,0.24,79.5,3.0,3.7,32.1,47.39
PLY-8338,29,Defender,1036,0.2,0.03,73.4,2.8,4.4,28.7,14.88
PLY-8339,33,Forward,2156,0.47,0.1,82.8,5.1,0.7,32.5,10.53
PLY-8340,22,Forward,1676,0.74,0.12,80.4,8.5,3.4,30.2,55.37
PLY-8341,31,Winger,1904,0.07,0.26,76.8,6.6,1.9,30.9,14.72
PLY-8342,22,Midfielder,2678,0.7,0.02,86.7,4.8,0.2,30.9,41.02
PLY-8343,32,Defender,2984,0.56,0.33,82.6,6.4,4.8,30.9,31.29
PLY-8344,34,Winger,782,0.1,0.35,91.1,8.0,2.8,31.0,3.03
PLY-8345,31,Midfielder,3191,0.33,0.01,90.1,5.5,1.2,29.7,9.95
PLY-8346,22,Forward,2069,0.56,0.29,83.3,4.3,2.0,27.4,32.18
PLY-8347,29,Forward,2079,0.45,0.71,76.3,4.3,3.0,33.9,52.1
PLY-8348,33,Defender,2189,1.12,0.17,75.6,3.0,4.8,29.7,29.86
PLY-8349,33,Winger,2187,0.01,0.35,85.6,8.0,0.3,30.8,6.89
PLY-8350,24,Defender,1259,0.07,0.38,80.8,5.4,5.9,33.0,53.25
PLY-8351,21,Forward,759,0.53,0.55,83.5,5.9,4.2,30.5,58.81
PLY-8352,18,Defender,3059,0.18,0.25,87.9,3.5,3.8,32.6,14.12
PLY-8353,22,Winger,1611,0.22,0.33,72.9,8.7,0.2,29.9,34.56
PLY-8354,27,Defender,652,0.35,0.16,90.4,6.8,5.3,32.4,47.74
PLY-8355,22,Winger,3055,0.24,0.44,87.8,4.6,1.4,31.5,42.42
PLY-8356,21,Defender,1645,0.23,0.04,69.7,3.9,5.0,30.6,32.84
PLY-8357,19,Defender,1653,0.01,0.11,95.0,6.9,7.0,31.6,32.18
PLY-8358,27,Midfielder,2907,0.12,0.32,87.9,3.2,0.3,29.2,17.37
PLY-8359,18,Midfielder,1828,0.07,0.19,83.1,5.6,1.2,32.2,24.8
PLY-8360,22,Forward,2094,0.43,0.1,85.1,4.5,2.0,32.4,41.34
PLY-8361,30,Defender,2089,0.2,0.2,76.1,5.2,6.0,32.3,28.14
PLY-8362,21,Midfielder,1635,0.06,0.02,89.3,4.6,6.5,34.8,31.68
PLY-8363,33,Winger,2550,0.09,0.31,77.2,8.5,2.5,29.8,1.25
PLY-8364,33,Winger,1449,0.07,0.5,94.1,5.0,0.2,29.9,0.5
PLY-8365,19,Defender,953,0.74,0.04,82.4,2.7,4.0,28.9,25.27
PLY-8366,34,Forward,1698,1.07,0.04,85.9,7.4,1.3,33.5,27.43
PLY-8367,29,Midfielder,2339,0.24,0.54,81.3,8.7,3.1,28.2,41.36
PLY-8368,35,Forward,2064,1.0,0.04,86.9,4.5,2.7,30.5,0.62
PLY-8369,20,Defender,1590,0.39,0.05,81.9,7.9,3.1,30.1,43.04
PLY-8370,18,Defender,1864,0.22,0.63,73.5,3.0,3.4,31.6,35.58
PLY-8371,18,Winger,2484,0.01,0.46,80.6,5.9,1.8,28.6,11.49
PLY-8372,28,Midfielder,2409,0.37,0.22,95.0,7.4,1.9,33.5,41.66
PLY-8373,22,Winger,2941,0.3,0.57,87.2,8.6,2.1,29.4,42.5
PLY-8374,29,Winger,2856,0.24,0.24,79.7,10.2,2.3,34.1,47.64
PLY-8375,20,Midfielder,1711,0.36,0.22,74.8,5.4,3.7,29.5,34.04
PLY-8376,18,Winger,1417,0.18,0.35,77.0,5.0,1.7,33.6,29.19
PLY-8377,18,Midfielder,2399,0.3,0.32,77.6,4.9,1.5,29.7,20.01
PLY-8378,25,Midfielder,2560,0.68,0.13,74.9,6.9,0.6,30.1,47.12
PLY-8379,27,Defender,3037,0.12,0.17,86.7,4.2,4.1,31.5,29.7
PLY-8380,28,Midfielder,2972,0.31,0.12,86.4,3.9,2.5,29.6,26.2
PLY-8381,29,Defender,1488,0.16,0.12,92.8,5.5,2.3,29.6,10.74
PLY-8382,30,Defender,2455,0.28,0.26,76.0,3.4,4.0,29.7,23.47
PLY-8383,29,Midfielder,1780,0.36,0.18,86.0,5.1,3.6,32.2,39.86
PLY-8384,31,Midfielder,1267,0.01,0.18,77.6,4.6,3.0,30.0,6.26
PLY-8385,19,Midfielder,1232,0.26,0.11,82.4,3.5,2.6,31.6,15.21
PLY-8386,35,Midfielder,2242,0.06,0.14,84.7,6.5,2.9,29.3,0.5
PLY-8387,20,Midfielder,736,0.28,0.25,83.8,5.8,1.5,32.7,41.18
PLY-8388,34,Midfielder,2546,0.16,0.31,86.3,3.8,1.4,32.3,0.5
PLY-8389,25,Forward,2297,0.72,0.21,87.8,4.5,3.7,32.8,59.98
PLY-8390,27,Midfielder,1027,0.03,0.46,91.2,4.0,3.2,31.0,29.25
PLY-8391,19,Forward,2075,0.6,0.31,77.4,3.2,1.3,28.8,28.98
PLY-8392,26,Defender,1418,0.08,0.15,81.8,1.1,2.1,27.2,3.25
PLY-8393,24,Defender,2788,0.48,0.2,86.8,3.5,3.5,31.4,44.17
PLY-8394,21,Midfielder,1706,0.66,0.47,92.2,3.3,2.9,27.1,43.24
PLY-8395,35,Midfielder,2824,1.2,0.17,82.0,4.7,1.4,29.6,1.37
PLY-8396,30,Winger,797,0.4,0.53,86.2,7.9,2.6,34.6,49.79
PLY-8397,28,Defender,2595,0.35,0.21,84.0,2.9,6.1,29.0,33.05
PLY-8398,21,Winger,3048,0.06,0.36,75.6,7.7,2.1,28.7,31.62
PLY-8399,21,Defender,1070,0.1,0.05,86.8,2.6,4.7,32.9,11.4
PLY-8400,27,Forward,2865,0.51,0.1,82.9,4.2,3.0,25.3,26.71
PLY-8401,22,Forward,2548,0.72,0.62,71.6,3.3,0.9,32.3,62.73
PLY-8402,26,Midfielder,1528,0.62,0.19,84.2,6.0,1.3,34.7,53.19
PLY-8403,20,Forward,2610,0.4,0.15,82.2,4.7,3.1,29.6,38.21
PLY-8404,34,Midfielder,1505,0.64,0.49,82.4,4.3,2.2,27.7,0.5
PLY-8405,20,Midfielder,2822,0.3,0.16,93.4,3.2,2.3,32.8,21.38
PLY-8406,33,Midfielder,622,0.24,0.13,93.6,3.8,2.2,27.4,0.5
PLY-8407,21,Defender,834,0.06,0.26,79.7,8.2,5.6,33.3,43.82
PLY-8408,35,Defender,1724,0.01,0.22,79.0,3.5,4.9,27.6,0.5
PLY-8409,34,Midfielder,1528,0.21,0.04,85.2,5.5,2.7,33.9,0.5
PLY-8410,24,Defender,1122,0.26,0.11,80.8,4.3,5.9,33.0,50.18
PLY-8411,22,Midfielder,2408,0.06,0.12,82.4,5.4,4.1,31.6,29.45
PLY-8412,29,Winger,1030,0.2,0.31,60.0,8.7,4.9,35.3,51.13
PLY-8413,34,Forward,1392,0.84,0.13,92.5,3.8,1.5,32.3,9.93
PLY-8414,30,Winger,2229,0.45,0.32,82.0,8.4,5.2,32.3,53.75
PLY-8415,20,Defender,2336,0.66,0.04,80.9,10.0,3.1,27.4,57.82
PLY-8416,26,Midfielder,1132,0.11,0.1,88.0,5.6,4.5,30.0,30.3
PLY-8417,34,Forward,2346,0.45,0.01,81.5,7.7,1.4,32.4,0.76
PLY-8418,34,Midfielder,2275,0.35,0.15,83.4,5.5,2.1,27.1,0.5
PLY-8419,33,Forward,1916,0.49,0.35,76.0,2.6,2.2,28.3,9.32
PLY-8420,30,Forward,1512,0.37,0.23,71.0,5.1,1.2,29.3,21.76
PLY-8421,34,Defender,1724,0.08,0.08,73.9,3.8,4.5,30.9,0.5
PLY-8422,21,Midfielder,2125,0.14,0.02,79.3,3.3,1.2,33.6,23.57
PLY-8423,29,Defender,1927,0.09,0.04,85.9,4.4,2.9,33.6,19.51
PLY-8424,26,Winger,3187,0.1,0.36,86.3,6.7,2.2,29.6,37.57
PLY-8425,29,Midfielder,1623,0.09,0.04,80.7,2.4,4.1,32.4,10.3
PLY-8426,26,Midfielder,2176,0.01,0.14,70.0,9.9,1.9,29.5,35.12
PLY-8427,24,Forward,1978,0.6,0.05,82.1,6.1,3.3,31.0,45.42
PLY-8428,31,Defender,2119,0.23,0.34,79.5,5.0,3.4,31.1,27.07
PLY-8429,32,Midfielder,2281,0.26,0.09,83.3,4.7,0.7,32.3,5.94
PLY-8430,33,Winger,2597,0.05,0.27,87.7,9.4,2.7,25.3,8.95
PLY-8431,22,Defender,826,0.09,0.3,82.8,8.7,6.5,31.7,64.23
PLY-8432,20,Midfielder,1859,0.24,0.08,80.1,5.9,2.5,34.6,28.34
PLY-8433,29,Forward,1472,0.58,0.02,74.8,4.7,3.2,32.0,39.52
PLY-8434,21,Winger,1491,0.18,0.37,80.4,9.9,4.0,31.7,47.45
PLY-8435,33,Defender,2078,0.11,0.16,76.6,4.8,4.4,28.8,0.5
PLY-8436,24,Forward,1636,0.96,0.23,81.6,5.4,2.0,34.5,70.3
PLY-8437,30,Midfielder,2857,0.1,0.05,92.2,6.5,2.8,30.4,9.23
PLY-8438,27,Defender,996,0.15,0.11,73.7,3.7,5.2,31.3,24.84
PLY-8439,24,Forward,1723,0.63,0.06,82.5,0.5,0.5,30.5,28.85
PLY-8440,31,Winger,2678,0.2,0.24,87.5,6.1,2.6,30.2,16.91
PLY-8441,22,Midfielder,1248,0.11,0.38,85.5,6.0,2.2,34.6,38.34
PLY-8442,20,Forward,928,0.49,0.23,86.3,5.9,1.3,29.5,32.79
PLY-8443,28,Defender,2082,0.4,0.06,80.3,7.2,4.3,31.7,35.54
PLY-8444,28,Midfielder,1551,0.08,0.16,87.0,3.7,0.8,32.4,11.35
PLY-8445,35,Midfielder,2605,0.04,0.04,88.6,7.7,0.4,28.2,0.5
PLY-8446,32,Forward,2616,0.44,0.4,78.6,4.9,2.3,29.9,21.64
PLY-8447,29,Forward,2478,0.82,0.02,93.9,5.7,3.3,35.6,58.44
PLY-8448,26,Defender,1796,0.02,0.01,85.5,6.3,4.0,27.6,32.16
PLY-8449,27,Midfielder,2372,1.2,0.13,93.8,1.7,1.0,30.6,51.84
PLY-8450,29,Midfielder,761,0.19,0.16,92.4,2.5,1.2,32.1,14.52
PLY-8451,34,Defender,2351,1.05,0.16,84.0,2.4,5.1,29.2,14.67
PLY-8452,23,Defender,1375,0.7,0.01,90.3,6.6,6.4,37.0,73.25
PLY-8453,24,Forward,2427,0.5,0.07,83.1,3.9,3.1,32.7,34.71
PLY-8454,31,Midfielder,2921,0.06,0.12,81.6,8.6,3.8,27.7,23.47
PLY-8455,30,Winger,1651,0.05,0.26,82.1,7.0,0.9,26.4,0.5
PLY-8456,25,Defender,2973,0.07,0.37,76.0,1.6,4.3,32.2,34.67
PLY-8457,27,Midfielder,1539,0.31,0.02,73.4,3.2,3.4,29.8,24.26
PLY-8458,26,Midfielder,1139,0.08,0.12,80.9,4.7,0.5,34.3,22.33
PLY-8459,35,Midfielder,3135,0.1,0.21,86.4,5.5,1.4,29.4,0.5
PLY-8460,19,Defender,1421,0.15,0.05,88.4,2.5,5.5,30.2,14.02
PLY-8461,22,Winger,2061,0.61,0.4,76.9,8.1,2.5,30.2,57.42
PLY-8462,22,Defender,1688,0.05,0.32,88.1,6.2,3.2,33.7,33.94
PLY-8463,23,Defender,955,0.01,0.04,74.7,3.2,2.4,32.4,12.93
PLY-8464,25,Defender,834,0.02,0.45,76.5,8.4,6.0,35.4,57.05
PLY-8465,33,Forward,2874,0.94,0.15,90.7,3.4,0.2,29.5,8.65
PLY-8466,30,Midfielder,2148,0.26,0.06,86.3,2.5,3.0,33.4,8.47
PLY-8467,18,Forward,2696,0.43,0.1,81.0,1.4,1.6,33.4,15.34
PLY-8468,34,Forward,717,0.4,0.07,83.4,6.9,3.5,31.5,0.5
PLY-8469,24,Winger,2701,0.09,0.45,74.8,7.0,0.9,30.4,41.12
PLY-8470,30,Midfielder,2273,0.03,0.29,84.0,3.5,5.3,32.5,24.56
PLY-8471,21,Midfielder,1667,0.71,0.32,86.0,1.6,2.7,31.3,43.11
PLY-8472,21,Forward,2700,0.73,0.77,89.4,3.7,2.9,31.2,60.08
PLY-8473,23,Midfielder,1157,0.16,0.28,76.0,9.3,1.3,29.7,41.3
PLY-8474,29,Forward,2415,0.85,0.17,92.6,0.5,2.0,26.8,29.82
PLY-8475,24,Forward,2605,0.42,0.07,81.3,3.2,2.1,34.2,37.48
PLY-8476,27,Defender,997,0.32,0.14,75.3,8.1,6.6,32.4,66.54
PLY-8477,24,Midfielder,1274,0.48,0.01,78.3,7.0,2.7,28.5,36.23
PLY-8478,20,Defender,986,0.11,0.25,83.6,3.4,5.1,33.1,31.01
PLY-8479,30,Forward,2758,0.7,0.11,73.9,4.9,2.8,34.3,47.13
PLY-8480,30,Forward,2664,0.44,0.01,78.6,5.4,3.0,33.2,25.04
PLY-8481,35,Midfielder,1483,0.09,0.01,84.5,4.8,0.5,28.0,0.5
PLY-8482,25,Midfielder,1140,0.03,0.09,92.9,8.1,4.7,29.9,41.12
PLY-8483,26,Defender,770,0.14,0.16,88.1,5.2,3.3,30.3,32.82
PLY-8484,24,Midfielder,3056,0.33,0.11,82.1,6.8,2.2,33.4,49.38
PLY-8485,18,Midfielder,1339,0.7,0.17,84.7,4.9,4.0,32.6,46.71
PLY-8486,20,Defender,2001,0.23,0.12,72.4,0.5,6.7,37.0,29.72
PLY-8487,30,Forward,2877,0.85,0.2,69.8,2.1,3.2,27.9,35.08
PLY-8488,34,Midfielder,718,0.43,0.04,78.6,2.5,1.6,29.9,0.5
PLY-8489,18,Defender,3112,0.05,0.02,88.7,4.0,4.6,27.3,8.58
PLY-8490,23,Defender,2751,0.17,0.16,86.7,8.7,4.6,32.8,57.32
PLY-8491,23,Midfielder,2595,0.03,0.12,88.3,5.2,2.4,33.8,28.01
PLY-8492,29,Winger,2305,0.29,0.22,73.3,6.8,0.7,34.7,28.77
PLY-8493,30,Defender,2322,0.75,0.09,77.7,7.0,5.9,31.9,48.76
PLY-8494,30,Midfielder,2822,0.04,0.02,80.9,1.6,2.4,27.3,0.5
PLY-8495,32,Defender,2297,0.33,0.14,81.0,3.5,3.5,29.9,2.59
PLY-8496,33,Midfielder,2044,0.25,0.09,84.6,3.2,1.6,31.0,0.5
PLY-8497,28,Midfielder,2359,0.22,0.17,80.0,5.3,2.5,29.3,35.14
PLY-8498,22,Midfielder,2124,0.12,0.29,88.1,6.3,0.5,30.9,25.61
PLY-8499,21,Midfielder,1264,0.11,0.06,87.4,5.4,3.3,28.7,13.07
PLY-8500,20,Defender,632,0.01,0.59,77.6,5.5,4.7,30.2,34.91
PLY-8501,35,Midfielder,2702,0.06,0.14,87.8,3.8,4.1,32.0,0.5
PLY-8502,32,Defender,3166,0.01,0.17,88.7,5.1,4.5,31.5,1.42
PLY-8503,26,Defender,2659,0.22,0.21,90.6,2.8,3.1,28.4,29.76
PLY-8504,34,Forward,2151,0.38,0.2,84.9,5.8,0.8,28.4,0.5
PLY-8505,31,Defender,1319,0.52,0.13,84.8,3.5,3.9,30.1,18.44
PLY-8506,32,Midfielder,3020,0.19,0.1,84.6,2.3,1.9,30.5,0.5
PLY-8507,18,Midfielder,1083,0.3,0.01,92.2,4.6,1.5,30.0,12.08
PLY-8508,20,Defender,1572,0.13,0.01,75.6,0.7,4.6,32.5,14.88
PLY-8509,33,Forward,906,0.56,0.08,87.5,7.4,1.5,29.9,25.57
PLY-8510,28,Midfielder,1056,0.71,0.07,84.3,6.1,2.5,25.8,37.76
PLY-8511,29,Forward,2807,0.37,0.09,90.9,5.2,1.6,30.2,29.96
PLY-8512,27,Forward,930,0.42,0.03,85.5,1.3,3.0,30.2,22.85
PLY-8513,33,Midfielder,824,0.38,0.24,85.6,3.1,1.8,31.5,0.5
PLY-8514,25,Midfielder,2079,0.03,0.35,84.6,4.6,3.7,33.0,34.03
PLY-8515,23,Winger,1682,0.02,0.72,85.2,6.5,3.0,27.8,42.48
PLY-8516,29,Midfielder,1243,0.11,0.12,88.9,1.1,2.4,32.5,12.04
PLY-8517,25,Midfielder,1215,0.02,0.22,83.6,1.9,2.0,31.3,19.22
PLY-8518,21,Midfielder,794,0.22,0.35,86.6,3.9,0.4,31.8,33.52
PLY-8519,25,Forward,1088,0.41,0.1,87.4,1.9,3.9,30.1,23.16
PLY-8520,35,Winger,2804,0.57,0.29,73.8,9.7,1.4,29.9,6.65
PLY-8521,22,Defender,1849,0.38,0.5,86.4,5.5,4.5,34.0,64.44
PLY-8522,26,Defender,3059,0.3,0.13,85.1,2.9,4.8,31.7,29.03
PLY-8523,21,Forward,1702,0.59,0.12,89.1,6.8,2.0,31.4,53.48
PLY-8524,34,Midfielder,1747,0.5,0.04,81.7,6.4,3.8,28.9,4.94
PLY-8525,26,Midfielder,3118,0.06,0.02,86.0,5.1,0.7,33.8,19.17
PLY-8526,18,Defender,1841,0.52,0.33,83.2,4.4,6.5,28.7,36.68
PLY-8527,30,Forward,1115,0.74,0.17,86.4,3.9,3.0,29.7,32.68
PLY-8528,33,Midfielder,2225,0.34,0.07,88.6,3.4,1.9,27.1,0.5
PLY-8529,30,Winger,1727,0.21,0.26,74.6,4.3,1.9,31.9,11.0
PLY-8530,31,Midfielder,992,0.07,0.15,87.7,7.6,0.2,32.6,12.23
PLY-8531,20,Midfielder,1230,0.14,0.16,95.0,3.5,1.2,30.8,15.96
PLY-8532,23,Forward,2447,0.74,0.04,85.7,4.6,1.8,29.1,34.66
PLY-8533,35,Winger,1579,0.01,0.56,91.8,5.2,2.4,33.6,0.5
PLY-8534,22,Forward,1033,0.73,0.02,88.3,4.0,3.7,32.5,44.32
PLY-8535,32,Defender,3187,0.07,0.08,90.2,10.2,6.8,30.6,17.73
PLY-8536,19,Defender,877,0.04,0.21,83.9,3.0,4.7,31.1,18.01
PLY-8537,27,Forward,832,0.38,0.06,85.1,7.4,2.4,33.0,49.19
PLY-8538,35,Defender,2152,0.01,0.32,83.5,4.4,3.8,30.6,0.5
PLY-8539,30,Forward,2194,0.54,0.24,82.0,5.9,0.2,30.4,32.53
PLY-8540,22,Midfielder,1713,0.06,0.28,90.5,7.0,1.5,30.8,38.9
PLY-8541,18,Defender,3009,1.14,0.02,78.9,5.0,4.2,29.3,46.91
PLY-8542,18,Winger,625,0.21,0.25,93.3,6.3,3.4,29.0,24.6
PLY-8543,35,Defender,2017,0.04,0.06,76.4,4.1,5.0,29.3,0.5
PLY-8544,32,Midfielder,3154,0.29,0.13,90.9,4.2,2.5,32.5,1.93
PLY-8545,34,Forward,2914,0.92,0.25,90.3,8.2,1.5,27.7,14.82
PLY-8546,28,Forward,1060,0.69,0.33,80.9,1.5,0.2,33.3,37.97
PLY-8547,34,Forward,3103,0.37,0.22,75.3,1.0,0.2,28.2,0.5
PLY-8548,30,Forward,1691,0.92,0.48,88.9,1.1,0.2,27.6,31.29
PLY-8549,18,Midfielder,1606,0.39,0.24,87.2,2.7,1.8,32.7,11.12
PLY-8550,19,Midfielder,2594,0.04,0.07,90.9,5.9,3.4,35.1,18.53
PLY-8551,26,Midfielder,1090,0.01,0.06,85.3,6.0,3.4,29.6,17.69
PLY-8552,20,Forward,1672,0.55,0.21,92.4,3.3,3.2,28.0,31.49
PLY-8553,18,Midfielder,815,0.04,0.04,73.3,4.4,1.6,32.5,1.09
PLY-8554,33,Defender,2323,0.45,0.02,84.3,2.3,5.8,28.0,0.5
PLY-8555,23,Midfielder,2192,0.11,0.14,94.1,2.5,1.1,32.7,25.73
PLY-8556,34,Winger,758,0.61,0.53,82.6,8.2,3.2,32.5,34.32
PLY-8557,22,Winger,3136,0.21,0.24,83.8,9.1,0.2,32.2,52.06
PLY-8558,22,Forward,1285,0.4,0.28,79.4,3.5,0.8,33.3,34.46
PLY-8559,23,Defender,2376,0.04,0.3,82.1,7.8,6.4,33.3,43.8
PLY-8560,20,Midfielder,2652,0.21,0.12,76.0,6.4,2.0,33.7,31.13
PLY-8561,22,Midfielder,2443,0.36,0.01,81.7,7.7,1.4,31.6,46.25
PLY-8562,22,Midfielder,3008,0.38,0.03,81.3,3.9,3.5,33.2,35.54
PLY-8563,27,Midfielder,3106,0.08,0.22,90.0,7.5,3.7,31.9,38.95
PLY-8564,27,Midfielder,2895,0.06,0.22,82.6,8.9,1.7,32.4,36.96
PLY-8565,34,Midfielder,2189,0.01,0.41,82.7,3.7,2.5,36.7,2.41
PLY-8566,31,Defender,2296,0.28,0.16,79.7,4.2,4.6,30.5,10.22
PLY-8567,26,Defender,3069,0.02,0.02,77.5,2.6,1.0,28.2,6.81
PLY-8568,31,Midfielder,2546,0.14,0.02,87.6,2.2,0.5,29.6,0.5
PLY-8569,18,Defender,2662,0.23,0.23,84.3,2.2,5.5,30.8,26.29
PLY-8570,30,Forward,1745,1.04,0.04,87.0,2.9,1.2,30.9,31.03
PLY-8571,30,Forward,2924,0.44,0.07,85.9,5.0,2.8,33.6,33.83
PLY-8572,21,Defender,2181,0.07,0.12,85.3,3.0,4.7,34.0,24.44
PLY-8573,18,Midfielder,3100,0.27,0.01,84.0,5.0,3.7,31.3,26.13
PLY-8574,34,Forward,3093,0.59,0.05,79.6,5.0,0.6,26.9,0.5
PLY-8575,25,Forward,2857,0.45,0.09,76.8,3.6,2.7,31.7,33.08
PLY-8576,19,Forward,2949,1.01,0.06,76.7,4.4,2.1,30.3,47.69
PLY-8577,25,Winger,2532,0.47,0.25,83.2,5.9,1.3,32.0,52.9
PLY-8578,24,Midfielder,2357,0.06,0.23,81.7,3.9,1.2,31.2,23.42
PLY-8579,19,Winger,2650,0.07,0.52,90.8,5.4,2.5,34.2,36.78
PLY-8580,20,Midfielder,1589,0.18,0.05,85.8,4.7,3.0,32.1,28.17
PLY-8581,35,Midfielder,2141,0.37,0.27,95.0,3.3,2.3,28.8,0.5
PLY-8582,29,Midfielder,1716,0.01,0.09,89.4,2.2,2.3,28.5,0.5
PLY-8583,18,Defender,3167,0.3,0.13,77.3,5.7,3.8,31.4,25.63
PLY-8584,29,Forward,1092,0.61,0.35,81.6,5.8,1.7,31.4,37.08
PLY-8585,22,Winger,1219,0.07,0.47,72.0,9.2,1.2,30.9,45.93
PLY-8586,34,Defender,2978,0.29,0.29,83.1,2.5,3.8,31.7,0.5
PLY-8587,33,Midfielder,2980,0.7,0.03,81.9,3.5,2.9,27.0,0.5
PLY-8588,32,Winger,2697,0.01,0.23,75.3,7.5,3.0,28.3,0.5
PLY-8589,32,Defender,2146,0.1,0.4,91.1,3.5,2.9,30.1,2.66
PLY-8590,22,Defender,1462,0.14,0.09,88.2,5.6,3.3,30.3,35.78
PLY-8591,31,Forward,2291,0.92,0.06,88.0,5.5,1.3,29.2,28.55
PLY-8592,19,Midfielder,2205,0.82,0.23,90.7,5.5,2.1,31.4,54.67
PLY-8593,28,Midfielder,2919,0.15,0.33,78.6,7.4,0.2,33.0,41.0
PLY-8594,24,Forward,1179,0.7,0.36,79.6,5.8,1.1,31.3,66.77
PLY-8595,23,Forward,2490,0.54,0.07,80.0,4.8,0.5,27.2,33.58
PLY-8596,19,Defender,1875,0.19,0.34,71.7,4.1,4.9,30.2,26.87
PLY-8597,23,Forward,2455,0.43,0.01,78.7,4.3,2.2,32.6,29.76
PLY-8598,35,Midfielder,3093,0.06,0.01,82.7,2.4,1.6,31.7,0.5
PLY-8599,19,Winger,1955,0.08,0.4,82.8,3.5,0.9,33.3,19.45
PLY-8600,35,Winger,1762,0.2,0.23,95.0,7.9,1.7,32.4,0.5
PLY-8601,32,Midfielder,956,0.01,0.07,85.9,6.9,1.5,30.3,10.66
PLY-8602,19,Winger,2224,0.59,0.42,82.8,6.3,4.2,32.1,51.21
PLY-8603,23,Forward,2921,0.39,0.07,80.5,7.7,3.4,29.3,36.29
PLY-8604,18,Forward,2606,0.41,0.04,86.4,4.1,1.4,26.7,12.45
PLY-8605,32,Defender,2958,0.18,0.06,75.6,0.6,4.6,26.9,0.5
PLY-8606,27,Midfielder,1469,0.31,0.11,95.0,6.3,3.3,30.0,34.02
PLY-8607,34,Midfielder,1485,0.03,0.12,85.3,3.5,1.4,27.0,0.5
PLY-8608,22,Midfielder,2601,0.1,0.28,83.6,6.5,0.5,30.9,22.64
PLY-8609,21,Forward,2801,1.2,0.25,87.8,1.9,0.2,30.5,57.83
PLY-8610,27,Forward,2013,0.43,0.11,76.7,5.3,3.7,33.6,43.13
PLY-8611,34,Midfielder,1883,0.09,0.34,90.3,2.9,2.0,27.9,0.5
PLY-8612,27,Defender,1219,0.45,0.02,90.4,4.9,4.7,31.8,52.52
PLY-8613,34,Defender,1482,0.01,0.05,80.6,6.0,3.7,29.1,0.5
PLY-8614,22,Midfielder,1396,0.16,0.32,95.0,5.6,0.7,29.3,28.37
PLY-8615,19,Midfielder,2772,0.12,0.09,89.9,4.6,0.9,29.9,9.95
PLY-8616,23,Forward,1896,0.45,0.72,85.9,1.7,0.6,27.0,35.92
PLY-8617,19,Forward,1218,0.43,0.11,90.2,6.0,3.2,33.1,35.42
PLY-8618,30,Defender,2434,0.02,0.28,91.8,6.6,6.2,34.6,39.8
PLY-8619,28,Midfielder,844,0.09,0.09,87.6,2.4,2.2,30.9,12.34
PLY-8620,28,Forward,3097,0.36,0.1,86.8,2.7,0.4,31.6,25.31
