source_node,target_node,relation_type
USR-587,USR-457,transaction
USR-681,USR-773,transaction
USR-77,USR-160,transaction
USR-406,USR-533,transaction
USR-221,USR-788,transaction
USR-516,USR-789,transaction
USR-584,USR-256,transaction
USR-150,USR-266,transaction
USR-53,USR-397,transaction
USR-377,USR-390,transaction
USR-722,USR-279,transaction
USR-296,USR-24,transaction
USR-796,USR-709,transaction
USR-455,USR-587,transaction
USR-120,USR-669,transaction
USR-31,USR-603,transaction
USR-140,USR-382,transaction
USR-604,USR-134,transaction
USR-579,USR-259,transaction
USR-734,USR-106,transaction
USR-15,USR-217,transaction
USR-226,USR-135,transaction
USR-153,USR-298,transaction
USR-461,USR-81,transaction
USR-619,USR-189,transaction
USR-700,USR-452,transaction
USR-474,USR-699,transaction
USR-387,USR-769,transaction
USR-276,USR-414,transaction
USR-293,USR-640,transaction
USR-705,USR-782,transaction
USR-757,USR-783,transaction
USR-125,USR-619,transaction
USR-317,USR-81,transaction
USR-667,USR-454,transaction
USR-205,USR-638,transaction
USR-487,USR-423,transaction
USR-514,USR-640,transaction
USR-340,USR-189,transaction
USR-50,USR-498,transaction
USR-207,USR-199,transaction
USR-97,USR-67,transaction
USR-102,USR-582,transaction
USR-714,USR-557,transaction
USR-203,USR-452,transaction
USR-38,USR-529,transaction
USR-484,USR-748,transaction
USR-211,USR-212,transaction
USR-264,USR-396,transaction
USR-749,USR-535,transaction
USR-350,USR-564,transaction
USR-61,USR-224,transaction
USR-655,USR-568,transaction
USR-161,USR-75,transaction
USR-784,USR-229,transaction
USR-773,USR-507,transaction
USR-4,USR-482,transaction
USR-646,USR-631,transaction
USR-678,USR-553,transaction
USR-171,USR-10,transaction
USR-707,USR-755,transaction
USR-432,USR-319,transaction
USR-384,USR-396,transaction
USR-433,USR-769,transaction
USR-439,USR-612,transaction
USR-447,USR-453,transaction
USR-139,USR-476,transaction
USR-237,USR-153,transaction
USR-635,USR-314,transaction
USR-355,USR-507,transaction
USR-442,USR-172,transaction
USR-497,USR-429,transaction
USR-34,USR-497,transaction
USR-680,USR-452,transaction
USR-735,USR-218,transaction
USR-403,USR-256,transaction
USR-459,USR-798,transaction
USR-185,USR-666,transaction
USR-760,USR-64,transaction
USR-667,USR-52,transaction
USR-595,USR-60,transaction
USR-447,USR-629,transaction
USR-595,USR-209,transaction
USR-160,USR-81,transaction
USR-112,USR-179,transaction
USR-407,USR-693,transaction
USR-473,USR-489,transaction
USR-60,USR-683,transaction
USR-581,USR-6,transaction
USR-440,USR-28,transaction
USR-549,USR-721,transaction
USR-402,USR-61,transaction
USR-381,USR-463,transaction
USR-145,USR-364,transaction
USR-747,USR-642,transaction
USR-714,USR-221,transaction
USR-782,USR-329,transaction
USR-364,USR-402,transaction
USR-258,USR-207,transaction
USR-46,USR-614,transaction
USR-519,USR-731,transaction
USR-487,USR-457,transaction
USR-722,USR-681,transaction
USR-526,USR-155,transaction
USR-523,USR-291,transaction
USR-461,USR-283,transaction
USR-737,USR-684,transaction
USR-628,USR-173,transaction
USR-202,USR-491,transaction
USR-417,USR-637,transaction
USR-441,USR-79,transaction
USR-692,USR-382,transaction
USR-190,USR-139,transaction
USR-211,USR-155,transaction
USR-362,USR-388,transaction
USR-613,USR-567,transaction
USR-537,USR-586,transaction
USR-535,USR-12,transaction
USR-650,USR-208,transaction
USR-338,USR-783,transaction
USR-97,USR-177,transaction
USR-302,USR-798,transaction
USR-468,USR-248,transaction
USR-227,USR-431,transaction
USR-583,USR-650,transaction
USR-193,USR-514,transaction
USR-226,USR-499,transaction
USR-603,USR-57,transaction
USR-521,USR-749,transaction
USR-423,USR-313,transaction
USR-264,USR-620,transaction
USR-287,USR-317,transaction
USR-369,USR-723,transaction
USR-558,USR-547,transaction
USR-145,USR-785,transaction
USR-684,USR-90,transaction
USR-159,USR-341,transaction
USR-248,USR-67,transaction
USR-534,USR-492,transaction
USR-792,USR-553,transaction
USR-113,USR-424,transaction
USR-368,USR-549,transaction
USR-397,USR-393,transaction
USR-452,USR-328,transaction
USR-246,USR-690,transaction
USR-548,USR-275,transaction
USR-5,USR-547,transaction
USR-269,USR-523,transaction
USR-557,USR-517,transaction
USR-384,USR-766,transaction
USR-437,USR-399,transaction
USR-627,USR-369,transaction
USR-504,USR-159,transaction
USR-343,USR-734,transaction
USR-651,USR-88,transaction
USR-280,USR-411,transaction
USR-66,USR-703,transaction
USR-318,USR-653,transaction
USR-764,USR-245,transaction
USR-294,USR-128,transaction
USR-509,USR-345,transaction
USR-518,USR-594,transaction
USR-523,USR-603,transaction
USR-399,USR-301,transaction
USR-47,USR-566,transaction
USR-302,USR-783,transaction
USR-226,USR-455,transaction
USR-641,USR-593,transaction
USR-505,USR-144,transaction
USR-330,USR-656,transaction
USR-711,USR-22,transaction
USR-132,USR-160,transaction
USR-707,USR-175,transaction
USR-690,USR-770,transaction
USR-43,USR-201,transaction
USR-627,USR-233,transaction
USR-0,USR-533,transaction
USR-250,USR-380,transaction
USR-63,USR-228,transaction
USR-421,USR-241,transaction
USR-157,USR-539,transaction
USR-126,USR-681,transaction
USR-694,USR-536,transaction
USR-648,USR-666,transaction
USR-556,USR-28,transaction
USR-121,USR-686,transaction
USR-446,USR-375,transaction
USR-65,USR-3,transaction
USR-26,USR-779,transaction
USR-455,USR-55,transaction
USR-665,USR-760,transaction
USR-391,USR-577,transaction
USR-505,USR-63,transaction
USR-236,USR-45,transaction
USR-575,USR-8,transaction
USR-608,USR-186,transaction
USR-39,USR-683,transaction
USR-667,USR-797,transaction
USR-22,USR-295,transaction
USR-414,USR-270,transaction
USR-730,USR-408,transaction
USR-159,USR-370,transaction
USR-686,USR-116,transaction
USR-663,USR-11,transaction
USR-185,USR-69,transaction
USR-355,USR-682,transaction
USR-48,USR-732,transaction
USR-37,USR-184,transaction
USR-11,USR-588,transaction
USR-261,USR-121,transaction
USR-287,USR-276,transaction
USR-150,USR-692,transaction
USR-759,USR-502,transaction
USR-413,USR-383,transaction
USR-761,USR-318,transaction
USR-206,USR-184,transaction
USR-792,USR-348,transaction
USR-431,USR-22,transaction
USR-205,USR-178,transaction
USR-299,USR-561,transaction
USR-743,USR-616,transaction
USR-416,USR-700,transaction
USR-666,USR-414,transaction
USR-745,USR-729,transaction
USR-283,USR-233,transaction
USR-407,USR-454,transaction
USR-722,USR-707,transaction
USR-69,USR-117,transaction
USR-121,USR-428,transaction
USR-284,USR-264,transaction
USR-519,USR-767,transaction
USR-224,USR-369,transaction
USR-597,USR-39,transaction
USR-707,USR-624,transaction
USR-43,USR-65,transaction
USR-770,USR-719,transaction
USR-16,USR-456,transaction
USR-74,USR-150,transaction
USR-481,USR-291,transaction
USR-14,USR-171,transaction
USR-675,USR-617,transaction
USR-348,USR-169,transaction
USR-446,USR-332,transaction
USR-346,USR-114,transaction
USR-298,USR-289,transaction
USR-443,USR-182,transaction
USR-227,USR-172,transaction
USR-407,USR-620,transaction
USR-418,USR-376,transaction
USR-692,USR-58,transaction
USR-469,USR-38,transaction
USR-400,USR-458,transaction
USR-400,USR-88,transaction
USR-20,USR-686,transaction
USR-670,USR-60,transaction
USR-390,USR-191,transaction
USR-569,USR-72,transaction
USR-668,USR-60,transaction
USR-587,USR-634,transaction
USR-297,USR-443,transaction
USR-730,USR-116,transaction
USR-633,USR-9,transaction
USR-700,USR-576,transaction
USR-254,USR-76,transaction
USR-547,USR-91,transaction
USR-62,USR-17,transaction
USR-159,USR-317,transaction
USR-438,USR-282,transaction
USR-511,USR-598,transaction
USR-275,USR-781,transaction
USR-685,USR-323,transaction
USR-201,USR-292,transaction
USR-295,USR-135,transaction
USR-260,USR-269,transaction
USR-190,USR-559,transaction
USR-685,USR-107,transaction
USR-160,USR-617,transaction
USR-2,USR-204,transaction
USR-137,USR-429,transaction
USR-94,USR-32,transaction
USR-134,USR-670,transaction
USR-281,USR-559,transaction
USR-727,USR-539,transaction
USR-419,USR-790,transaction
USR-591,USR-691,transaction
USR-208,USR-114,transaction
USR-784,USR-583,transaction
USR-695,USR-57,transaction
USR-470,USR-108,transaction
USR-749,USR-554,transaction
USR-26,USR-340,transaction
USR-686,USR-326,transaction
USR-502,USR-779,transaction
USR-232,USR-746,transaction
USR-165,USR-257,transaction
USR-455,USR-591,transaction
USR-713,USR-206,transaction
USR-107,USR-312,transaction
