applicant_id,age,gender,annual_income,credit_score,debt_to_income_ratio,employment_years,open_credit_lines,delinquencies_2yr,loan_amount,loan_purpose,default_status
APP-20705,61,Male,53470,526,0.177,11.4,5,0,16631,Home Improvement,1
APP-20706,59,Male,127003,604,0.295,3.5,4,0,20279,Home Improvement,1
APP-20707,21,Male,30970,752,0.39,5.8,12,1,17548,Debt Consolidation,1
APP-20708,23,Female,43661,698,0.412,19.3,10,1,24098,Debt Consolidation,0
APP-20709,33,Male,45558,657,0.099,1.3,11,0,12288,Credit Card Refinance,0
APP-20710,48,Female,68987,717,0.409,0.9,3,0,19554,Small Business,0
APP-20711,69,Female,99582,586,0.171,2.1,6,0,31178,Debt Consolidation,0
APP-20712,45,Male,51046,673,0.302,0.9,10,0,12167,Credit Card Refinance,0
APP-20713,53,Male,45446,553,0.471,1.7,7,0,2000,Debt Consolidation,1
APP-20714,58,Female,21684,692,0.455,6.8,8,0,22201,Home Improvement,0
APP-20715,26,Female,52146,686,0.479,3.2,5,0,35926,Credit Card Refinance,1
APP-20716,64,Female,34280,688,0.192,2.4,9,0,12559,Home Improvement,1
APP-20717,65,Male,68881,745,0.222,2.3,4,0,28213,Major Purchase,0
APP-20718,52,Male,39131,720,0.252,1.1,7,0,18111,Small Business,1
APP-20719,65,Male,42943,591,0.302,3.0,4,0,10140,Home Improvement,1
APP-20720,67,Male,21957,746,0.346,4.9,7,1,23508,Small Business,1
APP-20721,41,Female,18100,656,0.473,0.7,1,0,6617,Credit Card Refinance,1
APP-20722,36,Female,136426,541,0.209,18.0,6,0,30170,Major Purchase,1
APP-20723,41,Female,52644,662,0.245,2.9,9,0,18887,Small Business,1
APP-20724,31,Female,61229,712,0.491,14.8,6,3,4348,Debt Consolidation,1
APP-20725,57,Female,29680,604,0.181,0.7,3,1,32831,Credit Card Refinance,1
APP-20726,56,Male,79343,756,0.407,7.3,6,0,24859,Major Purchase,0
APP-20727,55,Male,71849,609,0.309,4.8,6,0,20528,Debt Consolidation,1
APP-20728,39,Female,31529,638,0.367,8.6,7,0,25106,Debt Consolidation,1
APP-20729,40,Male,27371,626,0.223,4.6,14,1,2000,Major Purchase,0
APP-20730,38,Female,32764,558,0.405,16.5,5,1,13004,Home Improvement,1
APP-20731,67,Female,48264,605,0.241,4.9,7,0,38072,Major Purchase,0
APP-20732,61,Male,53739,623,0.15,7.7,5,0,19037,Major Purchase,0
APP-20733,69,Female,50066,661,0.378,10.5,7,0,12875,Major Purchase,1
APP-20734,34,Female,100137,474,0.05,6.3,6,0,19351,Small Business,1
APP-20735,35,Female,33082,716,0.252,3.7,5,0,9212,Home Improvement,0
APP-20736,51,Female,26966,715,0.355,1.6,5,0,30620,Credit Card Refinance,1
APP-20737,21,Female,49023,746,0.411,9.6,6,0,14428,Debt Consolidation,0
APP-20738,23,Male,19318,573,0.467,3.3,7,0,5370,Small Business,1
APP-20739,36,Male,71872,650,0.533,4.8,10,1,19361,Home Improvement,1
APP-20740,43,Female,51734,731,0.497,0.4,8,0,25979,Major Purchase,1
APP-20741,31,Female,40703,736,0.343,3.4,6,0,23561,Small Business,0
APP-20742,32,Male,39479,766,0.455,6.0,7,2,6812,Small Business,0
APP-20743,30,Male,80861,676,0.341,4.4,8,0,10408,Debt Consolidation,0
APP-20744,52,Female,79457,666,0.402,3.0,7,0,2000,Credit Card Refinance,0
APP-20745,36,Female,42808,568,0.248,1.3,9,0,23709,Home Improvement,1
APP-20746,28,Female,67878,739,0.375,1.9,8,2,21760,Home Improvement,1
APP-20747,58,Female,78814,640,0.263,6.0,6,0,22527,Home Improvement,0
APP-20748,32,Male,58955,672,0.299,1.3,7,1,14519,Major Purchase,1
APP-20749,44,Male,43782,667,0.376,4.9,8,0,2781,Major Purchase,0
APP-20750,48,Female,60454,514,0.571,4.5,10,0,11606,Small Business,1
APP-20751,28,Male,27681,617,0.367,17.6,5,0,26873,Credit Card Refinance,1
APP-20752,48,Male,50975,699,0.319,0.3,4,1,20972,Debt Consolidation,1
APP-20753,56,Male,43121,666,0.22,0.6,8,0,4169,Debt Consolidation,0
APP-20754,46,Female,39560,700,0.428,3.5,5,1,15813,Credit Card Refinance,1
APP-20755,28,Female,18966,720,0.28,3.7,8,0,22528,Home Improvement,0
APP-20756,70,Male,27856,616,0.365,0.2,5,0,17194,Credit Card Refinance,0
APP-20757,48,Male,37524,636,0.404,8.7,3,0,6650,Debt Consolidation,1
APP-20758,48,Female,80199,660,0.472,3.4,7,1,14110,Major Purchase,1
APP-20759,57,Female,57365,720,0.421,2.1,9,0,12150,Credit Card Refinance,1
APP-20760,61,Male,82192,654,0.173,1.9,7,0,18268,Small Business,1
APP-20761,56,Male,97110,554,0.114,9.9,7,0,20248,Major Purchase,0
APP-20762,47,Male,58754,657,0.404,1.1,9,0,12753,Small Business,0
APP-20763,37,Female,52953,717,0.33,0.9,9,0,23168,Small Business,0
APP-20764,29,Male,28705,758,0.367,1.2,8,3,31075,Credit Card Refinance,1
APP-20765,53,Male,146190,688,0.526,4.9,11,1,42921,Small Business,0
APP-20766,40,Female,22475,573,0.246,8.3,5,0,10546,Home Improvement,1
APP-20767,33,Female,52328,643,0.475,2.0,5,1,18599,Credit Card Refinance,1
APP-20768,48,Male,77500,700,0.247,1.0,12,0,3491,Debt Consolidation,0
APP-20769,68,Female,78096,726,0.508,1.2,11,0,14182,Home Improvement,0
APP-20770,49,Male,25970,702,0.41,4.8,8,0,28230,Major Purchase,1
APP-20771,33,Female,38911,653,0.139,1.4,6,0,2000,Credit Card Refinance,1
APP-20772,66,Male,31589,725,0.27,10.5,12,1,14662,Debt Consolidation,1
APP-20773,55,Female,18000,628,0.55,0.5,7,0,17716,Debt Consolidation,1
APP-20774,26,Male,52663,682,0.535,0.2,6,0,5498,Credit Card Refinance,1
APP-20775,38,Female,33034,718,0.393,0.5,8,0,21011,Home Improvement,1
APP-20776,71,Female,112197,707,0.363,9.3,2,0,20033,Debt Consolidation,1
APP-20777,25,Female,68757,708,0.349,5.3,5,0,13104,Credit Card Refinance,1
APP-20778,67,Female,50149,707,0.372,15.8,5,0,23190,Credit Card Refinance,1
APP-20779,45,Female,37798,601,0.303,2.0,5,0,11357,Small Business,0
APP-20780,22,Male,52224,671,0.465,1.2,8,0,21646,Credit Card Refinance,1
APP-20781,30,Male,42585,610,0.389,4.1,6,0,18032,Debt Consolidation,1
APP-20782,50,Female,50931,651,0.204,3.9,6,1,19877,Small Business,1
APP-20783,70,Male,139511,594,0.399,4.5,5,0,16042,Debt Consolidation,1
APP-20784,65,Female,27292,692,0.34,2.1,7,0,7216,Home Improvement,0
APP-20785,25,Female,44678,542,0.283,0.0,8,0,6816,Home Improvement,1
APP-20786,53,Male,72295,710,0.548,0.2,13,0,11840,Debt Consolidation,0
APP-20787,21,Female,39337,670,0.332,5.5,11,1,13636,Major Purchase,1
APP-20788,38,Male,116926,793,0.085,3.7,6,0,20176,Major Purchase,0
APP-20789,52,Female,71193,656,0.291,8.6,3,1,17741,Major Purchase,1
APP-20790,67,Male,33011,656,0.439,1.8,2,0,14338,Debt Consolidation,0
APP-20791,69,Male,54843,714,0.209,8.4,6,0,2000,Credit Card Refinance,0
APP-20792,31,Female,33271,660,0.435,2.8,5,1,12435,Small Business,1
APP-20793,41,Female,31629,687,0.2,0.5,8,2,8725,Credit Card Refinance,1
APP-20794,46,Female,45382,734,0.48,19.1,7,3,31962,Debt Consolidation,1
APP-20795,45,Female,98230,652,0.251,3.6,7,0,18587,Credit Card Refinance,0
APP-20796,42,Male,73865,747,0.278,5.0,7,0,30524,Home Improvement,0
APP-20797,47,Female,48415,560,0.269,5.6,10,1,18616,Small Business,1
APP-20798,69,Male,75331,774,0.392,2.3,9,0,32920,Debt Consolidation,0
APP-20799,33,Female,56825,553,0.541,6.9,9,0,20523,Small Business,1
APP-20800,53,Female,25759,757,0.322,10.2,6,2,20829,Major Purchase,1
APP-20801,54,Female,45259,548,0.319,2.4,4,0,33577,Major Purchase,1
APP-20802,61,Female,47087,798,0.251,5.4,6,0,12309,Home Improvement,0
APP-20803,55,Male,74527,680,0.125,7.1,8,0,12679,Debt Consolidation,0
APP-20804,21,Female,35898,608,0.263,1.1,9,3,18998,Major Purchase,1
APP-20805,41,Male,29674,791,0.169,2.0,6,0,41341,Small Business,0
APP-20806,68,Female,47808,599,0.094,0.6,3,0,14981,Small Business,1
APP-20807,26,Male,34372,655,0.311,4.6,4,0,20470,Home Improvement,1
APP-20808,48,Female,41030,839,0.255,8.1,5,1,25229,Major Purchase,0
APP-20809,37,Female,46887,695,0.485,4.7,7,0,30791,Credit Card Refinance,1
APP-20810,25,Male,39708,538,0.217,1.0,3,1,25177,Major Purchase,1
APP-20811,51,Male,83262,652,0.4,4.0,3,0,29911,Home Improvement,1
APP-20812,25,Female,106709,646,0.398,9.0,10,0,24108,Major Purchase,1
APP-20813,58,Male,78794,682,0.48,1.8,11,0,18896,Debt Consolidation,1
APP-20814,23,Male,18505,667,0.298,8.9,9,0,9376,Home Improvement,0
APP-20815,43,Male,34437,705,0.478,7.7,10,0,13861,Credit Card Refinance,1
APP-20816,57,Male,44433,570,0.387,0.1,6,2,15092,Small Business,1
APP-20817,57,Female,18000,634,0.457,1.4,8,0,20319,Major Purchase,1
APP-20818,30,Female,30280,690,0.607,3.9,3,0,22224,Small Business,0
APP-20819,30,Male,44121,620,0.305,6.3,5,0,33320,Home Improvement,1
APP-20820,39,Male,38294,741,0.34,10.6,10,0,2000,Small Business,1
APP-20821,37,Male,49254,621,0.277,5.1,14,0,17600,Debt Consolidation,0
APP-20822,41,Male,22937,679,0.505,2.4,6,1,33278,Home Improvement,1
APP-20823,34,Male,38057,663,0.633,1.0,9,0,6970,Home Improvement,1
APP-20824,29,Male,53292,604,0.408,7.1,5,1,12362,Major Purchase,1
APP-20825,66,Male,49296,673,0.127,1.2,5,0,21730,Home Improvement,1
APP-20826,21,Female,62679,584,0.214,5.9,10,1,24959,Debt Consolidation,1
APP-20827,71,Male,60701,641,0.459,1.0,5,0,6931,Major Purchase,1
APP-20828,65,Female,39186,671,0.183,0.5,8,2,30377,Debt Consolidation,1
APP-20829,33,Female,52368,577,0.248,1.4,5,0,22621,Credit Card Refinance,1
APP-20830,24,Female,31571,710,0.244,1.7,6,0,6843,Major Purchase,1
APP-20831,21,Female,42250,686,0.311,5.2,5,0,27229,Home Improvement,1
APP-20832,69,Female,27430,704,0.351,0.9,6,2,26190,Home Improvement,1
APP-20833,60,Female,88078,670,0.093,13.3,8,0,17983,Home Improvement,0
APP-20834,52,Female,42174,595,0.137,4.0,9,0,14330,Credit Card Refinance,0
APP-20835,54,Female,88006,669,0.14,3.4,9,0,8653,Debt Consolidation,0
APP-20836,48,Female,58181,710,0.154,2.9,4,1,14724,Home Improvement,1
APP-20837,51,Female,30118,592,0.322,4.2,6,3,26242,Small Business,1
APP-20838,28,Male,56280,597,0.343,0.1,5,0,4258,Home Improvement,1
APP-20839,59,Male,76522,654,0.442,23.1,5,0,11327,Major Purchase,1
APP-20840,46,Male,46973,645,0.387,4.1,12,0,20321,Major Purchase,1
APP-20841,54,Female,51057,668,0.25,0.2,8,3,23679,Small Business,1
APP-20842,23,Female,36195,651,0.348,4.5,4,0,23361,Credit Card Refinance,1
APP-20843,70,Female,49674,680,0.447,2.9,12,0,11745,Major Purchase,1
APP-20844,32,Female,55873,749,0.293,0.1,7,0,17173,Credit Card Refinance,1
APP-20845,21,Male,35655,704,0.283,12.9,7,0,14319,Credit Card Refinance,1
APP-20846,64,Male,27075,673,0.207,0.1,6,2,20145,Small Business,1
APP-20847,25,Female,99546,598,0.223,4.3,11,1,22633,Major Purchase,1
APP-20848,50,Female,68341,623,0.402,16.3,3,0,16614,Home Improvement,1
APP-20849,50,Female,36271,724,0.32,1.4,6,2,18924,Credit Card Refinance,1
APP-20850,37,Male,55315,639,0.555,1.5,8,2,17999,Credit Card Refinance,1
APP-20851,68,Female,21737,607,0.239,0.0,7,0,5416,Major Purchase,1
APP-20852,67,Female,18000,806,0.411,0.3,8,0,28350,Major Purchase,0
APP-20853,43,Female,88989,769,0.366,0.2,5,0,26285,Small Business,1
APP-20854,35,Female,55617,661,0.309,8.6,11,0,3596,Debt Consolidation,1
APP-20855,57,Female,47751,599,0.268,9.1,6,0,34854,Debt Consolidation,1
APP-20856,41,Male,55712,717,0.392,6.5,10,0,21287,Debt Consolidation,0
APP-20857,34,Female,250000,638,0.385,2.2,3,1,22372,Credit Card Refinance,1
APP-20858,22,Female,79063,727,0.344,8.6,10,2,13985,Small Business,1
APP-20859,31,Female,27584,638,0.371,3.9,5,0,18993,Debt Consolidation,0
APP-20860,71,Female,19453,776,0.324,1.8,8,0,22370,Major Purchase,1
APP-20861,59,Male,87552,636,0.123,2.9,4,0,32571,Credit Card Refinance,0
APP-20862,58,Male,78499,823,0.33,0.3,10,2,9238,Credit Card Refinance,0
APP-20863,54,Female,67257,682,0.288,14.5,13,0,26988,Major Purchase,0
APP-20864,58,Female,31348,759,0.554,4.8,8,0,14633,Small Business,1
APP-20865,70,Female,59862,634,0.396,6.6,8,0,29362,Small Business,1
APP-20866,54,Male,32930,584,0.344,5.6,7,0,6381,Debt Consolidation,1
APP-20867,38,Female,70581,520,0.376,5.5,9,0,17389,Major Purchase,1
APP-20868,50,Female,84158,752,0.197,0.1,8,0,2000,Home Improvement,0
APP-20869,35,Female,36355,674,0.247,3.7,9,0,12727,Small Business,1
APP-20870,47,Male,91353,588,0.28,8.6,4,0,14177,Debt Consolidation,1
APP-20871,71,Female,52217,755,0.367,0.2,8,0,21484,Credit Card Refinance,1
APP-20872,54,Female,64249,745,0.268,15.6,12,0,5443,Small Business,0
APP-20873,58,Male,23853,759,0.26,2.8,7,0,31254,Home Improvement,1
APP-20874,53,Female,55699,582,0.192,1.7,8,0,32640,Credit Card Refinance,1
APP-20875,44,Female,33807,751,0.323,3.8,1,0,19234,Credit Card Refinance,0
APP-20876,35,Female,63643,694,0.34,8.1,5,0,7429,Major Purchase,1
APP-20877,50,Male,109857,762,0.371,3.2,5,0,6638,Major Purchase,0
APP-20878,62,Male,57482,705,0.236,5.2,9,0,18778,Small Business,0
APP-20879,71,Male,29867,681,0.364,3.5,8,0,11661,Home Improvement,0
APP-20880,37,Male,69186,751,0.195,5.0,11,1,28215,Major Purchase,0
APP-20881,25,Male,61143,725,0.294,0.7,3,0,15281,Debt Consolidation,0
APP-20882,49,Female,152090,740,0.356,0.2,12,0,21616,Credit Card Refinance,1
APP-20883,24,Male,56369,638,0.289,0.7,9,2,17533,Debt Consolidation,1
APP-20884,30,Female,35524,658,0.133,1.7,8,0,13686,Credit Card Refinance,0
APP-20885,37,Female,74895,557,0.147,1.5,7,0,11922,Debt Consolidation,1
APP-20886,30,Female,45696,633,0.347,4.8,5,0,8805,Credit Card Refinance,0
APP-20887,37,Female,51232,721,0.39,3.0,5,0,14984,Major Purchase,1
APP-20888,40,Female,29417,706,0.361,0.2,8,0,18547,Debt Consolidation,0
APP-20889,44,Female,45828,606,0.392,0.2,3,0,19833,Small Business,1
APP-20890,25,Male,49858,753,0.286,0.5,4,0,18252,Small Business,1
APP-20891,54,Male,45679,850,0.409,2.2,11,2,16426,Home Improvement,0
APP-20892,26,Female,35419,611,0.36,0.0,4,0,2991,Home Improvement,1
APP-20893,22,Female,57441,656,0.243,3.4,9,0,27305,Home Improvement,0
APP-20894,33,Male,29498,629,0.382,2.2,7,0,5727,Debt Consolidation,1
APP-20895,63,Female,25914,663,0.356,4.1,7,0,22041,Credit Card Refinance,1
APP-20896,63,Female,72420,687,0.521,6.4,6,0,27884,Home Improvement,0
APP-20897,68,Male,68855,624,0.486,1.4,6,0,27577,Major Purchase,1
APP-20898,31,Female,23880,652,0.309,0.9,6,0,24394,Small Business,1
APP-20899,71,Female,18000,675,0.27,1.6,5,0,18596,Small Business,1
APP-20900,67,Male,28146,700,0.507,0.0,7,1,10774,Major Purchase,0
APP-20901,43,Female,45680,765,0.386,0.6,8,0,6815,Small Business,1
APP-20902,36,Male,92493,669,0.299,6.9,8,0,18288,Debt Consolidation,0
APP-20903,51,Female,45070,633,0.081,1.3,12,0,12564,Major Purchase,1
APP-20904,31,Male,32107,715,0.229,25.8,5,0,13899,Debt Consolidation,1
APP-20905,36,Male,53195,696,0.221,0.9,7,0,23532,Small Business,0
APP-20906,28,Female,46041,657,0.302,7.8,13,0,16556,Major Purchase,1
APP-20907,24,Female,22935,701,0.394,6.1,5,1,11989,Major Purchase,1
APP-20908,60,Male,23010,645,0.413,1.9,12,0,41893,Major Purchase,1
APP-20909,24,Male,23353,635,0.5,2.0,6,2,15307,Small Business,1
APP-20910,45,Female,191744,546,0.432,4.1,8,1,24241,Small Business,1
APP-20911,23,Male,78667,648,0.164,9.6,11,0,23551,Small Business,1
APP-20912,52,Male,35364,555,0.444,2.4,4,3,14663,Home Improvement,1
APP-20913,23,Male,90178,628,0.528,0.3,8,0,12477,Home Improvement,1
APP-20914,47,Male,35866,707,0.522,2.3,3,0,4940,Credit Card Refinance,0
APP-20915,49,Female,88552,572,0.174,1.2,10,1,19958,Major Purchase,1
APP-20916,52,Female,51234,657,0.297,14.0,6,3,18284,Small Business,1
APP-20917,70,Male,34119,674,0.435,6.0,4,0,8302,Major Purchase,1
APP-20918,71,Female,71246,654,0.181,0.3,8,0,28147,Debt Consolidation,1
APP-20919,39,Male,52872,638,0.113,1.7,9,0,22997,Debt Consolidation,1
APP-20920,41,Female,61025,691,0.358,0.3,10,0,18160,Small Business,1
APP-20921,25,Female,55189,700,0.239,8.9,4,0,15048,Home Improvement,1
APP-20922,38,Male,54871,670,0.124,11.8,4,0,16287,Credit Card Refinance,0
APP-20923,48,Female,76138,642,0.468,0.6,6,0,8546,Home Improvement,0
APP-20924,62,Female,203026,726,0.34,2.9,9,0,13155,Major Purchase,0
APP-20925,42,Male,97424,584,0.258,13.4,5,0,23786,Home Improvement,1
APP-20926,41,Male,55315,714,0.204,0.8,4,0,16707,Small Business,0
APP-20927,26,Male,41322,697,0.341,1.7,16,0,35132,Home Improvement,1
APP-20928,21,Female,43896,682,0.382,1.8,7,0,13194,Debt Consolidation,0
APP-20929,25,Female,24566,669,0.359,0.2,5,0,17312,Small Business,1
APP-20930,61,Female,70650,547,0.138,0.2,5,0,21846,Small Business,1
APP-20931,32,Female,28051,760,0.377,15.3,10,0,22975,Small Business,0
APP-20932,46,Female,39940,724,0.403,4.2,10,0,15983,Home Improvement,0
APP-20933,66,Female,70876,607,0.279,1.8,6,0,12366,Debt Consolidation,1
APP-20934,54,Female,43022,719,0.445,2.4,8,0,15636,Home Improvement,1
APP-20935,69,Male,37393,682,0.218,6.3,8,0,21455,Major Purchase,0
APP-20936,34,Female,25371,632,0.475,2.3,5,0,15889,Credit Card Refinance,1
APP-20937,46,Female,95123,747,0.336,1.3,9,0,37463,Credit Card Refinance,0
APP-20938,65,Male,30999,641,0.26,0.5,1,0,15708,Credit Card Refinance,1
APP-20939,47,Female,35517,758,0.282,6.5,9,0,19988,Major Purchase,1
APP-20940,29,Male,18298,704,0.44,1.0,7,1,18332,Major Purchase,1
APP-20941,46,Male,48488,732,0.348,0.4,5,0,16310,Major Purchase,1
APP-20942,67,Female,40810,707,0.397,2.8,16,0,25015,Debt Consolidation,0
APP-20943,42,Male,54177,704,0.449,0.2,4,1,9908,Small Business,1
APP-20944,67,Male,25692,683,0.257,16.8,8,0,36940,Major Purchase,0
APP-20945,50,Male,73408,622,0.335,4.9,7,0,12576,Credit Card Refinance,1
APP-20946,63,Female,18000,674,0.293,0.8,8,0,21809,Credit Card Refinance,1
APP-20947,68,Male,46597,729,0.442,0.9,6,1,19692,Home Improvement,1
APP-20948,37,Female,52235,716,0.274,4.2,12,0,17840,Small Business,1
APP-20949,46,Male,50603,702,0.326,2.2,9,0,28569,Major Purchase,0
APP-20950,56,Female,53464,533,0.595,7.4,6,0,33568,Small Business,1
APP-20951,21,Female,75642,656,0.474,3.9,11,0,11761,Major Purchase,1
APP-20952,28,Male,101578,649,0.196,2.8,6,1,11920,Credit Card Refinance,1
APP-20953,69,Male,44999,598,0.428,16.5,10,2,22337,Small Business,1
APP-20954,55,Male,28787,728,0.403,2.5,9,0,17613,Small Business,1
APP-20955,35,Female,66728,538,0.188,2.6,5,0,14016,Major Purchase,1
APP-20956,67,Male,42018,724,0.307,5.5,8,1,15735,Major Purchase,0
APP-20957,42,Male,98276,756,0.206,8.3,9,0,14009,Small Business,0
APP-20958,34,Male,35204,656,0.05,4.9,10,0,9040,Major Purchase,0
APP-20959,46,Male,30579,665,0.302,6.0,7,0,20178,Small Business,0
APP-20960,48,Male,53055,732,0.259,2.3,9,0,18419,Home Improvement,1
APP-20961,43,Female,18821,620,0.188,3.3,7,0,14375,Small Business,1
APP-20962,34,Female,37907,712,0.319,1.1,15,0,2772,Debt Consolidation,0
APP-20963,44,Male,40887,610,0.066,5.7,6,0,15344,Small Business,0
APP-20964,22,Female,55340,590,0.325,1.3,9,0,33678,Home Improvement,1
APP-20965,65,Male,28340,689,0.322,0.0,3,0,15333,Home Improvement,1
APP-20966,46,Female,30220,668,0.401,13.6,8,1,15585,Credit Card Refinance,1
APP-20967,34,Female,92623,558,0.128,1.8,9,1,14135,Credit Card Refinance,1
APP-20968,71,Female,48659,761,0.577,1.1,7,0,22954,Debt Consolidation,1
APP-20969,27,Female,78869,643,0.531,1.6,3,0,26590,Major Purchase,1
APP-20970,23,Male,36388,703,0.227,2.0,9,1,12755,Major Purchase,0
APP-20971,67,Female,47574,774,0.495,3.2,7,1,5962,Home Improvement,1
APP-20972,43,Female,55160,686,0.423,0.4,10,0,15273,Home Improvement,1
APP-20973,66,Male,128175,752,0.267,0.3,9,0,13800,Credit Card Refinance,0
APP-20974,63,Female,43491,613,0.247,1.7,7,0,16331,Home Improvement,1
APP-20975,67,Male,44736,762,0.256,1.8,7,0,27551,Small Business,1
APP-20976,65,Female,89678,616,0.65,0.6,8,0,9812,Small Business,1
APP-20977,38,Male,39779,632,0.483,2.6,3,0,21375,Debt Consolidation,1
APP-20978,58,Male,57328,575,0.296,1.7,4,0,21428,Small Business,1
APP-20979,55,Female,85479,687,0.306,0.1,10,0,22031,Debt Consolidation,0
APP-20980,71,Female,35713,711,0.422,10.8,6,0,23564,Credit Card Refinance,1
APP-20981,35,Male,59115,719,0.416,10.9,5,2,2889,Small Business,1
APP-20982,45,Male,128034,576,0.205,1.2,6,0,22838,Debt Consolidation,1
APP-20983,57,Female,81366,694,0.356,0.9,6,0,17918,Major Purchase,1
APP-20984,48,Male,57337,696,0.254,4.0,6,1,12481,Debt Consolidation,1
APP-20985,30,Male,43330,709,0.338,5.0,4,0,31226,Small Business,0
APP-20986,59,Female,35158,619,0.314,15.8,8,0,25142,Debt Consolidation,1
APP-20987,37,Female,28466,507,0.442,2.4,14,0,11515,Credit Card Refinance,1
APP-20988,59,Male,112453,715,0.288,4.8,9,0,14188,Home Improvement,1
APP-20989,42,Female,101063,660,0.334,10.5,6,0,26638,Major Purchase,0
APP-20990,46,Female,34152,688,0.095,3.0,10,0,17754,Credit Card Refinance,1
APP-20991,64,Female,59025,663,0.359,0.7,5,0,7622,Major Purchase,1
APP-20992,45,Female,52116,685,0.227,2.4,8,1,32057,Major Purchase,1
APP-20993,37,Male,94035,717,0.138,0.7,11,1,16035,Debt Consolidation,1
APP-20994,33,Male,60508,549,0.455,0.1,3,0,18242,Home Improvement,1
APP-20995,40,Male,48409,744,0.315,7.0,2,0,21673,Debt Consolidation,0
APP-20996,45,Female,36390,658,0.071,1.4,5,0,11310,Debt Consolidation,1
APP-20997,24,Male,59129,775,0.226,0.0,10,0,28374,Small Business,0
APP-20998,30,Female,40477,640,0.321,10.3,8,1,10574,Debt Consolidation,1
APP-20999,23,Male,55346,625,0.324,2.9,9,1,19922,Home Improvement,1
APP-21000,61,Male,47014,660,0.26,1.4,11,0,13787,Credit Card Refinance,1
APP-21001,65,Female,39939,702,0.05,1.5,7,0,26521,Debt Consolidation,0
APP-21002,38,Male,28709,652,0.254,1.4,8,0,22542,Home Improvement,1
APP-21003,67,Male,65043,707,0.449,1.1,11,1,16577,Debt Consolidation,0
APP-21004,56,Female,50182,644,0.488,9.2,10,0,5590,Major Purchase,0
APP-21005,67,Male,131016,672,0.247,0.9,6,0,21021,Debt Consolidation,0
APP-21006,42,Female,27783,815,0.546,4.1,5,2,19161,Small Business,1
APP-21007,54,Female,69141,693,0.126,0.4,11,2,5651,Major Purchase,1
APP-21008,67,Male,46842,698,0.223,14.9,12,0,19635,Home Improvement,1
APP-21009,28,Female,155572,574,0.427,4.6,7,0,23269,Debt Consolidation,1
APP-21010,60,Male,66299,758,0.408,11.7,7,0,18516,Major Purchase,1
APP-21011,69,Male,58605,739,0.319,2.5,2,0,14020,Major Purchase,0
APP-21012,64,Male,46908,623,0.186,8.3,14,0,28982,Credit Card Refinance,1
APP-21013,39,Male,33299,738,0.185,9.6,7,0,32603,Major Purchase,0
APP-21014,62,Female,58178,691,0.233,6.1,9,0,9094,Home Improvement,1
APP-21015,61,Male,22919,673,0.191,0.5,8,0,26240,Debt Consolidation,1
APP-21016,57,Female,23506,753,0.336,0.1,3,1,21423,Major Purchase,1
APP-21017,26,Female,85548,636,0.309,0.9,4,0,13122,Home Improvement,0
APP-21018,46,Female,18598,623,0.181,0.6,5,0,16304,Credit Card Refinance,1
APP-21019,54,Male,41119,683,0.277,6.5,6,0,16665,Debt Consolidation,1
APP-21020,65,Male,27528,704,0.05,4.1,7,3,26402,Small Business,1
APP-21021,26,Female,39286,732,0.361,3.7,8,0,14449,Major Purchase,1
APP-21022,57,Male,54257,660,0.406,1.5,11,0,3351,Major Purchase,1
APP-21023,53,Male,84246,614,0.211,0.8,4,0,16293,Credit Card Refinance,1
APP-21024,42,Male,95769,834,0.226,1.2,7,0,25492,Home Improvement,0
APP-21025,41,Male,29571,599,0.351,2.6,8,0,27495,Credit Card Refinance,1
APP-21026,26,Female,37938,673,0.333,6.7,6,0,14704,Home Improvement,0
APP-21027,26,Male,250000,720,0.413,1.5,4,0,21811,Debt Consolidation,0
APP-21028,68,Male,42722,744,0.227,6.0,8,0,27643,Major Purchase,0
APP-21029,24,Male,30175,633,0.241,3.4,9,3,23227,Small Business,1
APP-21030,50,Female,33067,548,0.294,10.8,13,0,34521,Credit Card Refinance,0
APP-21031,31,Female,42861,631,0.192,1.3,8,0,29144,Small Business,1
APP-21032,50,Male,39497,725,0.291,3.0,12,0,14553,Small Business,0
APP-21033,51,Female,43092,711,0.194,0.5,8,0,17203,Major Purchase,1
APP-21034,44,Female,48446,713,0.37,2.0,7,1,31578,Major Purchase,1
APP-21035,29,Female,48260,716,0.208,3.5,6,0,8627,Small Business,0
APP-21036,23,Female,28983,757,0.35,6.6,5,0,17456,Debt Consolidation,1
APP-21037,71,Male,60061,619,0.495,1.1,3,0,33222,Small Business,1
APP-21038,51,Male,52395,592,0.371,1.2,12,1,34247,Home Improvement,1
APP-21039,60,Male,64416,694,0.341,5.0,6,2,20354,Home Improvement,1
APP-21040,57,Male,19092,601,0.156,2.4,7,0,4667,Home Improvement,0
APP-21041,56,Female,53437,588,0.487,3.3,6,0,15141,Home Improvement,1
APP-21042,44,Male,18000,749,0.454,9.0,2,0,23783,Credit Card Refinance,0
APP-21043,51,Male,44508,686,0.301,3.5,5,0,11660,Debt Consolidation,0
APP-21044,26,Female,70394,671,0.274,5.3,6,0,36760,Credit Card Refinance,1
APP-21045,22,Female,87131,673,0.222,5.3,14,0,16117,Credit Card Refinance,0
APP-21046,40,Male,58921,663,0.535,8.1,10,0,28639,Home Improvement,1
APP-21047,48,Male,71073,749,0.414,5.1,7,0,17035,Debt Consolidation,0
