customer_id,recency_days,frequency_orders,monetary_value_usd,true_segment
CUST-1686,41,4,540.03,Potential
CUST-1687,15,13,1579.77,Loyal
CUST-1688,239,9,569.79,At-Risk
CUST-1689,28,7,2070.89,Loyal
CUST-1690,34,7,1556.92,Loyal
CUST-1691,62,5,609.7,Potential
CUST-1692,59,5,455.22,Potential
CUST-1693,40,7,1567.44,Loyal
CUST-1694,5,28,3431.79,Champions
CUST-1695,45,4,425.46,Potential
CUST-1696,22,13,1888.44,Loyal
CUST-1697,48,3,540.71,Potential
CUST-1698,44,6,1679.47,Loyal
CUST-1699,35,4,481.35,Potential
CUST-1700,26,6,595.54,Potential
CUST-1701,9,14,2897.94,Champions
CUST-1702,34,10,1475.95,Loyal
CUST-1703,8,26,3692.21,Champions
CUST-1704,14,31,2707.93,Champions
CUST-1705,447,1,32.57,Hibernating
CUST-1706,31,15,1200.11,Loyal
CUST-1707,197,5,855.58,At-Risk
CUST-1708,48,9,1366.52,Loyal
CUST-1709,22,6,357.48,Potential
CUST-1710,215,4,884.56,At-Risk
CUST-1711,75,4,507.53,Potential
CUST-1712,83,6,391.54,Potential
CUST-1713,58,5,407.77,Potential
CUST-1714,50,9,1578.51,Loyal
CUST-1715,402,2,87.7,Hibernating
CUST-1716,216,11,420.48,At-Risk
CUST-1717,275,2,104.0,Hibernating
CUST-1718,5,17,2776.67,Champions
CUST-1719,188,7,1152.0,At-Risk
CUST-1720,291,2,76.13,Hibernating
CUST-1721,45,15,1392.6,Loyal
CUST-1722,10,32,2488.48,Champions
CUST-1723,230,4,319.51,At-Risk
CUST-1724,67,3,585.54,Potential
CUST-1725,232,5,1070.42,At-Risk
CUST-1726,15,26,3934.31,Champions
CUST-1727,170,11,934.21,At-Risk
CUST-1728,23,13,1044.69,Loyal
CUST-1729,32,14,1250.18,Loyal
CUST-1730,26,11,1272.67,Loyal
CUST-1731,137,5,1158.96,At-Risk
CUST-1732,35,5,502.07,Potential
CUST-1733,32,6,134.79,Potential
CUST-1734,31,6,1478.59,Loyal
CUST-1735,179,9,586.22,At-Risk
CUST-1736,45,11,1488.69,Loyal
CUST-1737,114,8,520.84,At-Risk
CUST-1738,51,4,476.01,Potential
CUST-1739,42,10,1070.81,Loyal
CUST-1740,86,5,141.13,Potential
CUST-1741,30,11,1323.69,Loyal
CUST-1742,185,8,1290.24,At-Risk
CUST-1743,81,2,694.2,Potential
CUST-1744,20,8,1771.47,Loyal
CUST-1745,434,1,74.92,Hibernating
CUST-1746,39,14,1440.62,Loyal
CUST-1747,41,5,249.79,Potential
CUST-1748,192,1,121.85,Hibernating
CUST-1749,39,5,495.03,Potential
CUST-1750,13,28,3114.92,Champions
CUST-1751,237,2,62.64,Hibernating
CUST-1752,42,4,485.06,Potential
CUST-1753,53,10,1343.8,Loyal
CUST-1754,17,27,4023.27,Champions
CUST-1755,234,9,1051.81,At-Risk
CUST-1756,32,3,590.6,Potential
CUST-1757,32,4,406.16,Potential
CUST-1758,273,1,115.26,Hibernating
CUST-1759,205,10,798.13,At-Risk
CUST-1760,23,9,1552.48,Loyal
CUST-1761,37,9,2577.87,Loyal
CUST-1762,44,6,1166.78,Loyal
CUST-1763,121,10,1073.33,At-Risk
CUST-1764,12,12,3278.71,Champions
CUST-1765,27,4,460.37,Potential
CUST-1766,101,4,586.57,At-Risk
CUST-1767,204,6,1015.67,At-Risk
CUST-1768,53,6,1483.59,Loyal
CUST-1769,174,11,543.17,At-Risk
CUST-1770,6,33,3258.84,Champions
CUST-1771,204,6,1223.97,At-Risk
CUST-1772,17,32,3255.05,Champions
CUST-1773,33,12,1475.67,Loyal
CUST-1774,106,9,606.93,At-Risk
CUST-1775,2,17,3888.13,Champions
CUST-1776,51,8,741.73,Loyal
CUST-1777,132,7,923.21,At-Risk
CUST-1778,147,8,1119.01,At-Risk
CUST-1779,77,5,626.72,Potential
CUST-1780,75,4,452.3,Potential
CUST-1781,23,5,477.56,Potential
CUST-1782,41,14,1639.28,Loyal
CUST-1783,45,13,1103.92,Loyal
CUST-1784,28,14,1479.29,Loyal
CUST-1785,189,1,139.01,Hibernating
CUST-1786,86,6,426.52,Potential
CUST-1787,72,5,627.45,Potential
CUST-1788,45,3,403.96,Potential
CUST-1789,319,1,148.16,Hibernating
CUST-1790,18,12,1211.48,Loyal
CUST-1791,85,4,411.4,Potential
CUST-1792,40,2,477.18,Potential
CUST-1793,81,6,480.61,Potential
CUST-1794,1,31,3162.4,Champions
CUST-1795,199,7,437.34,At-Risk
CUST-1796,204,1,37.78,Hibernating
CUST-1797,89,2,614.86,Potential
CUST-1798,66,5,340.51,Potential
CUST-1799,406,2,117.54,Hibernating
CUST-1800,193,10,714.65,At-Risk
CUST-1801,24,14,1898.24,Loyal
CUST-1802,71,2,428.31,Potential
CUST-1803,83,6,413.21,Potential
CUST-1804,72,6,631.97,Potential
CUST-1805,140,9,1050.53,At-Risk
CUST-1806,446,2,127.39,Hibernating
CUST-1807,384,1,97.09,Hibernating
CUST-1808,82,6,394.84,Potential
CUST-1809,9,18,2284.56,Champions
CUST-1810,402,2,33.69,Hibernating
CUST-1811,120,7,684.9,At-Risk
CUST-1812,12,12,2287.68,Champions
CUST-1813,290,1,100.64,Hibernating
CUST-1814,154,4,433.61,At-Risk
CUST-1815,40,2,573.44,Potential
CUST-1816,41,4,295.54,Potential
CUST-1817,31,6,980.86,Loyal
CUST-1818,13,28,2935.64,Champions
CUST-1819,59,11,1712.19,Loyal
CUST-1820,199,9,1200.07,At-Risk
CUST-1821,13,28,2922.1,Champions
CUST-1822,45,10,1240.01,Loyal
CUST-1823,37,14,1467.71,Loyal
CUST-1824,53,3,428.91,Potential
CUST-1825,377,1,126.33,Hibernating
CUST-1826,32,9,1917.04,Loyal
CUST-1827,27,12,1549.73,Loyal
CUST-1828,217,7,966.67,At-Risk
CUST-1829,54,2,341.16,Potential
CUST-1830,49,8,1621.18,Loyal
CUST-1831,67,5,319.01,Potential
CUST-1832,8,28,4157.63,Champions
CUST-1833,20,15,1292.98,Loyal
CUST-1834,33,6,430.14,Potential
CUST-1835,87,4,368.47,Potential
CUST-1836,387,2,113.96,Hibernating
CUST-1837,16,8,944.81,Loyal
CUST-1838,27,4,344.77,Potential
CUST-1839,85,5,316.23,Potential
CUST-1840,19,18,4022.25,Champions
CUST-1841,49,3,621.53,Potential
CUST-1842,52,7,1050.13,Loyal
CUST-1843,352,1,25.37,Hibernating
CUST-1844,5,17,3352.55,Champions
CUST-1845,25,3,405.35,Potential
CUST-1846,18,26,4610.12,Champions
CUST-1847,408,2,20.0,Hibernating
CUST-1848,25,4,600.11,Potential
CUST-1849,62,2,477.15,Potential
CUST-1850,4,15,2766.58,Champions
CUST-1851,124,9,733.78,At-Risk
CUST-1852,15,9,1846.47,Loyal
CUST-1853,430,2,51.27,Hibernating
CUST-1854,17,14,1894.84,Loyal
CUST-1855,47,7,1721.18,Loyal
CUST-1856,17,20,3082.09,Champions
CUST-1857,49,2,563.9,Potential
CUST-1858,47,3,413.9,Potential
CUST-1859,10,25,2474.31,Champions
CUST-1860,147,9,1162.18,At-Risk
CUST-1861,29,4,648.65,Potential
CUST-1862,30,6,405.16,Potential
CUST-1863,83,3,389.13,Potential
CUST-1864,61,3,220.88,Potential
CUST-1865,78,3,608.2,Potential
CUST-1866,30,11,1192.59,Loyal
CUST-1867,56,9,1713.54,Loyal
CUST-1868,219,5,1137.89,At-Risk
CUST-1869,251,1,69.15,Hibernating
CUST-1870,54,6,1190.0,Loyal
CUST-1871,50,10,1079.77,Loyal
CUST-1872,27,6,467.01,Potential
CUST-1873,49,3,389.53,Potential
CUST-1874,7,24,3417.91,Champions
CUST-1875,43,8,1555.86,Loyal
CUST-1876,232,7,1025.43,At-Risk
CUST-1877,40,6,671.15,Potential
CUST-1878,6,15,2606.23,Champions
CUST-1879,32,10,1326.83,Loyal
CUST-1880,50,8,1116.28,Loyal
CUST-1881,81,6,522.99,Potential
CUST-1882,4,33,2441.51,Champions
CUST-1883,9,18,2543.94,Champions
CUST-1884,236,9,1090.33,At-Risk
CUST-1885,34,14,1056.23,Loyal
CUST-1886,51,5,506.14,Potential
CUST-1887,36,15,2024.38,Loyal
CUST-1888,4,23,3735.77,Champions
CUST-1889,45,8,1948.89,Loyal
CUST-1890,184,8,808.29,At-Risk
CUST-1891,227,5,1274.44,At-Risk
CUST-1892,149,11,1186.15,At-Risk
CUST-1893,53,10,1462.91,Loyal
CUST-1894,50,4,371.01,Potential
CUST-1895,35,9,1282.27,Loyal
CUST-1896,21,15,899.21,Loyal
CUST-1897,388,1,116.4,Hibernating
CUST-1898,11,12,3906.32,Champions
CUST-1899,7,13,3582.41,Champions
CUST-1900,56,13,1183.93,Loyal
CUST-1901,11,19,3211.46,Champions
CUST-1902,57,8,1755.05,Loyal
CUST-1903,73,3,308.64,Potential
CUST-1904,68,3,243.55,Potential
CUST-1905,345,2,183.11,Hibernating
CUST-1906,114,11,1082.23,At-Risk
CUST-1907,54,6,1088.82,Loyal
CUST-1908,27,13,1157.53,Loyal
CUST-1909,51,11,1612.98,Loyal
CUST-1910,41,2,348.38,Potential
CUST-1911,40,14,1774.89,Loyal
CUST-1912,85,5,399.85,Potential
CUST-1913,29,2,206.9,Potential
CUST-1914,67,5,633.52,Potential
CUST-1915,70,5,438.57,Potential
CUST-1916,50,13,2088.19,Loyal
CUST-1917,236,2,104.91,Hibernating
CUST-1918,118,10,946.18,At-Risk
CUST-1919,7,32,3762.75,Champions
CUST-1920,227,9,949.08,At-Risk
CUST-1921,33,3,354.26,Potential
CUST-1922,307,2,67.29,Hibernating
CUST-1923,125,8,830.11,At-Risk
CUST-1924,55,6,463.35,Potential
CUST-1925,1,24,3291.46,Champions
CUST-1926,50,9,1365.3,Loyal
CUST-1927,35,4,480.31,Potential
CUST-1928,88,5,353.74,Potential
CUST-1929,53,11,1287.39,Loyal
CUST-1930,12,27,3149.96,Champions
CUST-1931,94,8,103.05,At-Risk
CUST-1932,283,2,94.9,Hibernating
CUST-1933,50,4,483.21,Potential
CUST-1934,31,8,1799.66,Loyal
CUST-1935,45,11,1467.98,Loyal
CUST-1936,2,24,2938.18,Champions
CUST-1937,275,1,20.0,Hibernating
CUST-1938,7,26,3160.69,Champions
CUST-1939,73,3,489.34,Potential
CUST-1940,30,8,1372.89,Loyal
CUST-1941,77,6,567.28,Potential
CUST-1942,20,2,587.65,Potential
CUST-1943,97,8,891.26,At-Risk
CUST-1944,47,8,1652.85,Loyal
CUST-1945,12,23,3923.89,Champions
CUST-1946,13,31,3519.2,Champions
CUST-1947,281,1,124.47,Hibernating
CUST-1948,230,8,1421.51,At-Risk
CUST-1949,62,4,328.23,Potential
CUST-1950,61,3,443.53,Potential
CUST-1951,62,6,332.12,Potential
CUST-1952,42,14,1458.84,Loyal
CUST-1953,446,2,73.84,Hibernating
CUST-1954,61,4,454.87,Potential
CUST-1955,33,11,1626.95,Loyal
CUST-1956,65,5,559.65,Potential
CUST-1957,1,14,2272.56,Champions
CUST-1958,54,13,1876.95,Loyal
CUST-1959,209,10,1043.52,At-Risk
CUST-1960,11,18,2380.51,Champions
CUST-1961,45,5,432.12,Potential
CUST-1962,57,8,1287.75,Loyal
CUST-1963,39,11,1353.33,Loyal
CUST-1964,18,6,1042.94,Loyal
CUST-1965,42,11,1726.21,Loyal
CUST-1966,112,5,1007.08,At-Risk
CUST-1967,40,14,1423.15,Loyal
CUST-1968,73,6,459.43,Potential
CUST-1969,54,5,194.55,Potential
CUST-1970,36,4,202.21,Potential
CUST-1971,272,1,82.56,Hibernating
CUST-1972,168,9,846.67,At-Risk
CUST-1973,56,10,1687.99,Loyal
CUST-1974,6,34,4149.02,Champions
CUST-1975,31,7,1224.93,Loyal
CUST-1976,60,3,743.35,Potential
CUST-1977,18,17,2874.63,Champions
CUST-1978,71,2,416.42,Potential
CUST-1979,53,5,334.26,Potential
CUST-1980,31,9,2049.52,Loyal
CUST-1981,124,11,1197.64,At-Risk
CUST-1982,19,15,2710.27,Champions
CUST-1983,14,29,3246.89,Champions
CUST-1984,105,6,844.58,At-Risk
CUST-1985,23,6,312.08,Potential
CUST-1986,36,3,483.18,Potential
CUST-1987,49,4,49.26,Potential
CUST-1988,16,9,1187.98,Loyal
CUST-1989,90,10,1124.66,At-Risk
CUST-1990,179,10,654.22,At-Risk
CUST-1991,63,4,255.74,Potential
CUST-1992,51,7,1604.62,Loyal
CUST-1993,61,2,465.14,Potential
CUST-1994,24,10,1558.56,Loyal
CUST-1995,7,20,3968.84,Champions
CUST-1996,425,1,32.74,Hibernating
CUST-1997,2,31,3722.15,Champions
CUST-1998,351,2,101.18,Hibernating
CUST-1999,57,6,418.25,Potential
CUST-2000,47,15,987.8,Loyal
CUST-2001,87,2,417.72,Potential
CUST-2002,187,8,885.73,At-Risk
CUST-2003,174,10,1083.41,At-Risk
CUST-2004,233,10,1468.11,At-Risk
CUST-2005,70,2,556.68,Potential
CUST-2006,28,3,618.05,Potential
CUST-2007,163,6,1038.56,At-Risk
CUST-2008,53,15,1366.55,Loyal
CUST-2009,22,4,353.4,Potential
CUST-2010,24,8,1361.7,Loyal
CUST-2011,256,1,87.58,Hibernating
CUST-2012,326,1,153.55,Hibernating
CUST-2013,15,15,2974.22,Champions
CUST-2014,174,6,931.63,At-Risk
CUST-2015,374,2,80.62,Hibernating
CUST-2016,23,10,2031.1,Loyal
CUST-2017,20,3,521.57,Potential
CUST-2018,387,2,27.4,Hibernating
CUST-2019,18,23,2030.46,Champions
CUST-2020,79,3,544.2,Potential
CUST-2021,50,14,1734.88,Loyal
CUST-2022,350,2,122.77,Hibernating
CUST-2023,197,2,115.24,Hibernating
CUST-2024,320,1,78.43,Hibernating
CUST-2025,79,2,462.25,Potential
CUST-2026,181,6,1186.88,At-Risk
CUST-2027,226,11,717.87,At-Risk
CUST-2028,46,9,1294.53,Loyal
CUST-2029,156,5,914.65,At-Risk
CUST-2030,8,17,2650.45,Champions
CUST-2031,64,6,586.12,Potential
CUST-2032,19,14,1441.44,Loyal
CUST-2033,18,13,2883.36,Champions
CUST-2034,10,34,3004.13,Champions
CUST-2035,74,4,359.62,Potential
CUST-2036,33,8,1758.23,Loyal
CUST-2037,103,9,620.95,At-Risk
CUST-2038,13,23,4584.21,Champions
CUST-2039,57,12,1346.37,Loyal
CUST-2040,42,4,596.5,Potential
CUST-2041,181,7,680.81,At-Risk
CUST-2042,47,8,1171.95,Loyal
CUST-2043,68,6,454.62,Potential
CUST-2044,278,2,87.98,Hibernating
CUST-2045,57,6,699.32,Potential
CUST-2046,37,11,1449.72,Loyal
CUST-2047,3,24,2869.92,Champions
CUST-2048,135,11,1242.02,At-Risk
CUST-2049,11,22,2498.76,Champions
CUST-2050,185,9,855.52,At-Risk
CUST-2051,40,2,512.38,Potential
CUST-2052,282,1,67.47,Hibernating
CUST-2053,177,6,721.44,At-Risk
CUST-2054,347,1,158.19,Hibernating
CUST-2055,34,11,1212.77,Loyal
CUST-2056,180,4,763.72,At-Risk
CUST-2057,40,3,632.76,Potential
CUST-2058,59,6,316.61,Potential
CUST-2059,36,5,445.7,Potential
CUST-2060,114,5,899.57,At-Risk
CUST-2061,428,1,100.88,Hibernating
CUST-2062,127,9,916.04,At-Risk
CUST-2063,59,4,406.79,Potential
CUST-2064,43,4,552.31,Potential
CUST-2065,214,11,1430.14,At-Risk
CUST-2066,59,8,1388.56,Loyal
CUST-2067,13,28,3229.88,Champions
CUST-2068,57,7,1467.3,Loyal
CUST-2069,33,12,1671.21,Loyal
CUST-2070,33,14,1496.24,Loyal
CUST-2071,15,15,1458.22,Loyal
CUST-2072,19,12,2700.83,Champions
CUST-2073,18,13,2817.03,Champions
CUST-2074,224,2,82.45,Hibernating
CUST-2075,67,4,467.13,Potential
CUST-2076,53,15,1624.31,Loyal
CUST-2077,37,5,563.84,Potential
CUST-2078,38,9,1769.53,Loyal
CUST-2079,183,1,44.38,Hibernating
CUST-2080,98,8,873.16,At-Risk
CUST-2081,15,29,3799.65,Champions
CUST-2082,21,6,333.19,Potential
CUST-2083,97,6,1151.78,At-Risk
CUST-2084,370,2,37.47,Hibernating
CUST-2085,71,3,322.97,Potential
CUST-2086,75,5,517.16,Potential
CUST-2087,28,15,1456.26,Loyal
CUST-2088,358,1,140.4,Hibernating
CUST-2089,34,12,1716.32,Loyal
CUST-2090,388,1,157.79,Hibernating
CUST-2091,89,4,557.36,Potential
CUST-2092,77,4,677.73,Potential
CUST-2093,83,6,336.25,Potential
CUST-2094,33,11,937.16,Loyal
CUST-2095,30,13,1210.17,Loyal
CUST-2096,55,9,1211.61,Loyal
CUST-2097,49,12,1715.36,Loyal
CUST-2098,103,4,1209.43,At-Risk
CUST-2099,44,8,1813.67,Loyal
CUST-2100,17,27,2606.03,Champions
CUST-2101,251,2,108.6,Hibernating
CUST-2102,399,2,120.35,Hibernating
CUST-2103,370,1,118.51,Hibernating
CUST-2104,186,1,81.97,Hibernating
CUST-2105,20,13,1664.79,Loyal
CUST-2106,32,12,1271.16,Loyal
CUST-2107,170,9,1120.76,At-Risk
CUST-2108,43,4,324.44,Potential
CUST-2109,48,8,1408.73,Loyal
CUST-2110,164,9,896.41,At-Risk
CUST-2111,35,11,1360.96,Loyal
CUST-2112,53,13,1282.24,Loyal
CUST-2113,78,2,533.05,Potential
CUST-2114,20,6,551.46,Potential
CUST-2115,87,4,588.15,Potential
CUST-2116,3,33,3676.55,Champions
CUST-2117,90,6,793.53,At-Risk
CUST-2118,30,11,1561.74,Loyal
CUST-2119,1,29,3787.02,Champions
CUST-2120,242,2,40.42,Hibernating
CUST-2121,388,1,138.18,Hibernating
CUST-2122,222,11,1033.34,At-Risk
CUST-2123,188,7,1109.87,At-Risk
CUST-2124,33,6,356.29,Potential
CUST-2125,69,3,399.15,Potential
CUST-2126,15,26,3243.63,Champions
CUST-2127,55,4,472.48,Potential
CUST-2128,27,14,1373.43,Loyal
CUST-2129,48,14,1439.27,Loyal
CUST-2130,182,5,864.58,At-Risk
CUST-2131,50,6,298.87,Potential
CUST-2132,6,25,3328.9,Champions
CUST-2133,44,9,1231.47,Loyal
CUST-2134,80,6,501.77,Potential
CUST-2135,11,28,3726.92,Champions
CUST-2136,169,5,1204.93,At-Risk
CUST-2137,88,6,545.53,Potential
CUST-2138,39,4,280.91,Potential
CUST-2139,28,4,400.96,Potential
CUST-2140,189,9,1019.7,At-Risk
CUST-2141,43,11,1603.87,Loyal
CUST-2142,37,2,541.41,Potential
CUST-2143,23,5,330.76,Potential
CUST-2144,32,6,1224.22,Loyal
CUST-2145,159,9,982.28,At-Risk
CUST-2146,123,10,689.67,At-Risk
CUST-2147,32,3,562.05,Potential
CUST-2148,202,8,1140.18,At-Risk
CUST-2149,168,5,1042.18,At-Risk
CUST-2150,119,5,762.97,At-Risk
CUST-2151,160,11,910.36,At-Risk
CUST-2152,37,3,246.06,Potential
CUST-2153,84,5,507.73,Potential
CUST-2154,68,5,400.14,Potential
CUST-2155,167,4,1061.85,At-Risk
CUST-2156,26,15,1599.41,Loyal
CUST-2157,307,2,87.88,Hibernating
CUST-2158,161,4,565.21,At-Risk
CUST-2159,3,33,3295.85,Champions
CUST-2160,215,8,965.98,At-Risk
CUST-2161,1,27,4214.96,Champions
CUST-2162,32,12,1672.69,Loyal
CUST-2163,111,6,1014.85,At-Risk
CUST-2164,33,14,1545.5,Loyal
CUST-2165,154,6,783.04,At-Risk
CUST-2166,218,6,740.79,At-Risk
CUST-2167,80,3,500.36,Potential
CUST-2168,16,12,3205.54,Champions
CUST-2169,31,14,1777.67,Loyal
CUST-2170,78,5,460.46,Potential
CUST-2171,341,2,209.58,Hibernating
CUST-2172,87,4,337.9,Potential
CUST-2173,31,10,1584.19,Loyal
CUST-2174,31,2,330.74,Potential
CUST-2175,77,4,500.42,Potential
CUST-2176,235,9,774.12,At-Risk
CUST-2177,13,18,3143.23,Champions
CUST-2178,168,7,1099.25,At-Risk
CUST-2179,76,6,504.09,Potential
CUST-2180,309,1,111.28,Hibernating
CUST-2181,52,12,1787.7,Loyal
CUST-2182,48,3,524.87,Potential
CUST-2183,213,1,162.02,Hibernating
CUST-2184,9,20,3909.13,Champions
CUST-2185,284,1,129.24,Hibernating
CUST-2186,80,5,281.77,Potential
CUST-2187,7,13,3992.11,Champions
CUST-2188,44,9,928.99,Loyal
CUST-2189,186,5,978.96,At-Risk
CUST-2190,19,26,3787.33,Champions
CUST-2191,75,2,285.39,Potential
CUST-2192,46,6,1361.14,Loyal
CUST-2193,77,3,283.77,Potential
CUST-2194,4,29,3003.23,Champions
CUST-2195,111,11,1100.27,At-Risk
CUST-2196,382,2,76.43,Hibernating
CUST-2197,296,2,164.18,Hibernating
CUST-2198,130,8,542.79,At-Risk
CUST-2199,1,28,3333.13,Champions
CUST-2200,146,5,540.86,At-Risk
CUST-2201,9,15,2852.02,Champions
CUST-2202,17,28,3597.64,Champions
CUST-2203,35,7,1157.86,Loyal
CUST-2204,74,6,635.43,Potential
CUST-2205,107,5,1503.55,At-Risk
CUST-2206,64,3,475.02,Potential
CUST-2207,48,5,430.85,Potential
CUST-2208,32,9,1901.47,Loyal
CUST-2209,287,1,180.39,Hibernating
CUST-2210,46,5,539.27,Potential
CUST-2211,71,3,350.08,Potential
CUST-2212,39,15,1489.22,Loyal
CUST-2213,171,11,874.57,At-Risk
CUST-2214,72,4,533.8,Potential
CUST-2215,31,6,1324.11,Loyal
CUST-2216,12,28,3873.25,Champions
CUST-2217,68,3,337.66,Potential
CUST-2218,71,5,469.16,Potential
CUST-2219,50,13,1571.42,Loyal
CUST-2220,368,2,87.76,Hibernating
CUST-2221,24,11,1360.98,Loyal
CUST-2222,35,3,326.38,Potential
CUST-2223,313,2,206.03,Hibernating
CUST-2224,39,2,409.09,Potential
CUST-2225,52,3,420.32,Potential
CUST-2226,59,9,1134.75,Loyal
CUST-2227,26,15,623.48,Loyal
CUST-2228,223,1,69.45,Hibernating
CUST-2229,45,6,551.75,Potential
CUST-2230,245,2,148.41,Hibernating
CUST-2231,16,9,1538.75,Loyal
CUST-2232,34,8,1972.34,Loyal
CUST-2233,4,25,3156.47,Champions
CUST-2234,35,4,599.94,Potential
CUST-2235,20,9,1000.17,Loyal
CUST-2236,111,5,1152.0,At-Risk
CUST-2237,70,4,384.05,Potential
CUST-2238,441,2,131.51,Hibernating
CUST-2239,25,8,1528.46,Loyal
CUST-2240,211,8,978.62,At-Risk
CUST-2241,104,6,1359.53,At-Risk
CUST-2242,182,9,1057.54,At-Risk
CUST-2243,161,5,430.82,At-Risk
CUST-2244,214,6,628.34,At-Risk
CUST-2245,29,5,342.47,Potential
CUST-2246,6,23,3242.53,Champions
CUST-2247,10,28,2662.38,Champions
CUST-2248,324,1,122.44,Hibernating
CUST-2249,31,5,223.24,Potential
CUST-2250,230,5,1264.51,At-Risk
CUST-2251,23,3,270.46,Potential
CUST-2252,5,30,3246.19,Champions
CUST-2253,2,17,3274.44,Champions
CUST-2254,27,6,583.95,Potential
CUST-2255,31,2,630.97,Potential
CUST-2256,16,13,1193.42,Loyal
CUST-2257,29,6,399.92,Potential
CUST-2258,16,19,2866.99,Champions
CUST-2259,33,3,609.7,Potential
CUST-2260,35,11,807.35,Loyal
CUST-2261,109,11,1087.77,At-Risk
CUST-2262,37,12,1702.67,Loyal
CUST-2263,57,6,335.71,Potential
CUST-2264,12,33,3558.12,Champions
CUST-2265,6,28,3060.62,Champions
CUST-2266,52,13,1754.41,Loyal
CUST-2267,40,6,306.07,Potential
CUST-2268,76,2,358.75,Potential
CUST-2269,46,15,1361.98,Loyal
CUST-2270,46,3,639.05,Potential
CUST-2271,121,5,907.2,At-Risk
CUST-2272,115,4,1194.39,At-Risk
CUST-2273,18,26,3072.45,Champions
CUST-2274,52,6,442.67,Potential
CUST-2275,18,33,2868.77,Champions
CUST-2276,32,13,1667.67,Loyal
CUST-2277,356,1,120.87,Hibernating
CUST-2278,2,15,2104.0,Champions
CUST-2279,87,3,466.92,Potential
CUST-2280,38,3,311.86,Potential
CUST-2281,112,6,190.23,At-Risk
CUST-2282,73,2,429.34,Potential
CUST-2283,8,29,2683.46,Champions
CUST-2284,19,15,915.23,Loyal
CUST-2285,48,4,485.96,Potential
CUST-2286,8,23,3343.69,Champions
CUST-2287,32,10,1519.89,Loyal
CUST-2288,12,13,2951.23,Champions
CUST-2289,8,20,3766.4,Champions
CUST-2290,46,10,988.59,Loyal
CUST-2291,13,20,3299.74,Champions
CUST-2292,72,3,440.02,Potential
CUST-2293,26,5,595.41,Potential
CUST-2294,188,10,638.96,At-Risk
CUST-2295,20,6,1513.88,Loyal
CUST-2296,18,15,913.66,Loyal
CUST-2297,17,18,3004.56,Champions
CUST-2298,59,6,415.2,Potential
CUST-2299,157,11,809.59,At-Risk
CUST-2300,16,32,2292.63,Champions
CUST-2301,399,1,74.03,Hibernating
CUST-2302,12,16,3076.33,Champions
CUST-2303,75,4,541.24,Potential
CUST-2304,199,5,625.34,At-Risk
CUST-2305,131,9,1255.13,At-Risk
CUST-2306,157,8,1208.69,At-Risk
CUST-2307,190,11,642.01,At-Risk
CUST-2308,24,14,1170.79,Loyal
CUST-2309,172,9,633.75,At-Risk
CUST-2310,19,21,4010.64,Champions
CUST-2311,394,2,145.45,Hibernating
CUST-2312,55,6,576.58,Potential
CUST-2313,235,6,853.28,At-Risk
CUST-2314,54,2,587.52,Potential
CUST-2315,23,6,356.72,Potential
CUST-2316,60,6,353.11,Potential
CUST-2317,169,7,650.51,At-Risk
CUST-2318,5,13,2437.15,Champions
CUST-2319,17,27,3140.96,Champions
CUST-2320,41,13,1687.34,Loyal
CUST-2321,53,15,1462.28,Loyal
CUST-2322,138,9,679.81,At-Risk
CUST-2323,23,9,1939.62,Loyal
CUST-2324,378,1,98.73,Hibernating
CUST-2325,45,13,1429.55,Loyal
CUST-2326,57,7,1368.0,Loyal
CUST-2327,169,4,1187.31,At-Risk
CUST-2328,34,4,267.73,Potential
CUST-2329,49,5,134.31,Potential
CUST-2330,86,2,358.1,Potential
CUST-2331,144,8,891.37,At-Risk
CUST-2332,18,15,1466.93,Loyal
CUST-2333,386,1,160.5,Hibernating
CUST-2334,335,2,35.52,Hibernating
CUST-2335,56,6,463.48,Potential
CUST-2336,33,7,1416.03,Loyal
CUST-2337,71,4,292.38,Potential
CUST-2338,13,23,2841.58,Champions
CUST-2339,4,13,2907.4,Champions
CUST-2340,16,10,1394.61,Loyal
CUST-2341,60,6,425.45,Potential
CUST-2342,211,5,707.11,At-Risk
CUST-2343,217,6,580.62,At-Risk
CUST-2344,238,11,1219.66,At-Risk
CUST-2345,68,2,528.44,Potential
CUST-2346,31,10,1602.62,Loyal
CUST-2347,57,8,1360.21,Loyal
CUST-2348,340,1,125.83,Hibernating
CUST-2349,11,28,3358.13,Champions
CUST-2350,125,5,916.16,At-Risk
CUST-2351,76,2,249.94,Potential
CUST-2352,77,4,531.26,Potential
CUST-2353,145,9,945.63,At-Risk
CUST-2354,39,2,252.38,Potential
CUST-2355,182,6,1051.15,At-Risk
CUST-2356,372,1,114.42,Hibernating
CUST-2357,59,4,374.84,Potential
CUST-2358,39,11,1947.05,Loyal
CUST-2359,89,4,421.45,Potential
CUST-2360,266,1,97.18,Hibernating
CUST-2361,16,9,1407.43,Loyal
CUST-2362,38,2,500.23,Potential
CUST-2363,58,5,410.76,Potential
CUST-2364,221,9,770.6,At-Risk
CUST-2365,5,29,3021.04,Champions
CUST-2366,146,6,507.28,At-Risk
CUST-2367,382,1,164.22,Hibernating
CUST-2368,37,6,1453.21,Loyal
CUST-2369,41,8,770.04,Loyal
CUST-2370,255,2,79.62,Hibernating
CUST-2371,15,15,1183.64,Loyal
CUST-2372,136,6,173.88,At-Risk
