date,warehouse_id,sku_id,daily_sales,is_promotion,day_of_week,month,lead_time_days
2023-11-20,WH-EAST-NJ,SKU-ELECTRONICS-01,72,0,0,11,4
2023-11-21,WH-EAST-NJ,SKU-ELECTRONICS-01,111,1,1,11,4
2023-11-22,WH-EAST-NJ,SKU-ELECTRONICS-01,78,0,2,11,4
2023-11-23,WH-EAST-NJ,SKU-ELECTRONICS-01,61,0,3,11,4
2023-11-24,WH-EAST-NJ,SKU-ELECTRONICS-01,70,0,4,11,4
2023-11-25,WH-EAST-NJ,SKU-ELECTRONICS-01,109,0,5,11,4
2023-11-26,WH-EAST-NJ,SKU-ELECTRONICS-01,98,0,6,11,4
2023-11-27,WH-EAST-NJ,SKU-ELECTRONICS-01,79,0,0,11,4
2023-11-28,WH-EAST-NJ,SKU-ELECTRONICS-01,101,1,1,11,4
2023-11-29,WH-EAST-NJ,SKU-ELECTRONICS-01,76,0,2,11,4
2023-11-30,WH-EAST-NJ,SKU-ELECTRONICS-01,76,0,3,11,4
2023-12-01,WH-EAST-NJ,SKU-ELECTRONICS-01,59,0,4,12,4
2023-12-02,WH-EAST-NJ,SKU-ELECTRONICS-01,110,0,5,12,4
2023-12-03,WH-EAST-NJ,SKU-ELECTRONICS-01,109,0,6,12,4
2023-12-04,WH-EAST-NJ,SKU-ELECTRONICS-01,84,0,0,12,4
2023-12-05,WH-EAST-NJ,SKU-ELECTRONICS-01,77,0,1,12,4
2023-12-06,WH-EAST-NJ,SKU-ELECTRONICS-01,102,0,2,12,4
2023-12-07,WH-EAST-NJ,SKU-ELECTRONICS-01,139,1,3,12,4
2023-12-08,WH-EAST-NJ,SKU-ELECTRONICS-01,81,0,4,12,4
2023-12-09,WH-EAST-NJ,SKU-ELECTRONICS-01,110,0,5,12,4
2023-12-10,WH-EAST-NJ,SKU-ELECTRONICS-01,96,0,6,12,4
2023-12-11,WH-EAST-NJ,SKU-ELECTRONICS-01,77,0,0,12,4
2023-12-12,WH-EAST-NJ,SKU-ELECTRONICS-01,77,0,1,12,4
2023-12-13,WH-EAST-NJ,SKU-ELECTRONICS-01,101,0,2,12,4
2023-12-14,WH-EAST-NJ,SKU-ELECTRONICS-01,81,0,3,12,4
2023-12-15,WH-EAST-NJ,SKU-ELECTRONICS-01,132,1,4,12,4
2023-12-16,WH-EAST-NJ,SKU-ELECTRONICS-01,166,1,5,12,4
2023-12-17,WH-EAST-NJ,SKU-ELECTRONICS-01,116,0,6,12,4
2023-12-18,WH-EAST-NJ,SKU-ELECTRONICS-01,52,0,0,12,4
2023-12-19,WH-EAST-NJ,SKU-ELECTRONICS-01,88,0,1,12,4
2023-12-20,WH-EAST-NJ,SKU-ELECTRONICS-01,67,0,2,12,4
2023-12-21,WH-EAST-NJ,SKU-ELECTRONICS-01,64,0,3,12,4
2023-12-22,WH-EAST-NJ,SKU-ELECTRONICS-01,74,0,4,12,4
2023-12-23,WH-EAST-NJ,SKU-ELECTRONICS-01,116,0,5,12,4
2023-12-24,WH-EAST-NJ,SKU-ELECTRONICS-01,106,0,6,12,4
2023-12-25,WH-EAST-NJ,SKU-ELECTRONICS-01,65,0,0,12,4
2023-12-26,WH-EAST-NJ,SKU-ELECTRONICS-01,81,0,1,12,4
2023-12-27,WH-EAST-NJ,SKU-ELECTRONICS-01,113,1,2,12,4
2023-12-28,WH-EAST-NJ,SKU-ELECTRONICS-01,74,0,3,12,4
2023-12-29,WH-EAST-NJ,SKU-ELECTRONICS-01,69,0,4,12,4
2023-12-30,WH-EAST-NJ,SKU-ELECTRONICS-01,109,0,5,12,4
2023-12-31,WH-EAST-NJ,SKU-ELECTRONICS-01,106,0,6,12,4
2023-01-01,WH-EAST-NJ,SKU-APPAREL-02,214,0,6,1,4
2023-01-02,WH-EAST-NJ,SKU-APPAREL-02,265,1,0,1,4
2023-01-03,WH-EAST-NJ,SKU-APPAREL-02,228,1,1,1,4
2023-01-04,WH-EAST-NJ,SKU-APPAREL-02,163,0,2,1,4
2023-01-05,WH-EAST-NJ,SKU-APPAREL-02,123,0,3,1,4
2023-01-06,WH-EAST-NJ,SKU-APPAREL-02,137,0,4,1,4
2023-01-07,WH-EAST-NJ,SKU-APPAREL-02,214,0,5,1,4
2023-01-08,WH-EAST-NJ,SKU-APPAREL-02,211,0,6,1,4
2023-01-09,WH-EAST-NJ,SKU-APPAREL-02,154,0,0,1,4
2023-01-10,WH-EAST-NJ,SKU-APPAREL-02,146,0,1,1,4
2023-01-11,WH-EAST-NJ,SKU-APPAREL-02,148,0,2,1,4
2023-01-12,WH-EAST-NJ,SKU-APPAREL-02,148,0,3,1,4
2023-01-13,WH-EAST-NJ,SKU-APPAREL-02,149,0,4,1,4
2023-01-14,WH-EAST-NJ,SKU-APPAREL-02,213,0,5,1,4
2023-01-15,WH-EAST-NJ,SKU-APPAREL-02,211,0,6,1,4
2023-01-16,WH-EAST-NJ,SKU-APPAREL-02,146,0,0,1,4
2023-01-17,WH-EAST-NJ,SKU-APPAREL-02,147,0,1,1,4
2023-01-18,WH-EAST-NJ,SKU-APPAREL-02,151,0,2,1,4
2023-01-19,WH-EAST-NJ,SKU-APPAREL-02,152,0,3,1,4
2023-01-20,WH-EAST-NJ,SKU-APPAREL-02,143,0,4,1,4
2023-01-21,WH-EAST-NJ,SKU-APPAREL-02,203,0,5,1,4
2023-01-22,WH-EAST-NJ,SKU-APPAREL-02,323,1,6,1,4
2023-01-23,WH-EAST-NJ,SKU-APPAREL-02,167,0,0,1,4
2023-01-24,WH-EAST-NJ,SKU-APPAREL-02,137,0,1,1,4
2023-01-25,WH-EAST-NJ,SKU-APPAREL-02,141,0,2,1,4
2023-01-26,WH-EAST-NJ,SKU-APPAREL-02,157,0,3,1,4
2023-01-27,WH-EAST-NJ,SKU-APPAREL-02,135,0,4,1,4
2023-01-28,WH-EAST-NJ,SKU-APPAREL-02,195,0,5,1,4
2023-01-29,WH-EAST-NJ,SKU-APPAREL-02,207,0,6,1,4
2023-01-30,WH-EAST-NJ,SKU-APPAREL-02,159,0,0,1,4
2023-01-31,WH-EAST-NJ,SKU-APPAREL-02,149,0,1,1,4
2023-02-01,WH-EAST-NJ,SKU-APPAREL-02,183,0,2,2,4
2023-02-02,WH-EAST-NJ,SKU-APPAREL-02,168,0,3,2,4
2023-02-03,WH-EAST-NJ,SKU-APPAREL-02,245,1,4,2,4
2023-02-04,WH-EAST-NJ,SKU-APPAREL-02,230,0,5,2,4
2023-02-05,WH-EAST-NJ,SKU-APPAREL-02,351,1,6,2,4
2023-02-06,WH-EAST-NJ,SKU-APPAREL-02,167,0,0,2,4
2023-02-07,WH-EAST-NJ,SKU-APPAREL-02,157,0,1,2,4
2023-02-08,WH-EAST-NJ,SKU-APPAREL-02,264,1,2,2,4
2023-02-09,WH-EAST-NJ,SKU-APPAREL-02,275,1,3,2,4
2023-02-10,WH-EAST-NJ,SKU-APPAREL-02,177,0,4,2,4
2023-02-11,WH-EAST-NJ,SKU-APPAREL-02,228,0,5,2,4
2023-02-12,WH-EAST-NJ,SKU-APPAREL-02,237,0,6,2,4
2023-02-13,WH-EAST-NJ,SKU-APPAREL-02,158,0,0,2,4
2023-02-14,WH-EAST-NJ,SKU-APPAREL-02,163,0,1,2,4
2023-02-15,WH-EAST-NJ,SKU-APPAREL-02,146,0,2,2,4
2023-02-16,WH-EAST-NJ,SKU-APPAREL-02,153,0,3,2,4
2023-02-17,WH-EAST-NJ,SKU-APPAREL-02,167,0,4,2,4
2023-02-18,WH-EAST-NJ,SKU-APPAREL-02,212,0,5,2,4
2023-02-19,WH-EAST-NJ,SKU-APPAREL-02,230,0,6,2,4
2023-02-20,WH-EAST-NJ,SKU-APPAREL-02,163,0,0,2,4
2023-02-21,WH-EAST-NJ,SKU-APPAREL-02,264,1,1,2,4
2023-02-22,WH-EAST-NJ,SKU-APPAREL-02,243,1,2,2,4
2023-02-23,WH-EAST-NJ,SKU-APPAREL-02,144,0,3,2,4
2023-02-24,WH-EAST-NJ,SKU-APPAREL-02,171,0,4,2,4
2023-02-25,WH-EAST-NJ,SKU-APPAREL-02,369,1,5,2,4
2023-02-26,WH-EAST-NJ,SKU-APPAREL-02,226,0,6,2,4
2023-02-27,WH-EAST-NJ,SKU-APPAREL-02,146,0,0,2,4
2023-02-28,WH-EAST-NJ,SKU-APPAREL-02,157,0,1,2,4
2023-03-01,WH-EAST-NJ,SKU-APPAREL-02,155,0,2,3,4
2023-03-02,WH-EAST-NJ,SKU-APPAREL-02,175,0,3,3,4
2023-03-03,WH-EAST-NJ,SKU-APPAREL-02,153,0,4,3,4
2023-03-04,WH-EAST-NJ,SKU-APPAREL-02,233,0,5,3,4
2023-03-05,WH-EAST-NJ,SKU-APPAREL-02,244,0,6,3,4
2023-03-06,WH-EAST-NJ,SKU-APPAREL-02,172,0,0,3,4
2023-03-07,WH-EAST-NJ,SKU-APPAREL-02,161,0,1,3,4
2023-03-08,WH-EAST-NJ,SKU-APPAREL-02,172,0,2,3,4
2023-03-09,WH-EAST-NJ,SKU-APPAREL-02,174,0,3,3,4
2023-03-10,WH-EAST-NJ,SKU-APPAREL-02,267,1,4,3,4
2023-03-11,WH-EAST-NJ,SKU-APPAREL-02,240,0,5,3,4
2023-03-12,WH-EAST-NJ,SKU-APPAREL-02,234,0,6,3,4
2023-03-13,WH-EAST-NJ,SKU-APPAREL-02,177,0,0,3,4
2023-03-14,WH-EAST-NJ,SKU-APPAREL-02,165,0,1,3,4
2023-03-15,WH-EAST-NJ,SKU-APPAREL-02,152,0,2,3,4
2023-03-16,WH-EAST-NJ,SKU-APPAREL-02,271,1,3,3,4
2023-03-17,WH-EAST-NJ,SKU-APPAREL-02,255,1,4,3,4
2023-03-18,WH-EAST-NJ,SKU-APPAREL-02,249,0,5,3,4
2023-03-19,WH-EAST-NJ,SKU-APPAREL-02,382,1,6,3,4
2023-03-20,WH-EAST-NJ,SKU-APPAREL-02,146,0,0,3,4
2023-03-21,WH-EAST-NJ,SKU-APPAREL-02,174,0,1,3,4
2023-03-22,WH-EAST-NJ,SKU-APPAREL-02,169,0,2,3,4
2023-03-23,WH-EAST-NJ,SKU-APPAREL-02,173,0,3,3,4
2023-03-24,WH-EAST-NJ,SKU-APPAREL-02,166,0,4,3,4
2023-03-25,WH-EAST-NJ,SKU-APPAREL-02,248,0,5,3,4
2023-03-26,WH-EAST-NJ,SKU-APPAREL-02,229,0,6,3,4
2023-03-27,WH-EAST-NJ,SKU-APPAREL-02,175,0,0,3,4
2023-03-28,WH-EAST-NJ,SKU-APPAREL-02,169,0,1,3,4
2023-03-29,WH-EAST-NJ,SKU-APPAREL-02,149,0,2,3,4
2023-03-30,WH-EAST-NJ,SKU-APPAREL-02,148,0,3,3,4
2023-03-31,WH-EAST-NJ,SKU-APPAREL-02,163,0,4,3,4
2023-04-01,WH-EAST-NJ,SKU-APPAREL-02,221,0,5,4,4
2023-04-02,WH-EAST-NJ,SKU-APPAREL-02,210,0,6,4,4
2023-04-03,WH-EAST-NJ,SKU-APPAREL-02,149,0,0,4,4
2023-04-04,WH-EAST-NJ,SKU-APPAREL-02,160,0,1,4,4
2023-04-05,WH-EAST-NJ,SKU-APPAREL-02,153,0,2,4,4
2023-04-06,WH-EAST-NJ,SKU-APPAREL-02,184,0,3,4,4
2023-04-07,WH-EAST-NJ,SKU-APPAREL-02,155,0,4,4,4
2023-04-08,WH-EAST-NJ,SKU-APPAREL-02,241,0,5,4,4
2023-04-09,WH-EAST-NJ,SKU-APPAREL-02,246,0,6,4,4
2023-04-10,WH-EAST-NJ,SKU-APPAREL-02,156,0,0,4,4
2023-04-11,WH-EAST-NJ,SKU-APPAREL-02,155,0,1,4,4
2023-04-12,WH-EAST-NJ,SKU-APPAREL-02,156,0,2,4,4
2023-04-13,WH-EAST-NJ,SKU-APPAREL-02,160,0,3,4,4
2023-04-14,WH-EAST-NJ,SKU-APPAREL-02,158,0,4,4,4
2023-04-15,WH-EAST-NJ,SKU-APPAREL-02,218,0,5,4,4
2023-04-16,WH-EAST-NJ,SKU-APPAREL-02,233,0,6,4,4
2023-04-17,WH-EAST-NJ,SKU-APPAREL-02,158,0,0,4,4
2023-04-18,WH-EAST-NJ,SKU-APPAREL-02,185,0,1,4,4
2023-04-19,WH-EAST-NJ,SKU-APPAREL-02,171,0,2,4,4
2023-04-20,WH-EAST-NJ,SKU-APPAREL-02,255,1,3,4,4
2023-04-21,WH-EAST-NJ,SKU-APPAREL-02,264,1,4,4,4
2023-04-22,WH-EAST-NJ,SKU-APPAREL-02,235,0,5,4,4
2023-04-23,WH-EAST-NJ,SKU-APPAREL-02,240,0,6,4,4
2023-04-24,WH-EAST-NJ,SKU-APPAREL-02,241,1,0,4,4
2023-04-25,WH-EAST-NJ,SKU-APPAREL-02,149,0,1,4,4
2023-04-26,WH-EAST-NJ,SKU-APPAREL-02,153,0,2,4,4
2023-04-27,WH-EAST-NJ,SKU-APPAREL-02,161,0,3,4,4
2023-04-28,WH-EAST-NJ,SKU-APPAREL-02,126,0,4,4,4
2023-04-29,WH-EAST-NJ,SKU-APPAREL-02,221,0,5,4,4
2023-04-30,WH-EAST-NJ,SKU-APPAREL-02,243,0,6,4,4
2023-05-01,WH-EAST-NJ,SKU-APPAREL-02,138,0,0,5,4
2023-05-02,WH-EAST-NJ,SKU-APPAREL-02,152,0,1,5,4
2023-05-03,WH-EAST-NJ,SKU-APPAREL-02,152,0,2,5,4
2023-05-04,WH-EAST-NJ,SKU-APPAREL-02,153,0,3,5,4
2023-05-05,WH-EAST-NJ,SKU-APPAREL-02,156,0,4,5,4
2023-05-06,WH-EAST-NJ,SKU-APPAREL-02,222,0,5,5,4
2023-05-07,WH-EAST-NJ,SKU-APPAREL-02,227,0,6,5,4
2023-05-08,WH-EAST-NJ,SKU-APPAREL-02,145,0,0,5,4
2023-05-09,WH-EAST-NJ,SKU-APPAREL-02,141,0,1,5,4
2023-05-10,WH-EAST-NJ,SKU-APPAREL-02,153,0,2,5,4
2023-05-11,WH-EAST-NJ,SKU-APPAREL-02,153,0,3,5,4
2023-05-12,WH-EAST-NJ,SKU-APPAREL-02,247,1,4,5,4
2023-05-13,WH-EAST-NJ,SKU-APPAREL-02,197,0,5,5,4
2023-05-14,WH-EAST-NJ,SKU-APPAREL-02,220,0,6,5,4
2023-05-15,WH-EAST-NJ,SKU-APPAREL-02,136,0,0,5,4
2023-05-16,WH-EAST-NJ,SKU-APPAREL-02,152,0,1,5,4
2023-05-17,WH-EAST-NJ,SKU-APPAREL-02,145,0,2,5,4
2023-05-18,WH-EAST-NJ,SKU-APPAREL-02,161,0,3,5,4
2023-05-19,WH-EAST-NJ,SKU-APPAREL-02,135,0,4,5,4
2023-05-20,WH-EAST-NJ,SKU-APPAREL-02,341,1,5,5,4
2023-05-21,WH-EAST-NJ,SKU-APPAREL-02,344,1,6,5,4
2023-05-22,WH-EAST-NJ,SKU-APPAREL-02,145,0,0,5,4
2023-05-23,WH-EAST-NJ,SKU-APPAREL-02,151,0,1,5,4
2023-05-24,WH-EAST-NJ,SKU-APPAREL-02,144,0,2,5,4
2023-05-25,WH-EAST-NJ,SKU-APPAREL-02,150,0,3,5,4
2023-05-26,WH-EAST-NJ,SKU-APPAREL-02,153,0,4,5,4
2023-05-27,WH-EAST-NJ,SKU-APPAREL-02,334,1,5,5,4
2023-05-28,WH-EAST-NJ,SKU-APPAREL-02,338,1,6,5,4
2023-05-29,WH-EAST-NJ,SKU-APPAREL-02,129,0,0,5,4
2023-05-30,WH-EAST-NJ,SKU-APPAREL-02,132,0,1,5,4
2023-05-31,WH-EAST-NJ,SKU-APPAREL-02,145,0,2,5,4
2023-06-01,WH-EAST-NJ,SKU-APPAREL-02,120,0,3,6,4
2023-06-02,WH-EAST-NJ,SKU-APPAREL-02,131,0,4,6,4
2023-06-03,WH-EAST-NJ,SKU-APPAREL-02,200,0,5,6,4
2023-06-04,WH-EAST-NJ,SKU-APPAREL-02,202,0,6,6,4
2023-06-05,WH-EAST-NJ,SKU-APPAREL-02,130,0,0,6,4
2023-06-06,WH-EAST-NJ,SKU-APPAREL-02,121,0,1,6,4
2023-06-07,WH-EAST-NJ,SKU-APPAREL-02,120,0,2,6,4
2023-06-08,WH-EAST-NJ,SKU-APPAREL-02,149,0,3,6,4
2023-06-09,WH-EAST-NJ,SKU-APPAREL-02,141,0,4,6,4
2023-06-10,WH-EAST-NJ,SKU-APPAREL-02,186,0,5,6,4
2023-06-11,WH-EAST-NJ,SKU-APPAREL-02,189,0,6,6,4
2023-06-12,WH-EAST-NJ,SKU-APPAREL-02,130,0,0,6,4
2023-06-13,WH-EAST-NJ,SKU-APPAREL-02,138,0,1,6,4
2023-06-14,WH-EAST-NJ,SKU-APPAREL-02,132,0,2,6,4
2023-06-15,WH-EAST-NJ,SKU-APPAREL-02,140,0,3,6,4
2023-06-16,WH-EAST-NJ,SKU-APPAREL-02,140,0,4,6,4
2023-06-17,WH-EAST-NJ,SKU-APPAREL-02,179,0,5,6,4
2023-06-18,WH-EAST-NJ,SKU-APPAREL-02,305,1,6,6,4
2023-06-19,WH-EAST-NJ,SKU-APPAREL-02,145,0,0,6,4
2023-06-20,WH-EAST-NJ,SKU-APPAREL-02,137,0,1,6,4
2023-06-21,WH-EAST-NJ,SKU-APPAREL-02,216,1,2,6,4
2023-06-22,WH-EAST-NJ,SKU-APPAREL-02,125,0,3,6,4
2023-06-23,WH-EAST-NJ,SKU-APPAREL-02,125,0,4,6,4
2023-06-24,WH-EAST-NJ,SKU-APPAREL-02,188,0,5,6,4
2023-06-25,WH-EAST-NJ,SKU-APPAREL-02,182,0,6,6,4
2023-06-26,WH-EAST-NJ,SKU-APPAREL-02,142,0,0,6,4
2023-06-27,WH-EAST-NJ,SKU-APPAREL-02,211,1,1,6,4
2023-06-28,WH-EAST-NJ,SKU-APPAREL-02,126,0,2,6,4
2023-06-29,WH-EAST-NJ,SKU-APPAREL-02,143,0,3,6,4
2023-06-30,WH-EAST-NJ,SKU-APPAREL-02,122,0,4,6,4
2023-07-01,WH-EAST-NJ,SKU-APPAREL-02,165,0,5,7,4
2023-07-02,WH-EAST-NJ,SKU-APPAREL-02,258,1,6,7,4
2023-07-03,WH-EAST-NJ,SKU-APPAREL-02,140,0,0,7,4
2023-07-04,WH-EAST-NJ,SKU-APPAREL-02,116,0,1,7,4
2023-07-05,WH-EAST-NJ,SKU-APPAREL-02,107,0,2,7,4
2023-07-06,WH-EAST-NJ,SKU-APPAREL-02,116,0,3,7,4
2023-07-07,WH-EAST-NJ,SKU-APPAREL-02,184,1,4,7,4
2023-07-08,WH-EAST-NJ,SKU-APPAREL-02,257,1,5,7,4
2023-07-09,WH-EAST-NJ,SKU-APPAREL-02,175,0,6,7,4
2023-07-10,WH-EAST-NJ,SKU-APPAREL-02,122,0,0,7,4
2023-07-11,WH-EAST-NJ,SKU-APPAREL-02,119,0,1,7,4
2023-07-12,WH-EAST-NJ,SKU-APPAREL-02,108,0,2,7,4
2023-07-13,WH-EAST-NJ,SKU-APPAREL-02,204,1,3,7,4
2023-07-14,WH-EAST-NJ,SKU-APPAREL-02,119,0,4,7,4
2023-07-15,WH-EAST-NJ,SKU-APPAREL-02,159,0,5,7,4
2023-07-16,WH-EAST-NJ,SKU-APPAREL-02,176,0,6,7,4
2023-07-17,WH-EAST-NJ,SKU-APPAREL-02,187,1,0,7,4
2023-07-18,WH-EAST-NJ,SKU-APPAREL-02,125,0,1,7,4
2023-07-19,WH-EAST-NJ,SKU-APPAREL-02,120,0,2,7,4
2023-07-20,WH-EAST-NJ,SKU-APPAREL-02,138,0,3,7,4
2023-07-21,WH-EAST-NJ,SKU-APPAREL-02,175,1,4,7,4
2023-07-22,WH-EAST-NJ,SKU-APPAREL-02,160,0,5,7,4
2023-07-23,WH-EAST-NJ,SKU-APPAREL-02,195,0,6,7,4
2023-07-24,WH-EAST-NJ,SKU-APPAREL-02,115,0,0,7,4
2023-07-25,WH-EAST-NJ,SKU-APPAREL-02,105,0,1,7,4
2023-07-26,WH-EAST-NJ,SKU-APPAREL-02,122,0,2,7,4
2023-07-27,WH-EAST-NJ,SKU-APPAREL-02,197,1,3,7,4
2023-07-28,WH-EAST-NJ,SKU-APPAREL-02,115,0,4,7,4
2023-07-29,WH-EAST-NJ,SKU-APPAREL-02,146,0,5,7,4
2023-07-30,WH-EAST-NJ,SKU-APPAREL-02,156,0,6,7,4
2023-07-31,WH-EAST-NJ,SKU-APPAREL-02,100,0,0,7,4
2023-08-01,WH-EAST-NJ,SKU-APPAREL-02,124,0,1,8,4
2023-08-02,WH-EAST-NJ,SKU-APPAREL-02,87,0,2,8,4
2023-08-03,WH-EAST-NJ,SKU-APPAREL-02,98,0,3,8,4
2023-08-04,WH-EAST-NJ,SKU-APPAREL-02,109,0,4,8,4
2023-08-05,WH-EAST-NJ,SKU-APPAREL-02,135,0,5,8,4
2023-08-06,WH-EAST-NJ,SKU-APPAREL-02,152,0,6,8,4
2023-08-07,WH-EAST-NJ,SKU-APPAREL-02,97,0,0,8,4
2023-08-08,WH-EAST-NJ,SKU-APPAREL-02,107,0,1,8,4
2023-08-09,WH-EAST-NJ,SKU-APPAREL-02,101,0,2,8,4
2023-08-10,WH-EAST-NJ,SKU-APPAREL-02,102,0,3,8,4
2023-08-11,WH-EAST-NJ,SKU-APPAREL-02,114,0,4,8,4
2023-08-12,WH-EAST-NJ,SKU-APPAREL-02,136,0,5,8,4
2023-08-13,WH-EAST-NJ,SKU-APPAREL-02,151,0,6,8,4
2023-08-14,WH-EAST-NJ,SKU-APPAREL-02,112,0,0,8,4
2023-08-15,WH-EAST-NJ,SKU-APPAREL-02,91,0,1,8,4
2023-08-16,WH-EAST-NJ,SKU-APPAREL-02,88,0,2,8,4
2023-08-17,WH-EAST-NJ,SKU-APPAREL-02,164,1,3,8,4
2023-08-18,WH-EAST-NJ,SKU-APPAREL-02,83,0,4,8,4
2023-08-19,WH-EAST-NJ,SKU-APPAREL-02,150,0,5,8,4
2023-08-20,WH-EAST-NJ,SKU-APPAREL-02,154,0,6,8,4
2023-08-21,WH-EAST-NJ,SKU-APPAREL-02,90,0,0,8,4
2023-08-22,WH-EAST-NJ,SKU-APPAREL-02,112,0,1,8,4
2023-08-23,WH-EAST-NJ,SKU-APPAREL-02,116,0,2,8,4
2023-08-24,WH-EAST-NJ,SKU-APPAREL-02,107,0,3,8,4
2023-08-25,WH-EAST-NJ,SKU-APPAREL-02,117,0,4,8,4
2023-08-26,WH-EAST-NJ,SKU-APPAREL-02,144,0,5,8,4
2023-08-27,WH-EAST-NJ,SKU-APPAREL-02,231,1,6,8,4
2023-08-28,WH-EAST-NJ,SKU-APPAREL-02,102,0,0,8,4
2023-08-29,WH-EAST-NJ,SKU-APPAREL-02,93,0,1,8,4
2023-08-30,WH-EAST-NJ,SKU-APPAREL-02,98,0,2,8,4
2023-08-31,WH-EAST-NJ,SKU-APPAREL-02,166,1,3,8,4
2023-09-01,WH-EAST-NJ,SKU-APPAREL-02,101,0,4,9,4
2023-09-02,WH-EAST-NJ,SKU-APPAREL-02,146,0,5,9,4
2023-09-03,WH-EAST-NJ,SKU-APPAREL-02,120,0,6,9,4
2023-09-04,WH-EAST-NJ,SKU-APPAREL-02,129,0,0,9,4
2023-09-05,WH-EAST-NJ,SKU-APPAREL-02,150,1,1,9,4
2023-09-06,WH-EAST-NJ,SKU-APPAREL-02,106,0,2,9,4
2023-09-07,WH-EAST-NJ,SKU-APPAREL-02,102,0,3,9,4
2023-09-08,WH-EAST-NJ,SKU-APPAREL-02,93,0,4,9,4
2023-09-09,WH-EAST-NJ,SKU-APPAREL-02,147,0,5,9,4
2023-09-10,WH-EAST-NJ,SKU-APPAREL-02,132,0,6,9,4
2023-09-11,WH-EAST-NJ,SKU-APPAREL-02,99,0,0,9,4
2023-09-12,WH-EAST-NJ,SKU-APPAREL-02,119,0,1,9,4
2023-09-13,WH-EAST-NJ,SKU-APPAREL-02,95,0,2,9,4
2023-09-14,WH-EAST-NJ,SKU-APPAREL-02,100,0,3,9,4
2023-09-15,WH-EAST-NJ,SKU-APPAREL-02,88,0,4,9,4
2023-09-16,WH-EAST-NJ,SKU-APPAREL-02,148,0,5,9,4
2023-09-17,WH-EAST-NJ,SKU-APPAREL-02,134,0,6,9,4
2023-09-18,WH-EAST-NJ,SKU-APPAREL-02,102,0,0,9,4
2023-09-19,WH-EAST-NJ,SKU-APPAREL-02,109,0,1,9,4
2023-09-20,WH-EAST-NJ,SKU-APPAREL-02,97,0,2,9,4
2023-09-21,WH-EAST-NJ,SKU-APPAREL-02,105,0,3,9,4
2023-09-22,WH-EAST-NJ,SKU-APPAREL-02,103,0,4,9,4
2023-09-23,WH-EAST-NJ,SKU-APPAREL-02,152,0,5,9,4
2023-09-24,WH-EAST-NJ,SKU-APPAREL-02,147,0,6,9,4
2023-09-25,WH-EAST-NJ,SKU-APPAREL-02,112,0,0,9,4
2023-09-26,WH-EAST-NJ,SKU-APPAREL-02,156,1,1,9,4
2023-09-27,WH-EAST-NJ,SKU-APPAREL-02,86,0,2,9,4
2023-09-28,WH-EAST-NJ,SKU-APPAREL-02,83,0,3,9,4
2023-09-29,WH-EAST-NJ,SKU-APPAREL-02,84,0,4,9,4
2023-09-30,WH-EAST-NJ,SKU-APPAREL-02,138,0,5,9,4
2023-10-01,WH-EAST-NJ,SKU-APPAREL-02,149,0,6,10,4
2023-10-02,WH-EAST-NJ,SKU-APPAREL-02,97,0,0,10,4
2023-10-03,WH-EAST-NJ,SKU-APPAREL-02,81,0,1,10,4
2023-10-04,WH-EAST-NJ,SKU-APPAREL-02,97,0,2,10,4
2023-10-05,WH-EAST-NJ,SKU-APPAREL-02,99,0,3,10,4
2023-10-06,WH-EAST-NJ,SKU-APPAREL-02,104,0,4,10,4
2023-10-07,WH-EAST-NJ,SKU-APPAREL-02,162,0,5,10,4
2023-10-08,WH-EAST-NJ,SKU-APPAREL-02,129,0,6,10,4
2023-10-09,WH-EAST-NJ,SKU-APPAREL-02,111,0,0,10,4
2023-10-10,WH-EAST-NJ,SKU-APPAREL-02,109,0,1,10,4
2023-10-11,WH-EAST-NJ,SKU-APPAREL-02,101,0,2,10,4
2023-10-12,WH-EAST-NJ,SKU-APPAREL-02,108,0,3,10,4
2023-10-13,WH-EAST-NJ,SKU-APPAREL-02,164,1,4,10,4
2023-10-14,WH-EAST-NJ,SKU-APPAREL-02,242,1,5,10,4
2023-10-15,WH-EAST-NJ,SKU-APPAREL-02,139,0,6,10,4
2023-10-16,WH-EAST-NJ,SKU-APPAREL-02,94,0,0,10,4
2023-10-17,WH-EAST-NJ,SKU-APPAREL-02,85,0,1,10,4
2023-10-18,WH-EAST-NJ,SKU-APPAREL-02,108,0,2,10,4
2023-10-19,WH-EAST-NJ,SKU-APPAREL-02,98,0,3,10,4
2023-10-20,WH-EAST-NJ,SKU-APPAREL-02,150,1,4,10,4
2023-10-21,WH-EAST-NJ,SKU-APPAREL-02,138,0,5,10,4
2023-10-22,WH-EAST-NJ,SKU-APPAREL-02,153,0,6,10,4
2023-10-23,WH-EAST-NJ,SKU-APPAREL-02,105,0,0,10,4
2023-10-24,WH-EAST-NJ,SKU-APPAREL-02,94,0,1,10,4
2023-10-25,WH-EAST-NJ,SKU-APPAREL-02,118,0,2,10,4
2023-10-26,WH-EAST-NJ,SKU-APPAREL-02,103,0,3,10,4
2023-10-27,WH-EAST-NJ,SKU-APPAREL-02,171,1,4,10,4
2023-10-28,WH-EAST-NJ,SKU-APPAREL-02,149,0,5,10,4
2023-10-29,WH-EAST-NJ,SKU-APPAREL-02,145,0,6,10,4
2023-10-30,WH-EAST-NJ,SKU-APPAREL-02,108,0,0,10,4
